MW750027 delta_MW750027
MZ531145.1 delta_MZ531145.1
MZ531100.1 delta_MZ531100.1
MZ531142.1 delta_MZ531142.1
MZ530647.1 delta_MZ530647.1
MZ535238.1 delta_MZ535238.1
MZ530833.1 delta_MZ530833.1
MZ530758.1 delta_MZ530758.1
MZ530469.1 delta_MZ530469.1
MZ530512.1 delta_MZ530512.1
MZ530536.1 delta_MZ530536.1
MZ531132.1 delta_MZ531132.1
MZ531125.1 delta_MZ531125.1
MZ530507.1 delta_MZ530507.1
MZ536311.1 delta_MZ536311.1
MZ535072.1 delta_MZ535072.1
MZ535037.1 delta_MZ535037.1
MZ535499.1 delta_MZ535499.1
MZ535162.1 delta_MZ535162.1
MZ535354.1 delta_MZ535354.1
MZ534990.1 delta_MZ534990.1
MZ535243.1 delta_MZ535243.1
MZ535316.1 delta_MZ535316.1
MZ535180.1 delta_MZ535180.1
MZ530548.1 delta_MZ530548.1
MZ530759.1 delta_MZ530759.1
MZ530104.1 delta_MZ530104.1
MZ535062.1 delta_MZ535062.1
MZ535155.1 delta_MZ535155.1
MZ530741.1 delta_MZ530741.1
MZ530672.1 delta_MZ530672.1
MZ530552.1 delta_MZ530552.1
MZ530776.1 delta_MZ530776.1
MZ530764.1 delta_MZ530764.1
MZ530706.1 delta_MZ530706.1
MZ530698.1 delta_MZ530698.1
MZ530569.1 delta_MZ530569.1
MZ530524.1 delta_MZ530524.1
MZ530757.1 delta_MZ530757.1
MZ530510.1 delta_MZ530510.1
MZ535217.1 delta_MZ535217.1
MZ535362.1 delta_MZ535362.1
MZ535396.1 delta_MZ535396.1
MZ535632.1 delta_MZ535632.1
MZ535063.1 delta_MZ535063.1
MZ535102.1 delta_MZ535102.1
MZ535551.1 delta_MZ535551.1
MZ535653.1 delta_MZ535653.1
MZ535536.1 delta_MZ535536.1
MZ535122.1 delta_MZ535122.1
MZ535258.1 delta_MZ535258.1
MZ534922.1 delta_MZ534922.1
MZ535199.1 delta_MZ535199.1
MZ535674.1 delta_MZ535674.1
MZ535112.1 delta_MZ535112.1
MZ535073.1 delta_MZ535073.1
MZ535009.1 delta_MZ535009.1
MZ535460.1 delta_MZ535460.1
MZ535156.1 delta_MZ535156.1
MZ535020.1 delta_MZ535020.1
MZ535038.1 delta_MZ535038.1
MZ534985.1 delta_MZ534985.1
MZ535681.1 delta_MZ535681.1
MZ535555.1 delta_MZ535555.1
MZ535706.1 delta_MZ535706.1
MZ534931.1 delta_MZ534931.1
MZ535438.1 delta_MZ535438.1
MZ535158.1 delta_MZ535158.1
MZ535379.1 delta_MZ535379.1
MZ535251.1 delta_MZ535251.1
MZ535257.1 delta_MZ535257.1
MZ535282.1 delta_MZ535282.1
MZ535090.1 delta_MZ535090.1
MZ535271.1 delta_MZ535271.1
MZ535200.1 delta_MZ535200.1
MZ531119.1 delta_MZ531119.1
MZ531121.1 delta_MZ531121.1
MZ531115.1 delta_MZ531115.1
MZ531122.1 delta_MZ531122.1
MZ530689.1 delta_MZ530689.1
MZ535263.1 delta_MZ535263.1
MZ535333.1 delta_MZ535333.1
MZ520943.1 delta_MZ520943.1
MZ520945.1 delta_MZ520945.1
MZ530399.1 delta_MZ530399.1
MZ535290.1 delta_MZ535290.1
MZ535533.1 delta_MZ535533.1
MZ535888.1 delta_MZ535888.1
MZ535737.1 delta_MZ535737.1
MZ535772.1 delta_MZ535772.1
MZ536209.1 delta_MZ536209.1
MZ530450.1 delta_MZ530450.1
MZ530432.1 delta_MZ530432.1
MZ530789.1 delta_MZ530789.1
MZ530357.1 delta_MZ530357.1
MZ530067.1 delta_MZ530067.1
MZ529966.1 delta_MZ529966.1
MZ530310.1 delta_MZ530310.1
MZ530197.1 delta_MZ530197.1
MZ530266.1 delta_MZ530266.1
MZ530544.1 delta_MZ530544.1
MZ530055.1 delta_MZ530055.1
MZ530160.1 delta_MZ530160.1
MZ530168.1 delta_MZ530168.1
MZ530653.1 delta_MZ530653.1
MZ530626.1 delta_MZ530626.1
MZ530393.1 delta_MZ530393.1
MZ530578.1 delta_MZ530578.1
MZ530341.1 delta_MZ530341.1
MZ530047.1 delta_MZ530047.1
MZ530365.1 delta_MZ530365.1
MZ529995.1 delta_MZ529995.1
MZ530033.1 delta_MZ530033.1
MZ530337.1 delta_MZ530337.1
MZ530376.1 delta_MZ530376.1
MZ530386.1 delta_MZ530386.1
MZ530121.1 delta_MZ530121.1
MZ530152.1 delta_MZ530152.1
MZ530172.1 delta_MZ530172.1
MZ530551.1 delta_MZ530551.1
MZ530452.1 delta_MZ530452.1
MZ530422.1 delta_MZ530422.1
MZ530379.1 delta_MZ530379.1
MZ530618.1 delta_MZ530618.1
MZ530210.1 delta_MZ530210.1
MZ530005.1 delta_MZ530005.1
MZ530481.1 delta_MZ530481.1
MZ530115.1 delta_MZ530115.1
MZ530842.1 delta_MZ530842.1
MZ530788.1 delta_MZ530788.1
MZ530402.1 delta_MZ530402.1
MZ529981.1 delta_MZ529981.1
MZ530412.1 delta_MZ530412.1
MZ530624.1 delta_MZ530624.1
MZ529977.1 delta_MZ529977.1
MZ530109.1 delta_MZ530109.1
MZ530726.1 delta_MZ530726.1
MZ530130.1 delta_MZ530130.1
MZ534980.1 delta_MZ534980.1
MZ533214.1 delta_MZ533214.1
MZ537290.1 delta_MZ537290.1
MZ530601.1 delta_MZ530601.1
MZ530477.1 delta_MZ530477.1
MZ530505.1 delta_MZ530505.1
MZ530633.1 delta_MZ530633.1
MZ530755.1 delta_MZ530755.1
MZ530639.1 delta_MZ530639.1
MZ530570.1 delta_MZ530570.1
MZ530740.1 delta_MZ530740.1
MZ530446.1 delta_MZ530446.1
MZ530435.1 delta_MZ530435.1
MZ530586.1 delta_MZ530586.1
MZ530669.1 delta_MZ530669.1
MZ530514.1 delta_MZ530514.1
MZ530620.1 delta_MZ530620.1
MZ530825.1 delta_MZ530825.1
MZ530613.1 delta_MZ530613.1
MZ530841.1 delta_MZ530841.1
MZ530763.1 delta_MZ530763.1
MZ530794.1 delta_MZ530794.1
MZ530448.1 delta_MZ530448.1
MZ530811.1 delta_MZ530811.1
MZ530513.1 delta_MZ530513.1
MZ530508.1 delta_MZ530508.1
MZ530686.1 delta_MZ530686.1
MZ530470.1 delta_MZ530470.1
MZ530817.1 delta_MZ530817.1
MZ530547.1 delta_MZ530547.1
MZ530447.1 delta_MZ530447.1
MZ530792.1 delta_MZ530792.1
MZ530756.1 delta_MZ530756.1
MZ530670.1 delta_MZ530670.1
MZ535222.1 delta_MZ535222.1
MZ530587.1 delta_MZ530587.1
MZ535137.1 delta_MZ535137.1
MZ530332.1 delta_MZ530332.1
MZ530323.1 delta_MZ530323.1
MZ535000.1 delta_MZ535000.1
MZ535578.1 delta_MZ535578.1
MZ535596.1 delta_MZ535596.1
MZ531102.1 delta_MZ531102.1
MZ536016.1 delta_MZ536016.1
MZ532446.1 delta_MZ532446.1
MZ532472.1 delta_MZ532472.1
MZ532450.1 delta_MZ532450.1
MZ532440.1 delta_MZ532440.1
MZ532468.1 delta_MZ532468.1
MZ532429.1 delta_MZ532429.1
MZ532456.1 delta_MZ532456.1
MZ532432.1 delta_MZ532432.1
MZ532431.1 delta_MZ532431.1
MZ532449.1 delta_MZ532449.1
MZ532461.1 delta_MZ532461.1
MZ532430.1 delta_MZ532430.1
MZ532448.1 delta_MZ532448.1
MZ532465.1 delta_MZ532465.1
MZ532463.1 delta_MZ532463.1
MZ532462.1 delta_MZ532462.1
MZ532442.1 delta_MZ532442.1
MZ532436.1 delta_MZ532436.1
MZ532439.1 delta_MZ532439.1
MZ532443.1 delta_MZ532443.1
MZ532460.1 delta_MZ532460.1
MZ532458.1 delta_MZ532458.1
MZ532438.1 delta_MZ532438.1
MZ532454.1 delta_MZ532454.1
MZ532425.1 delta_MZ532425.1
MZ534967.1 delta_MZ534967.1
MZ534935.1 delta_MZ534935.1
MZ534977.1 delta_MZ534977.1
MZ535521.1 delta_MZ535521.1
MZ535384.1 delta_MZ535384.1
MZ530183.1 delta_MZ530183.1
MZ529953.1 delta_MZ529953.1
MZ530023.1 delta_MZ530023.1
MZ530068.1 delta_MZ530068.1
MZ530196.1 delta_MZ530196.1
MZ530218.1 delta_MZ530218.1
MZ530255.1 delta_MZ530255.1
MZ530291.1 delta_MZ530291.1
MZ530264.1 delta_MZ530264.1
MZ530162.1 delta_MZ530162.1
MZ530070.1 delta_MZ530070.1
MZ530280.1 delta_MZ530280.1
MZ530655.1 delta_MZ530655.1
MZ530138.1 delta_MZ530138.1
MZ530302.1 delta_MZ530302.1
MZ530069.1 delta_MZ530069.1
MZ531500.1 delta_MZ531500.1
MZ531087.1 delta_MZ531087.1
MZ531088.1 delta_MZ531088.1
MZ531086.1 delta_MZ531086.1
MZ531084.1 delta_MZ531084.1
MZ531097.1 delta_MZ531097.1
MZ531089.1 delta_MZ531089.1
MZ530785.1 delta_MZ530785.1
MZ535003.1 delta_MZ535003.1
MZ530687.1 delta_MZ530687.1
MZ530504.1 delta_MZ530504.1
MZ530608.1 delta_MZ530608.1
MZ530797.1 delta_MZ530797.1
MZ530736.1 delta_MZ530736.1
MZ530261.1 delta_MZ530261.1
MZ530271.1 delta_MZ530271.1
MZ530521.1 delta_MZ530521.1
MZ530602.1 delta_MZ530602.1
MZ530568.1 delta_MZ530568.1
MZ533477.1 delta_MZ533477.1
MZ530426.1 delta_MZ530426.1
MZ530839.1 delta_MZ530839.1
MZ530677.1 delta_MZ530677.1
MZ530652.1 delta_MZ530652.1
MZ530455.1 delta_MZ530455.1
MZ530595.1 delta_MZ530595.1
MZ530836.1 delta_MZ530836.1
MZ530771.1 delta_MZ530771.1
MZ530566.1 delta_MZ530566.1
MZ530433.1 delta_MZ530433.1
MZ530754.1 delta_MZ530754.1
MZ530527.1 delta_MZ530527.1
MZ530690.1 delta_MZ530690.1
MZ530553.1 delta_MZ530553.1
MZ530419.1 delta_MZ530419.1
MZ530526.1 delta_MZ530526.1
MZ530727.1 delta_MZ530727.1
MZ535380.1 delta_MZ535380.1
MZ530189.1 delta_MZ530189.1
MZ530436.1 delta_MZ530436.1
MZ530777.1 delta_MZ530777.1
MZ530816.1 delta_MZ530816.1
MZ520936.1 delta_MZ520936.1
MZ531507.1 delta_MZ531507.1
MZ530100.1 delta_MZ530100.1
MZ530318.1 delta_MZ530318.1
MZ530359.1 delta_MZ530359.1
MZ531502.1 delta_MZ531502.1
MZ539994.1 delta_MZ539994.1
MZ530289.1 delta_MZ530289.1
MZ530373.1 delta_MZ530373.1
MZ530206.1 delta_MZ530206.1
MZ531501.1 delta_MZ531501.1
MZ530472.1 delta_MZ530472.1
MZ530546.1 delta_MZ530546.1
MZ530767.1 delta_MZ530767.1
MZ530421.1 delta_MZ530421.1
MZ530465.1 delta_MZ530465.1
MZ530556.1 delta_MZ530556.1
MZ530619.1 delta_MZ530619.1
MZ530539.1 delta_MZ530539.1
MZ534981.1 delta_MZ534981.1
MZ530428.1 delta_MZ530428.1
MZ530707.1 delta_MZ530707.1
MZ530704.1 delta_MZ530704.1
MZ530149.1 delta_MZ530149.1
MZ531497.1 delta_MZ531497.1
MZ531498.1 delta_MZ531498.1
MZ535938.1 delta_MZ535938.1
MZ532477.1 delta_MZ532477.1
MZ532476.1 delta_MZ532476.1
MZ535065.1 delta_MZ535065.1
MZ535100.1 delta_MZ535100.1
MZ535069.1 delta_MZ535069.1
MZ535254.1 delta_MZ535254.1
MZ534983.1 delta_MZ534983.1
MZ534941.1 delta_MZ534941.1
MZ530398.1 delta_MZ530398.1
MZ530360.1 delta_MZ530360.1
MZ530098.1 delta_MZ530098.1
MZ530495.1 delta_MZ530495.1
MZ530024.1 delta_MZ530024.1
MZ530030.1 delta_MZ530030.1
MZ530263.1 delta_MZ530263.1
MZ530307.1 delta_MZ530307.1
MZ531081.1 delta_MZ531081.1
MZ531079.1 delta_MZ531079.1
MZ531090.1 delta_MZ531090.1
MZ530010.1 delta_MZ530010.1
MZ530101.1 delta_MZ530101.1
MZ531196.1 delta_MZ531196.1
MZ531193.1 delta_MZ531193.1
MZ531200.1 delta_MZ531200.1
MZ531197.1 delta_MZ531197.1
MZ530209.1 delta_MZ530209.1
MZ531203.1 delta_MZ531203.1
MZ531202.1 delta_MZ531202.1
MZ531486.1 delta_MZ531486.1
MZ531488.1 delta_MZ531488.1
MZ531491.1 delta_MZ531491.1
MZ530404.1 delta_MZ530404.1
MZ520935.1 delta_MZ520935.1
MZ531482.1 delta_MZ531482.1
MZ531478.1 delta_MZ531478.1
MZ530387.1 delta_MZ530387.1
MZ530327.1 delta_MZ530327.1
MZ530200.1 delta_MZ530200.1
MZ530202.1 delta_MZ530202.1
MZ530275.1 delta_MZ530275.1
MZ530110.1 delta_MZ530110.1
MZ530155.1 delta_MZ530155.1
MZ530167.1 delta_MZ530167.1
MZ530111.1 delta_MZ530111.1
MZ530272.1 delta_MZ530272.1
MZ529963.1 delta_MZ529963.1
MZ530177.1 delta_MZ530177.1
MZ530188.1 delta_MZ530188.1
MZ530283.1 delta_MZ530283.1
MZ530061.1 delta_MZ530061.1
MZ530408.1 delta_MZ530408.1
MZ530182.1 delta_MZ530182.1
MZ530204.1 delta_MZ530204.1
MZ531477.1 delta_MZ531477.1
MZ530367.1 delta_MZ530367.1
MZ530295.1 delta_MZ530295.1
MZ540001.1 delta_MZ540001.1
MZ530124.1 delta_MZ530124.1
MZ530256.1 delta_MZ530256.1
MZ530723.1 delta_MZ530723.1
MZ534956.1 delta_MZ534956.1
MZ530473.1 delta_MZ530473.1
MZ530497.1 delta_MZ530497.1
MZ535022.1 delta_MZ535022.1
MZ531495.1 delta_MZ531495.1
MZ531480.1 delta_MZ531480.1
MZ531496.1 delta_MZ531496.1
MZ532480.1 delta_MZ532480.1
MZ532485.1 delta_MZ532485.1
MZ532484.1 delta_MZ532484.1
MZ532482.1 delta_MZ532482.1
MZ531719.1 delta_MZ531719.1
MZ531718.1 delta_MZ531718.1
MZ531695.1 delta_MZ531695.1
MZ530140.1 delta_MZ530140.1
MZ530181.1 delta_MZ530181.1
MZ530734.1 delta_MZ530734.1
MZ530693.1 delta_MZ530693.1
MZ530187.1 delta_MZ530187.1
MZ530176.1 delta_MZ530176.1
MZ530086.1 delta_MZ530086.1
MZ530351.1 delta_MZ530351.1
MZ530299.1 delta_MZ530299.1
MZ530795.1 delta_MZ530795.1
MZ530625.1 delta_MZ530625.1
MZ532858.1 delta_MZ532858.1
MZ532902.1 delta_MZ532902.1
MZ532837.1 delta_MZ532837.1
MZ532909.1 delta_MZ532909.1
MZ532833.1 delta_MZ532833.1
MZ532954.1 delta_MZ532954.1
MZ532850.1 delta_MZ532850.1
MZ532857.1 delta_MZ532857.1
MZ532919.1 delta_MZ532919.1
MZ532856.1 delta_MZ532856.1
MZ532925.1 delta_MZ532925.1
MZ539364.1 delta_MZ539364.1
MZ530974.1 delta_MZ530974.1
MZ530957.1 delta_MZ530957.1
MZ531080.1 delta_MZ531080.1
MZ531071.1 delta_MZ531071.1
MZ530491.1 delta_MZ530491.1
MZ531194.1 delta_MZ531194.1
MZ531451.1 delta_MZ531451.1
MZ530131.1 delta_MZ530131.1
MZ530006.1 delta_MZ530006.1
MZ531430.1 delta_MZ531430.1
MZ530193.1 delta_MZ530193.1
MZ531198.1 delta_MZ531198.1
MZ531183.1 delta_MZ531183.1
MZ530333.1 delta_MZ530333.1
MZ530145.1 delta_MZ530145.1
MZ530226.1 delta_MZ530226.1
MZ531189.1 delta_MZ531189.1
MZ531186.1 delta_MZ531186.1
MZ531185.1 delta_MZ531185.1
MZ531184.1 delta_MZ531184.1
MZ531192.1 delta_MZ531192.1
MZ531467.1 delta_MZ531467.1
MZ531462.1 delta_MZ531462.1
MZ531423.1 delta_MZ531423.1
MZ531444.1 delta_MZ531444.1
MZ531459.1 delta_MZ531459.1
MZ531439.1 delta_MZ531439.1
MZ531437.1 delta_MZ531437.1
MZ532845.1 delta_MZ532845.1
MZ532843.1 delta_MZ532843.1
MZ520947.1 delta_MZ520947.1
MZ531455.1 delta_MZ531455.1
MZ531447.1 delta_MZ531447.1
MZ531458.1 delta_MZ531458.1
MZ531448.1 delta_MZ531448.1
MZ531445.1 delta_MZ531445.1
MZ531453.1 delta_MZ531453.1
MZ530363.1 delta_MZ530363.1
MZ530071.1 delta_MZ530071.1
MZ531701.1 delta_MZ531701.1
MZ530380.1 delta_MZ530380.1
MZ530242.1 delta_MZ530242.1
MZ530169.1 delta_MZ530169.1
MZ529970.1 delta_MZ529970.1
MZ530396.1 delta_MZ530396.1
MZ530352.1 delta_MZ530352.1
MZ530293.1 delta_MZ530293.1
MZ530191.1 delta_MZ530191.1
MZ530322.1 delta_MZ530322.1
MZ530214.1 delta_MZ530214.1
MZ529965.1 delta_MZ529965.1
MZ531721.1 delta_MZ531721.1
MZ531696.1 delta_MZ531696.1
MZ531691.1 delta_MZ531691.1
MZ531720.1 delta_MZ531720.1
MZ531690.1 delta_MZ531690.1
MZ530252.1 delta_MZ530252.1
MZ530112.1 delta_MZ530112.1
MZ531668.1 delta_MZ531668.1
MZ531669.1 delta_MZ531669.1
MZ530377.1 delta_MZ530377.1
MZ530378.1 delta_MZ530378.1
MZ530137.1 delta_MZ530137.1
MZ530334.1 delta_MZ530334.1
MZ530276.1 delta_MZ530276.1
MZ530224.1 delta_MZ530224.1
MZ529993.1 delta_MZ529993.1
MZ530004.1 delta_MZ530004.1
MZ530053.1 delta_MZ530053.1
MZ530031.1 delta_MZ530031.1
MZ530589.1 delta_MZ530589.1
MZ530301.1 delta_MZ530301.1
MZ530464.1 delta_MZ530464.1
MZ530775.1 delta_MZ530775.1
MZ530427.1 delta_MZ530427.1
MZ530456.1 delta_MZ530456.1
MZ529999.1 delta_MZ529999.1
MZ530643.1 delta_MZ530643.1
MZ530791.1 delta_MZ530791.1
MZ530097.1 delta_MZ530097.1
MZ530580.1 delta_MZ530580.1
MZ530413.1 delta_MZ530413.1
MZ530746.1 delta_MZ530746.1
MZ530682.1 delta_MZ530682.1
MZ530309.1 delta_MZ530309.1
MZ532877.1 delta_MZ532877.1
MZ532908.1 delta_MZ532908.1
MZ532886.1 delta_MZ532886.1
MZ532894.1 delta_MZ532894.1
MZ532871.1 delta_MZ532871.1
MZ532960.1 delta_MZ532960.1
MZ532936.1 delta_MZ532936.1
MZ532838.1 delta_MZ532838.1
MZ530257.1 delta_MZ530257.1
MZ531466.1 delta_MZ531466.1
MZ530954.1 delta_MZ530954.1
MZ530975.1 delta_MZ530975.1
MZ530803.1 delta_MZ530803.1
MZ531731.1 delta_MZ531731.1
MZ531390.1 delta_MZ531390.1
MZ531434.1 delta_MZ531434.1
MZ531389.1 delta_MZ531389.1
MZ530235.1 delta_MZ530235.1
MZ530336.1 delta_MZ530336.1
MZ529951.1 delta_MZ529951.1
MZ531433.1 delta_MZ531433.1
MZ531386.1 delta_MZ531386.1
MZ530940.1 delta_MZ530940.1
MZ531068.1 delta_MZ531068.1
MZ530083.1 delta_MZ530083.1
MZ531179.1 delta_MZ531179.1
MZ531171.1 delta_MZ531171.1
MZ531181.1 delta_MZ531181.1
MZ531182.1 delta_MZ531182.1
MZ531177.1 delta_MZ531177.1
MZ531176.1 delta_MZ531176.1
MZ531174.1 delta_MZ531174.1
MZ531173.1 delta_MZ531173.1
MZ531178.1 delta_MZ531178.1
MZ530250.1 delta_MZ530250.1
MZ530324.1 delta_MZ530324.1
MZ530237.1 delta_MZ530237.1
MZ530338.1 delta_MZ530338.1
MZ530238.1 delta_MZ530238.1
MZ529959.1 delta_MZ529959.1
MZ530161.1 delta_MZ530161.1
MZ530129.1 delta_MZ530129.1
MZ530371.1 delta_MZ530371.1
MZ530274.1 delta_MZ530274.1
MZ530099.1 delta_MZ530099.1
MZ530015.1 delta_MZ530015.1
MZ530403.1 delta_MZ530403.1
MZ530343.1 delta_MZ530343.1
MZ529955.1 delta_MZ529955.1
MZ530239.1 delta_MZ530239.1
MZ530007.1 delta_MZ530007.1
MZ531416.1 delta_MZ531416.1
MZ531411.1 delta_MZ531411.1
MZ531395.1 delta_MZ531395.1
MZ531418.1 delta_MZ531418.1
MZ531424.1 delta_MZ531424.1
MZ520933.1 delta_MZ520933.1
MZ531402.1 delta_MZ531402.1
MZ531401.1 delta_MZ531401.1
MZ531407.1 delta_MZ531407.1
MZ531383.1 delta_MZ531383.1
MZ530468.1 delta_MZ530468.1
MZ530415.1 delta_MZ530415.1
MZ530674.1 delta_MZ530674.1
MZ535138.1 delta_MZ535138.1
MZ530650.1 delta_MZ530650.1
MZ530530.1 delta_MZ530530.1
MZ530694.1 delta_MZ530694.1
MZ531697.1 delta_MZ531697.1
MZ531659.1 delta_MZ531659.1
MZ531662.1 delta_MZ531662.1
MZ531710.1 delta_MZ531710.1
MZ531699.1 delta_MZ531699.1
MZ530315.1 delta_MZ530315.1
MZ530077.1 delta_MZ530077.1
MZ530011.1 delta_MZ530011.1
MZ530147.1 delta_MZ530147.1
MZ530094.1 delta_MZ530094.1
MZ530328.1 delta_MZ530328.1
MZ529983.1 delta_MZ529983.1
MZ530229.1 delta_MZ530229.1
MZ530405.1 delta_MZ530405.1
MZ530166.1 delta_MZ530166.1
MZ530044.1 delta_MZ530044.1
MZ530395.1 delta_MZ530395.1
MZ530195.1 delta_MZ530195.1
MZ530154.1 delta_MZ530154.1
MZ530107.1 delta_MZ530107.1
MZ530282.1 delta_MZ530282.1
MZ531409.1 delta_MZ531409.1
MZ530515.1 delta_MZ530515.1
MZ530458.1 delta_MZ530458.1
MZ530790.1 delta_MZ530790.1
MZ530201.1 delta_MZ530201.1
MZ530286.1 delta_MZ530286.1
MZ530453.1 delta_MZ530453.1
MZ531067.1 delta_MZ531067.1
MZ530444.1 delta_MZ530444.1
MZ531672.1 delta_MZ531672.1
MZ530186.1 delta_MZ530186.1
MZ529994.1 delta_MZ529994.1
MZ530089.1 delta_MZ530089.1
MZ530253.1 delta_MZ530253.1
MZ530375.1 delta_MZ530375.1
MZ530938.1 delta_MZ530938.1
MZ535318.1 delta_MZ535318.1
MZ530065.1 delta_MZ530065.1
MZ531614.1 delta_MZ531614.1
MZ531617.1 delta_MZ531617.1
MZ531636.1 delta_MZ531636.1
MZ531682.1 delta_MZ531682.1
MZ531634.1 delta_MZ531634.1
MZ531726.1 delta_MZ531726.1
MZ530032.1 delta_MZ530032.1
MZ530171.1 delta_MZ530171.1
MZ530058.1 delta_MZ530058.1
MZ530062.1 delta_MZ530062.1
MZ530471.1 delta_MZ530471.1
MZ530519.1 delta_MZ530519.1
MZ530630.1 delta_MZ530630.1
MZ530575.1 delta_MZ530575.1
MZ532887.1 delta_MZ532887.1
MZ530932.1 delta_MZ530932.1
MZ530922.1 delta_MZ530922.1
MZ530913.1 delta_MZ530913.1
MZ530904.1 delta_MZ530904.1
MZ530919.1 delta_MZ530919.1
MZ530951.1 delta_MZ530951.1
MZ530914.1 delta_MZ530914.1
MZ530929.1 delta_MZ530929.1
MZ530330.1 delta_MZ530330.1
MZ530001.1 delta_MZ530001.1
MZ532927.1 delta_MZ532927.1
MZ531349.1 delta_MZ531349.1
MZ529954.1 delta_MZ529954.1
MZ530298.1 delta_MZ530298.1
MZ530394.1 delta_MZ530394.1
MZ530013.1 delta_MZ530013.1
MZ531332.1 delta_MZ531332.1
MZ531331.1 delta_MZ531331.1
MZ531387.1 delta_MZ531387.1
MZ531158.1 delta_MZ531158.1
MZ531175.1 delta_MZ531175.1
MZ530288.1 delta_MZ530288.1
MZ531154.1 delta_MZ531154.1
MZ531155.1 delta_MZ531155.1
MZ531164.1 delta_MZ531164.1
MZ531162.1 delta_MZ531162.1
MZ531167.1 delta_MZ531167.1
MZ531159.1 delta_MZ531159.1
MZ531163.1 delta_MZ531163.1
MZ531670.1 delta_MZ531670.1
MZ530355.1 delta_MZ530355.1
MZ530236.1 delta_MZ530236.1
MZ530944.1 delta_MZ530944.1
MZ531337.1 delta_MZ531337.1
MZ531335.1 delta_MZ531335.1
MZ531325.1 delta_MZ531325.1
MZ531359.1 delta_MZ531359.1
MZ531367.1 delta_MZ531367.1
MZ531362.1 delta_MZ531362.1
MZ531345.1 delta_MZ531345.1
MZ531354.1 delta_MZ531354.1
MZ530627.1 delta_MZ530627.1
MZ535077.1 delta_MZ535077.1
MZ530518.1 delta_MZ530518.1
MZ530457.1 delta_MZ530457.1
MZ530562.1 delta_MZ530562.1
MZ531612.1 delta_MZ531612.1
MZ531638.1 delta_MZ531638.1
MZ531656.1 delta_MZ531656.1
MZ531406.1 delta_MZ531406.1
MZ530684.1 delta_MZ530684.1
MZ530350.1 delta_MZ530350.1
MZ530902.1 delta_MZ530902.1
MZ531058.1 delta_MZ531058.1
MZ531598.1 delta_MZ531598.1
MZ531643.1 delta_MZ531643.1
MZ530072.1 delta_MZ530072.1
MZ530025.1 delta_MZ530025.1
MZ539358.1 delta_MZ539358.1
MZ539411.1 delta_MZ539411.1
MZ530889.1 delta_MZ530889.1
MZ530895.1 delta_MZ530895.1
MZ530884.1 delta_MZ530884.1
MZ530931.1 delta_MZ530931.1
MZ530894.1 delta_MZ530894.1
MZ530890.1 delta_MZ530890.1
MZ531310.1 delta_MZ531310.1
MZ531295.1 delta_MZ531295.1
MZ530321.1 delta_MZ530321.1
MZ531151.1 delta_MZ531151.1
MZ530921.1 delta_MZ530921.1
MZ531150.1 delta_MZ531150.1
MZ531153.1 delta_MZ531153.1
MZ531152.1 delta_MZ531152.1
MZ531149.1 delta_MZ531149.1
MZ530392.1 delta_MZ530392.1
MZ530880.1 delta_MZ530880.1
MZ531279.1 delta_MZ531279.1
MZ531286.1 delta_MZ531286.1
MZ531318.1 delta_MZ531318.1
MZ531292.1 delta_MZ531292.1
MZ531298.1 delta_MZ531298.1
MZ531287.1 delta_MZ531287.1
MZ531324.1 delta_MZ531324.1
MZ531398.1 delta_MZ531398.1
MZ531297.1 delta_MZ531297.1
MZ535017.1 delta_MZ535017.1
MZ531623.1 delta_MZ531623.1
MZ538262.1 delta_MZ538262.1
MZ531340.1 delta_MZ531340.1
MZ538115.1 delta_MZ538115.1
MZ538309.1 delta_MZ538309.1
MZ538161.1 delta_MZ538161.1
MZ538157.1 delta_MZ538157.1
MZ538256.1 delta_MZ538256.1
MZ538056.1 delta_MZ538056.1
MZ538221.1 delta_MZ538221.1
MZ538798.1 delta_MZ538798.1
MZ530852.1 delta_MZ530852.1
MZ530867.1 delta_MZ530867.1
MZ530868.1 delta_MZ530868.1
MZ530896.1 delta_MZ530896.1
MZ530872.1 delta_MZ530872.1
MZ531045.1 delta_MZ531045.1
MZ538083.1 delta_MZ538083.1
MZ538400.1 delta_MZ538400.1
MZ538104.1 delta_MZ538104.1
MZ538348.1 delta_MZ538348.1
MZ531030.1 delta_MZ531030.1
MZ538258.1 delta_MZ538258.1
MZ531016.1 delta_MZ531016.1
MZ538113.1 delta_MZ538113.1
MZ538410.1 delta_MZ538410.1
MZ530049.1 delta_MZ530049.1
MZ531027.1 delta_MZ531027.1
MZ531020.1 delta_MZ531020.1
MZ531029.1 delta_MZ531029.1
MZ531031.1 delta_MZ531031.1
MZ531021.1 delta_MZ531021.1
MZ538380.1 delta_MZ538380.1
MZ538421.1 delta_MZ538421.1
MZ538266.1 delta_MZ538266.1
MZ538343.1 delta_MZ538343.1
MZ538272.1 delta_MZ538272.1
MZ538297.1 delta_MZ538297.1
MZ538109.1 delta_MZ538109.1
MZ538397.1 delta_MZ538397.1
MZ538105.1 delta_MZ538105.1
MZ538192.1 delta_MZ538192.1
MZ538342.1 delta_MZ538342.1
MZ538385.1 delta_MZ538385.1
MZ538142.1 delta_MZ538142.1
MZ538163.1 delta_MZ538163.1
MZ538283.1 delta_MZ538283.1
MZ538125.1 delta_MZ538125.1
MZ538437.1 delta_MZ538437.1
