MZ290450 iota_MZ290450
MW944361 iota_MW944361
MZ238724 iota_MZ238724
MZ258175 iota_MZ258175
MZ023614 iota_MZ023614
MZ161501 iota_MZ161501
MZ030212 iota_MZ030212
MZ038663 iota_MZ038663
MZ281706 iota_MZ281706
MZ278237 iota_MZ278237
MZ074062 iota_MZ074062
MZ044605 iota_MZ044605
MZ414439.1 iota_MZ414439.1
MZ071351 iota_MZ071351
MW966218 iota_MW966218
MZ231643 iota_MZ231643
MZ100130 iota_MZ100130
MZ493401.1 iota_MZ493401.1
MW993293 iota_MW993293
MZ023459 iota_MZ023459
MZ316227 iota_MZ316227
MZ358477 iota_MZ358477
MW985773 iota_MW985773
MZ002757 iota_MZ002757
MW942048 iota_MW942048
MZ315838 iota_MZ315838
MZ076080 iota_MZ076080
MZ194356 iota_MZ194356
MZ142357 iota_MZ142357
MW964436 iota_MW964436
MW976385 iota_MW976385
MW892112 iota_MW892112
MZ187279 iota_MZ187279
MZ000869 iota_MZ000869
MW891494 iota_MW891494
MZ076439 iota_MZ076439
MW987081 iota_MW987081
MZ099941 iota_MZ099941
MZ141709 iota_MZ141709
MW932291 iota_MW932291
MZ064785 iota_MZ064785
MZ131745 iota_MZ131745
MZ158775 iota_MZ158775
MZ180064 iota_MZ180064
MZ531344.1 iota_MZ531344.1
MZ009648 iota_MZ009648
MZ099835 iota_MZ099835
MZ252731 iota_MZ252731
MZ498222.1 iota_MZ498222.1
MZ028659 iota_MZ028659
MW976676 iota_MW976676
MW930073 iota_MW930073
MZ145924 iota_MZ145924
MZ253153 iota_MZ253153
MZ142416 iota_MZ142416
MZ082900 iota_MZ082900
MZ140450 iota_MZ140450
MZ021120 iota_MZ021120
MZ034962 iota_MZ034962
MZ353799 iota_MZ353799
MZ009876 iota_MZ009876
MZ059575 iota_MZ059575
MZ498320.1 iota_MZ498320.1
MW931350 iota_MW931350
MZ074894 iota_MZ074894
MZ237952 iota_MZ237952
MZ012146 iota_MZ012146
MZ201794 iota_MZ201794
MZ187702 iota_MZ187702
MW894373 iota_MW894373
MZ007272 iota_MZ007272
MZ045006 iota_MZ045006
MZ217439 iota_MZ217439
MZ282366 iota_MZ282366
MZ036430 iota_MZ036430
MZ187406 iota_MZ187406
MW976732 iota_MW976732
MZ090363 iota_MZ090363
MZ187647 iota_MZ187647
MZ291074 iota_MZ291074
MZ164860 iota_MZ164860
MW976470 iota_MW976470
MZ083909 iota_MZ083909
MZ023878 iota_MZ023878
MZ037528 iota_MZ037528
MZ239781 iota_MZ239781
MZ101146 iota_MZ101146
MZ132562 iota_MZ132562
MZ154445 iota_MZ154445
MZ321472 iota_MZ321472
MZ072396 iota_MZ072396
MZ228841 iota_MZ228841
MZ257084 iota_MZ257084
MZ296667 iota_MZ296667
MZ342532 iota_MZ342532
MZ159167 iota_MZ159167
MZ319043 iota_MZ319043
MZ288299 iota_MZ288299
MW965012 iota_MW965012
MZ002406 iota_MZ002406
MZ239346 iota_MZ239346
MZ260302 iota_MZ260302
MW976672 iota_MW976672
MZ383057 iota_MZ383057
MZ074606 iota_MZ074606
MZ132435 iota_MZ132435
MZ154364 iota_MZ154364
MZ321059 iota_MZ321059
MZ059441 iota_MZ059441
MZ478028.1 iota_MZ478028.1
MW901546 iota_MW901546
MZ089650 iota_MZ089650
MZ001134 iota_MZ001134
MZ260463 iota_MZ260463
MW892316 iota_MW892316
MZ009922 iota_MZ009922
MZ055016 iota_MZ055016
MZ061567 iota_MZ061567
MZ498918.1 iota_MZ498918.1
MZ341899 iota_MZ341899
MZ074851 iota_MZ074851
MZ024645 iota_MZ024645
MZ210970 iota_MZ210970
MZ055950 iota_MZ055950
MZ212112 iota_MZ212112
MW994438 iota_MW994438
MZ009308 iota_MZ009308
MZ024479 iota_MZ024479
MZ284630 iota_MZ284630
MZ011980 iota_MZ011980
MZ084605 iota_MZ084605
MW880889 iota_MW880889
MZ035308 iota_MZ035308
MZ075695 iota_MZ075695
MW931305 iota_MW931305
MW938234 iota_MW938234
MZ154116 iota_MZ154116
MW902878 iota_MW902878
MW986696 iota_MW986696
MZ012440 iota_MZ012440
MZ337365 iota_MZ337365
MZ512900.1 iota_MZ512900.1
MW891724 iota_MW891724
MZ454856.1 iota_MZ454856.1
MZ308331 iota_MZ308331
MW891744 iota_MW891744
MZ025168 iota_MZ025168
MZ430773.1 iota_MZ430773.1
MZ253632 iota_MZ253632
MZ141532 iota_MZ141532
MW969139 iota_MW969139
MZ278372 iota_MZ278372
MW976509 iota_MW976509
MZ132846 iota_MZ132846
MZ225918 iota_MZ225918
MZ084259 iota_MZ084259
MW897515 iota_MW897515
MZ166979 iota_MZ166979
MZ283113 iota_MZ283113
MZ271466 iota_MZ271466
MZ072062 iota_MZ072062
MZ210500 iota_MZ210500
MZ160393 iota_MZ160393
MZ168218 iota_MZ168218
MZ390397 iota_MZ390397
MZ376331 iota_MZ376331
MZ164319 iota_MZ164319
MZ064684 iota_MZ064684
MZ191473 iota_MZ191473
MW984892 iota_MW984892
MZ201834 iota_MZ201834
MZ035691 iota_MZ035691
MW751582 iota_MW751582
MW904448 iota_MW904448
MZ154450 iota_MZ154450
MZ228202 iota_MZ228202
MZ211276 iota_MZ211276
MZ539329.1 iota_MZ539329.1
MW891267 iota_MW891267
MZ185980 iota_MZ185980
MZ069227 iota_MZ069227
MZ100801 iota_MZ100801
MZ244577 iota_MZ244577
MZ258454 iota_MZ258454
MZ058319 iota_MZ058319
MZ225771 iota_MZ225771
MZ401571.1 iota_MZ401571.1
MZ011696 iota_MZ011696
MZ068922 iota_MZ068922
MW943362 iota_MW943362
MZ352234 iota_MZ352234
MZ149753 iota_MZ149753
MZ004894 iota_MZ004894
MZ212267 iota_MZ212267
MZ349588 iota_MZ349588
MW932097 iota_MW932097
MZ212895 iota_MZ212895
MW976488 iota_MW976488
MZ029943 iota_MZ029943
MZ451949.1 iota_MZ451949.1
MZ491705.1 iota_MZ491705.1
MZ101483 iota_MZ101483
MW943081 iota_MW943081
MZ001977 iota_MZ001977
MZ060694 iota_MZ060694
MZ070383 iota_MZ070383
MZ181107 iota_MZ181107
MZ214395 iota_MZ214395
MZ024712 iota_MZ024712
MZ039573 iota_MZ039573
MZ512892.1 iota_MZ512892.1
MW915297 iota_MW915297
MZ257882 iota_MZ257882
MZ146024 iota_MZ146024
MZ090180 iota_MZ090180
MZ100497 iota_MZ100497
MZ159071 iota_MZ159071
MZ357800 iota_MZ357800
MZ238911 iota_MZ238911
MZ038570 iota_MZ038570
MZ045093 iota_MZ045093
MZ232642 iota_MZ232642
MZ159221 iota_MZ159221
MZ011401 iota_MZ011401
MZ072231 iota_MZ072231
MZ166783 iota_MZ166783
MZ282095 iota_MZ282095
MZ009787 iota_MZ009787
MZ390763 iota_MZ390763
MZ059413 iota_MZ059413
MZ153932 iota_MZ153932
MZ060246 iota_MZ060246
MZ271492 iota_MZ271492
MZ145752 iota_MZ145752
MZ073538 iota_MZ073538
MZ059693 iota_MZ059693
MZ239810 iota_MZ239810
MZ167252 iota_MZ167252
MW931080 iota_MW931080
MZ065173 iota_MZ065173
MW986498 iota_MW986498
MZ006041 iota_MZ006041
MZ260285 iota_MZ260285
MZ337372 iota_MZ337372
MZ071133 iota_MZ071133
MZ074144 iota_MZ074144
MZ449039.1 iota_MZ449039.1
MZ476132.1 iota_MZ476132.1
MZ213112 iota_MZ213112
MZ143551 iota_MZ143551
MW890976 iota_MW890976
MZ008916 iota_MZ008916
MZ015320 iota_MZ015320
MZ179848 iota_MZ179848
MZ283707 iota_MZ283707
MW986911 iota_MW986911
MZ083602 iota_MZ083602
MZ186114 iota_MZ186114
MZ286659 iota_MZ286659
MZ022044 iota_MZ022044
MZ022108 iota_MZ022108
MW945143 iota_MW945143
MZ317087 iota_MZ317087
MZ007228 iota_MZ007228
MZ283149 iota_MZ283149
MZ009206 iota_MZ009206
MZ039838 iota_MZ039838
MZ035288 iota_MZ035288
MZ296353 iota_MZ296353
MZ179886 iota_MZ179886
MZ243345 iota_MZ243345
MZ007181 iota_MZ007181
MZ005948 iota_MZ005948
MZ499208.1 iota_MZ499208.1
MZ449059.1 iota_MZ449059.1
MZ131124 iota_MZ131124
MZ030054 iota_MZ030054
MW932187 iota_MW932187
MZ228658 iota_MZ228658
MZ238743 iota_MZ238743
MZ009870 iota_MZ009870
MZ004900 iota_MZ004900
MW891081 iota_MW891081
MW994392 iota_MW994392
MW941864 iota_MW941864
MZ153677 iota_MZ153677
MZ260046 iota_MZ260046
MZ257136 iota_MZ257136
MZ554430.1 iota_MZ554430.1
MW894248 iota_MW894248
MW931328 iota_MW931328
MZ257835 iota_MZ257835
MZ308222 iota_MZ308222
MZ282372 iota_MZ282372
MZ166793 iota_MZ166793
MZ257824 iota_MZ257824
MZ390925 iota_MZ390925
MZ030292 iota_MZ030292
MW994677 iota_MW994677
MZ156700 iota_MZ156700
MW891884 iota_MW891884
MZ045354 iota_MZ045354
MZ180768 iota_MZ180768
MZ085246 iota_MZ085246
MZ131313 iota_MZ131313
MW976590 iota_MW976590
MZ261184 iota_MZ261184
MZ025383 iota_MZ025383
MZ084754 iota_MZ084754
MZ239716 iota_MZ239716
MZ021133 iota_MZ021133
MW901911 iota_MW901911
MZ038707 iota_MZ038707
MZ141699 iota_MZ141699
MZ002338 iota_MZ002338
MZ013752 iota_MZ013752
MZ268372 iota_MZ268372
MZ280527 iota_MZ280527
MZ000053 iota_MZ000053
MZ491373.1 iota_MZ491373.1
MZ288284 iota_MZ288284
MZ046990 iota_MZ046990
MZ056121 iota_MZ056121
MZ344612 iota_MZ344612
MZ084850 iota_MZ084850
MZ362947 iota_MZ362947
MZ215229 iota_MZ215229
MW891828 iota_MW891828
MZ184235 iota_MZ184235
MZ228887 iota_MZ228887
MZ186373 iota_MZ186373
MZ262509 iota_MZ262509
MZ254239 iota_MZ254239
MZ172170 iota_MZ172170
MZ082595 iota_MZ082595
MZ316507 iota_MZ316507
MZ188583 iota_MZ188583
MZ257372 iota_MZ257372
MZ296419 iota_MZ296419
MZ195982 iota_MZ195982
MZ196018 iota_MZ196018
MZ267310 iota_MZ267310
MW897648 iota_MW897648
MZ141994 iota_MZ141994
MZ143734 iota_MZ143734
MZ202116 iota_MZ202116
MZ058390 iota_MZ058390
MZ202131 iota_MZ202131
MZ237247 iota_MZ237247
MZ286664 iota_MZ286664
MZ073821 iota_MZ073821
MZ259067 iota_MZ259067
MZ228296 iota_MZ228296
MZ290377 iota_MZ290377
MZ512951.1 iota_MZ512951.1
MZ169361 iota_MZ169361
MZ035901 iota_MZ035901
MW892104 iota_MW892104
MZ002330 iota_MZ002330
MZ163900 iota_MZ163900
MZ284721 iota_MZ284721
MZ295966 iota_MZ295966
MZ023563 iota_MZ023563
MZ493522.1 iota_MZ493522.1
MZ070989 iota_MZ070989
MZ318963 iota_MZ318963
MZ385820 iota_MZ385820
MZ101262 iota_MZ101262
MZ279208 iota_MZ279208
MZ132520 iota_MZ132520
MW888036 iota_MW888036
MZ086422 iota_MZ086422
MZ055046 iota_MZ055046
MZ131233 iota_MZ131233
MZ000940 iota_MZ000940
MZ060269 iota_MZ060269
MZ294764 iota_MZ294764
MZ006908 iota_MZ006908
MZ037944 iota_MZ037944
MZ360630 iota_MZ360630
MZ086239 iota_MZ086239
MW986597 iota_MW986597
MZ132691 iota_MZ132691
MZ390087 iota_MZ390087
MZ213206 iota_MZ213206
MZ192757 iota_MZ192757
MZ189097 iota_MZ189097
MZ260561 iota_MZ260561
MW976171 iota_MW976171
MZ013647 iota_MZ013647
MZ060014 iota_MZ060014
MZ448466.1 iota_MZ448466.1
MZ141682 iota_MZ141682
MZ010996 iota_MZ010996
MZ085583 iota_MZ085583
MW880459 iota_MW880459
MZ061572 iota_MZ061572
MZ535091.1 iota_MZ535091.1
MZ312686 iota_MZ312686
MW935789 iota_MW935789
MZ215224 iota_MZ215224
MW915216 iota_MW915216
MZ282051 iota_MZ282051
MZ000900 iota_MZ000900
MZ184108 iota_MZ184108
MZ210368 iota_MZ210368
MZ142596 iota_MZ142596
MZ252195 iota_MZ252195
MZ535161.1 iota_MZ535161.1
MZ024650 iota_MZ024650
MZ131965 iota_MZ131965
MZ357803 iota_MZ357803
MZ132239 iota_MZ132239
MZ185693 iota_MZ185693
MW941340 iota_MW941340
MZ071621 iota_MZ071621
MW975787 iota_MW975787
MZ072888 iota_MZ072888
MZ566287.1 iota_MZ566287.1
MW976000 iota_MW976000
MZ498827.1 iota_MZ498827.1
MZ141853 iota_MZ141853
MZ163307 iota_MZ163307
MZ225738 iota_MZ225738
MZ257424 iota_MZ257424
MW904391 iota_MW904391
MZ238668 iota_MZ238668
MW976375 iota_MW976375
MZ071407 iota_MZ071407
MW880529 iota_MW880529
MZ100315 iota_MZ100315
MZ075594 iota_MZ075594
MZ022324 iota_MZ022324
MZ140462 iota_MZ140462
MZ149305 iota_MZ149305
MZ321409 iota_MZ321409
MZ007208 iota_MZ007208
MZ029851 iota_MZ029851
MZ048080 iota_MZ048080
MZ143021 iota_MZ143021
MW969174 iota_MW969174
MZ188303 iota_MZ188303
MZ288147 iota_MZ288147
MZ025225 iota_MZ025225
MZ056001 iota_MZ056001
MZ260487 iota_MZ260487
MW976751 iota_MW976751
MZ164818 iota_MZ164818
MZ376785 iota_MZ376785
MZ038544 iota_MZ038544
MZ059011 iota_MZ059011
MZ102215 iota_MZ102215
MZ213159 iota_MZ213159
MZ386177 iota_MZ386177
MZ076284 iota_MZ076284
MZ009215 iota_MZ009215
MZ258165 iota_MZ258165
MZ061094 iota_MZ061094
MZ006719 iota_MZ006719
MZ290406 iota_MZ290406
MZ075730 iota_MZ075730
MZ075817 iota_MZ075817
MZ037432 iota_MZ037432
MZ184630 iota_MZ184630
MZ498641.1 iota_MZ498641.1
MW883157 iota_MW883157
MZ212828 iota_MZ212828
MW987164 iota_MW987164
MZ271269 iota_MZ271269
MZ144330 iota_MZ144330
MW976313 iota_MW976313
MZ216913 iota_MZ216913
MW904344 iota_MW904344
MW976478 iota_MW976478
MZ260457 iota_MZ260457
MZ283021 iota_MZ283021
MZ075215 iota_MZ075215
MZ319689 iota_MZ319689
MZ238587 iota_MZ238587
MW959869 iota_MW959869
MW986397 iota_MW986397
MZ535465.1 iota_MZ535465.1
MW902889 iota_MW902889
MZ371153 iota_MZ371153
MZ140888 iota_MZ140888
MZ280646 iota_MZ280646
MZ531139.1 iota_MZ531139.1
MW995137 iota_MW995137
MZ216974 iota_MZ216974
MZ028736 iota_MZ028736
MW882015 iota_MW882015
MZ316571 iota_MZ316571
MZ170609 iota_MZ170609
MW723425 iota_MW723425
MZ180394 iota_MZ180394
MZ013809 iota_MZ013809
MZ282680 iota_MZ282680
MZ307911 iota_MZ307911
MZ288067 iota_MZ288067
MW932440 iota_MW932440
MZ046880 iota_MZ046880
MZ281625 iota_MZ281625
MZ048171 iota_MZ048171
MZ143556 iota_MZ143556
MZ189615 iota_MZ189615
MW931429 iota_MW931429
MZ260494 iota_MZ260494
MZ257441 iota_MZ257441
MZ512745.1 iota_MZ512745.1
MW985493 iota_MW985493
MZ153892 iota_MZ153892
MW931401 iota_MW931401
MZ085693 iota_MZ085693
MW901680 iota_MW901680
MZ252145 iota_MZ252145
MW966877 iota_MW966877
MW975293 iota_MW975293
MZ022836 iota_MZ022836
MZ259501 iota_MZ259501
MZ028900 iota_MZ028900
MZ215173 iota_MZ215173
MZ231560 iota_MZ231560
MZ288195 iota_MZ288195
MZ184250 iota_MZ184250
MZ294234 iota_MZ294234
MZ415797.1 iota_MZ415797.1
MW988683 iota_MW988683
MZ184673 iota_MZ184673
MZ163699 iota_MZ163699
MZ064692 iota_MZ064692
MZ202130 iota_MZ202130
MZ011094 iota_MZ011094
MZ131312 iota_MZ131312
MZ163412 iota_MZ163412
MZ060984 iota_MZ060984
MW915117 iota_MW915117
MW944840 iota_MW944840
MZ142071 iota_MZ142071
MZ283455 iota_MZ283455
MW968456 iota_MW968456
MZ143772 iota_MZ143772
MZ246453 iota_MZ246453
MW890684 iota_MW890684
MZ432235.1 iota_MZ432235.1
MW888129 iota_MW888129
MW975535 iota_MW975535
MZ253959 iota_MZ253959
MZ358678 iota_MZ358678
MZ082674 iota_MZ082674
MZ086105 iota_MZ086105
MZ039633 iota_MZ039633
MW943218 iota_MW943218
MZ054981 iota_MZ054981
MZ153577 iota_MZ153577
MZ340749 iota_MZ340749
MZ538122.1 iota_MZ538122.1
MZ069557 iota_MZ069557
MZ282115 iota_MZ282115
MZ060199 iota_MZ060199
MW880570 iota_MW880570
MZ371193 iota_MZ371193
MW890592 iota_MW890592
MZ317234 iota_MZ317234
MZ075336 iota_MZ075336
MZ023941 iota_MZ023941
MZ282953 iota_MZ282953
MZ308367 iota_MZ308367
MW976392 iota_MW976392
MW781850 iota_MW781850
MZ131019 iota_MZ131019
MZ085523 iota_MZ085523
MZ143663 iota_MZ143663
MZ006160 iota_MZ006160
MZ512893.1 iota_MZ512893.1
MZ164787 iota_MZ164787
MZ213331 iota_MZ213331
MZ375983 iota_MZ375983
MZ068973 iota_MZ068973
MZ188171 iota_MZ188171
MZ056012 iota_MZ056012
MZ237708 iota_MZ237708
MZ179906 iota_MZ179906
MW944134 iota_MW944134
MZ471390.1 iota_MZ471390.1
MZ386438 iota_MZ386438
MZ217516 iota_MZ217516
MZ257496 iota_MZ257496
MZ217810 iota_MZ217810
MZ281907 iota_MZ281907
MZ275007 iota_MZ275007
MW984807 iota_MW984807
MZ201559 iota_MZ201559
MW986715 iota_MW986715
MZ132741 iota_MZ132741
MZ185494 iota_MZ185494
MZ006688 iota_MZ006688
MZ363162 iota_MZ363162
MW902842 iota_MW902842
MZ238109 iota_MZ238109
MZ539076.1 iota_MZ539076.1
MZ083040 iota_MZ083040
MZ257446 iota_MZ257446
MZ252782 iota_MZ252782
MZ253864 iota_MZ253864
MW944036 iota_MW944036
MZ290942 iota_MZ290942
MW986739 iota_MW986739
MZ007164 iota_MZ007164
MW890747 iota_MW890747
MZ253635 iota_MZ253635
MW751615 iota_MW751615
MZ101439 iota_MZ101439
MZ195608 iota_MZ195608
MZ211725 iota_MZ211725
MW987401 iota_MW987401
MZ072307 iota_MZ072307
MZ282066 iota_MZ282066
MZ084422 iota_MZ084422
MZ193553 iota_MZ193553
MZ187278 iota_MZ187278
MZ256936 iota_MZ256936
MZ342305 iota_MZ342305
MZ228291 iota_MZ228291
MZ294287 iota_MZ294287
MZ054930 iota_MZ054930
MZ256159 iota_MZ256159
MZ059020 iota_MZ059020
MZ083765 iota_MZ083765
MZ260232 iota_MZ260232
MW708379 iota_MW708379
MZ321352 iota_MZ321352
MZ379564 iota_MZ379564
MZ493575.1 iota_MZ493575.1
MZ259204 iota_MZ259204
MZ028055 iota_MZ028055
MZ358613 iota_MZ358613
MZ256329 iota_MZ256329
MZ271184 iota_MZ271184
MZ271433 iota_MZ271433
MZ064708 iota_MZ064708
MZ354475 iota_MZ354475
MZ024942 iota_MZ024942
MZ002212 iota_MZ002212
MW725833 iota_MW725833
MZ142405 iota_MZ142405
MZ238280 iota_MZ238280
MZ341315 iota_MZ341315
MZ142390 iota_MZ142390
MZ154560 iota_MZ154560
MZ181868 iota_MZ181868
MZ030254 iota_MZ030254
MW891135 iota_MW891135
MZ196366 iota_MZ196366
MZ013608 iota_MZ013608
MZ236330 iota_MZ236330
MZ215233 iota_MZ215233
MZ253036 iota_MZ253036
MZ034987 iota_MZ034987
MZ194297 iota_MZ194297
MZ471804.1 iota_MZ471804.1
MZ059357 iota_MZ059357
MZ366645 iota_MZ366645
MZ184333 iota_MZ184333
MZ341772 iota_MZ341772
MZ045081 iota_MZ045081
MW987380 iota_MW987380
MW976653 iota_MW976653
MZ085695 iota_MZ085695
MZ390544 iota_MZ390544
MZ085127 iota_MZ085127
MZ450671.1 iota_MZ450671.1
MZ497710.1 iota_MZ497710.1
MZ003257 iota_MZ003257
MZ024374 iota_MZ024374
MZ354391 iota_MZ354391
MZ201997 iota_MZ201997
MZ279559 iota_MZ279559
MZ535986.1 iota_MZ535986.1
MW966074 iota_MW966074
MZ536033.1 iota_MZ536033.1
MZ179452 iota_MZ179452
MW809036 iota_MW809036
MZ056149 iota_MZ056149
MZ073528 iota_MZ073528
MZ214967 iota_MZ214967
MW945047 iota_MW945047
MZ085777 iota_MZ085777
MZ283618 iota_MZ283618
MZ086097 iota_MZ086097
MW942490 iota_MW942490
MZ240620 iota_MZ240620
MW892115 iota_MW892115
MZ101558 iota_MZ101558
MZ214030 iota_MZ214030
MZ288004 iota_MZ288004
MZ025580 iota_MZ025580
MZ253161 iota_MZ253161
MZ072509 iota_MZ072509
MZ202003 iota_MZ202003
MZ397957.1 iota_MZ397957.1
MZ256602 iota_MZ256602
MZ244578 iota_MZ244578
MW891461 iota_MW891461
MZ225667 iota_MZ225667
MZ207842 iota_MZ207842
MW976252 iota_MW976252
MZ009167 iota_MZ009167
MW930760 iota_MW930760
MZ038454 iota_MZ038454
MZ212048 iota_MZ212048
MW809052 iota_MW809052
MZ201577 iota_MZ201577
MZ363653 iota_MZ363653
MZ492350.1 iota_MZ492350.1
MZ260177 iota_MZ260177
MW959436 iota_MW959436
MZ180298 iota_MZ180298
MZ531054.1 iota_MZ531054.1
MZ211092 iota_MZ211092
MW966348 iota_MW966348
MZ009395 iota_MZ009395
MZ186311 iota_MZ186311
MZ498635.1 iota_MZ498635.1
MZ186614 iota_MZ186614
MZ458167.1 iota_MZ458167.1
MZ131051 iota_MZ131051
MZ163348 iota_MZ163348
MZ238681 iota_MZ238681
MZ141920 iota_MZ141920
MW894278 iota_MW894278
MW985716 iota_MW985716
MW968807 iota_MW968807
MZ282479 iota_MZ282479
MZ321078 iota_MZ321078
MZ296710 iota_MZ296710
MZ450724.1 iota_MZ450724.1
MZ163740 iota_MZ163740
MZ141885 iota_MZ141885
MZ143873 iota_MZ143873
MZ003774 iota_MZ003774
MZ000920 iota_MZ000920
MZ368238 iota_MZ368238
MW903149 iota_MW903149
MZ132264 iota_MZ132264
MZ217690 iota_MZ217690
MZ238891 iota_MZ238891
MZ291441 iota_MZ291441
MZ180180 iota_MZ180180
MZ181349 iota_MZ181349
MZ006828 iota_MZ006828
MZ100199 iota_MZ100199
MZ451902.1 iota_MZ451902.1
MZ012632 iota_MZ012632
MZ558271.1 iota_MZ558271.1
MW968855 iota_MW968855
MZ003078 iota_MZ003078
MZ432637.1 iota_MZ432637.1
MZ498611.1 iota_MZ498611.1
MW975731 iota_MW975731
MW988355 iota_MW988355
MZ214082 iota_MZ214082
MW891847 iota_MW891847
MZ214817 iota_MZ214817
MZ195066 iota_MZ195066
MZ237591 iota_MZ237591
MZ154177 iota_MZ154177
MZ075039 iota_MZ075039
MZ143178 iota_MZ143178
MZ100664 iota_MZ100664
MZ454685.1 iota_MZ454685.1
MZ257407 iota_MZ257407
MW930137 iota_MW930137
MZ229001 iota_MZ229001
MZ101081 iota_MZ101081
MZ211705 iota_MZ211705
MZ164016 iota_MZ164016
MW944929 iota_MW944929
MZ069030 iota_MZ069030
MZ153680 iota_MZ153680
MZ146258 iota_MZ146258
MZ142142 iota_MZ142142
MZ184643 iota_MZ184643
MZ163323 iota_MZ163323
MW890674 iota_MW890674
MW976641 iota_MW976641
MZ001113 iota_MZ001113
MZ012471 iota_MZ012471
MZ450222.1 iota_MZ450222.1
MZ315831 iota_MZ315831
MZ566043.1 iota_MZ566043.1
MZ072421 iota_MZ072421
MZ228578 iota_MZ228578
MZ023954 iota_MZ023954
MZ133058 iota_MZ133058
MZ152623 iota_MZ152623
MZ145670 iota_MZ145670
MZ411819.1 iota_MZ411819.1
MZ535665.1 iota_MZ535665.1
MZ059538 iota_MZ059538
MZ071073 iota_MZ071073
MZ284802 iota_MZ284802
MZ290384 iota_MZ290384
MZ101310 iota_MZ101310
MZ149805 iota_MZ149805
MW985597 iota_MW985597
MZ032505 iota_MZ032505
MZ295007 iota_MZ295007
MZ161281 iota_MZ161281
MZ490271.1 iota_MZ490271.1
MZ304877 iota_MZ304877
MW902406 iota_MW902406
MZ012460 iota_MZ012460
MW941773 iota_MW941773
MZ331714 iota_MZ331714
MW989314 iota_MW989314
MZ133104 iota_MZ133104
MW891138 iota_MW891138
MZ321340 iota_MZ321340
MZ390187 iota_MZ390187
MZ450013.1 iota_MZ450013.1
MZ180198 iota_MZ180198
MZ180864 iota_MZ180864
MZ188621 iota_MZ188621
MW942957 iota_MW942957
MZ062128 iota_MZ062128
MZ084965 iota_MZ084965
MZ238536 iota_MZ238536
MZ353812 iota_MZ353812
MZ064720 iota_MZ064720
MZ068974 iota_MZ068974
MW966956 iota_MW966956
MZ188119 iota_MZ188119
MW985050 iota_MW985050
MZ257823 iota_MZ257823
MZ226054 iota_MZ226054
MZ186660 iota_MZ186660
MZ290815 iota_MZ290815
MZ497662.1 iota_MZ497662.1
MZ154404 iota_MZ154404
MZ025060 iota_MZ025060
MZ159173 iota_MZ159173
MZ213740 iota_MZ213740
MZ172876 iota_MZ172876
MZ491550.1 iota_MZ491550.1
MW994767 iota_MW994767
MZ195356 iota_MZ195356
MZ086177 iota_MZ086177
MZ349514 iota_MZ349514
MZ472034.1 iota_MZ472034.1
MZ035791 iota_MZ035791
MZ210533 iota_MZ210533
MZ257130 iota_MZ257130
MZ149828 iota_MZ149828
MZ008777 iota_MZ008777
MW941019 iota_MW941019
MZ025569 iota_MZ025569
MZ074939 iota_MZ074939
MW975465 iota_MW975465
MZ499192.1 iota_MZ499192.1
MZ353795 iota_MZ353795
MZ259325 iota_MZ259325
MZ039717 iota_MZ039717
MZ353979 iota_MZ353979
MZ160396 iota_MZ160396
MZ064830 iota_MZ064830
MZ349303 iota_MZ349303
MW976461 iota_MW976461
MZ180856 iota_MZ180856
MZ237509 iota_MZ237509
MZ060901 iota_MZ060901
MZ022963 iota_MZ022963
MZ143801 iota_MZ143801
MZ195270 iota_MZ195270
MZ161695 iota_MZ161695
MZ211001 iota_MZ211001
MZ184452 iota_MZ184452
MZ532231.1 iota_MZ532231.1
MZ009500 iota_MZ009500
MZ141536 iota_MZ141536
MZ071581 iota_MZ071581
MZ032527 iota_MZ032527
MZ053601 iota_MZ053601
MZ331295 iota_MZ331295
MZ212437 iota_MZ212437
MZ293910 iota_MZ293910
MW976297 iota_MW976297
MZ166951 iota_MZ166951
MW901702 iota_MW901702
MZ315825 iota_MZ315825
MZ349274 iota_MZ349274
MZ371992 iota_MZ371992
MZ076454 iota_MZ076454
MZ288607 iota_MZ288607
MZ025223 iota_MZ025223
MZ085940 iota_MZ085940
MW986317 iota_MW986317
MW987153 iota_MW987153
MZ045129 iota_MZ045129
MW923622 iota_MW923622
MZ187451 iota_MZ187451
MZ455959.1 iota_MZ455959.1
MZ142778 iota_MZ142778
MZ283144 iota_MZ283144
MW985916 iota_MW985916
MZ132020 iota_MZ132020
MW892135 iota_MW892135
MZ253518 iota_MZ253518
MZ257834 iota_MZ257834
MW966092 iota_MW966092
MW975049 iota_MW975049
MZ307203 iota_MZ307203
MZ296735 iota_MZ296735
MW975573 iota_MW975573
MZ296671 iota_MZ296671
MZ288308 iota_MZ288308
MZ378019 iota_MZ378019
MZ539371.1 iota_MZ539371.1
MZ192949 iota_MZ192949
MZ038819 iota_MZ038819
MZ152442 iota_MZ152442
MW944731 iota_MW944731
MW976549 iota_MW976549
MZ036413 iota_MZ036413
MZ152510 iota_MZ152510
MZ037921 iota_MZ037921
MZ497738.1 iota_MZ497738.1
MW941086 iota_MW941086
MZ011973 iota_MZ011973
MZ058750 iota_MZ058750
MZ180647 iota_MZ180647
MZ296507 iota_MZ296507
MZ179790 iota_MZ179790
MW976001 iota_MW976001
MZ039767 iota_MZ039767
MZ500405.1 iota_MZ500405.1
MZ008897 iota_MZ008897
