MN908947 B.1_MN908947
MW943235 B.1.2_MW943235
MW777835 B.1.243_MW777835
MZ023434 B.1.1.519_MZ023434
MT451235 B.31_MT451235
MZ070602 B.1.2_MZ070602
MW783213 B.1.1.432_MW783213
MW964442 B.1.265_MW964442
MW065150 B.1_MW065150
MW660982 B.1.609_MW660982
MW805065 B.1.1.519_MW805065
MW923392 B.1.568_MW923392
MZ500585.1 B.1.2_MZ500585.1
MZ499269.1 B.1.2_MZ499269.1
MW764099 B.1.2_MW764099
MZ085754 B.1.1.519_MZ085754
MW070049 B.1_MW070049
MW755778 B.1.2_MW755778
MW560825 B.1.2_MW560825
MW706817 B.1.2_MW706817
MW365112 B.1_MW365112
MW865401 B.1.2_MW865401
MZ490285.1 B.1.1.519_MZ490285.1
MW708914 B.1.243_MW708914
MZ379258 B_MZ379258
MW636695 B.1.1.434_MW636695
MW783175 B.1.2_MW783175
MT970776 D.2_MT970776
MT326085 A.1_MT326085
MW763832 B.1.2_MW763832
MW577755 B.1_MW577755
MT451570 B.31_MT451570
MT246486 A.1_MT246486
MW773432 B.1.577_MW773432
MZ074020 B.1.2_MZ074020
MW484822 B.1.509_MW484822
MZ512971.1 B.1.214.2_MZ512971.1
MW365200 B.1.1.33_MW365200
MW943561 B.1.234_MW943561
MW586143 B.1.2_MW586143
MT576643 B.1.1.25_MT576643
MW593478 B.1_MW593478
MW190769 B.1_MW190769
MW969172 B.1.2_MW969172
MZ232930 A.2.5_MZ232930
MW635194 B.1.2_MW635194
MW988430 B.1.429_MW988430
MW153090 D.2_MW153090
MW777020 B.1.2_MW777020
MZ310265 B.1.1.519_MZ310265
MT821664 B.1.371_MT821664
MW967683 B.1.2_MW967683
MW701246 B.1.311_MW701246
MW064904 B.1_MW064904
MW206031 B.1.426_MW206031
MW460622 B.1.2_MW460622
MW793054 B.1.243_MW793054
MW734081 B.1.596.1_MW734081
MT971074 D.2_MT971074
MZ030282 B.1.2_MZ030282
MZ332417 B.1.1_MZ332417
MT941042 B.1.36.8_MT941042
MW191442 B.1_MW191442
MT973016 D.2_MT973016
MW700459 B.1.2_MW700459
MW904317 B.1.1.207_MW904317
MW850240 B.1.2_MW850240
MZ288464 B.1.1.519_MZ288464
MW698000 B.1.2_MW698000
MW976910 B.1.451_MW976910
MT969618 D.2_MT969618
MW190846 B.1.1_MW190846
MZ499025.1 B.1.2_MZ499025.1
MW191475 B.1_MW191475
MW523498 B.1.568_MW523498
MW778195 B.1.2_MW778195
MW709102 B.1.2_MW709102
MW873982 B.1.243_MW873982
MZ332380 B.3_MZ332380
MT704129 B.1_MT704129
MZ188078 B.1.2_MZ188078
MZ048693 B.1.2_MZ048693
MZ085190 B.1.1.519_MZ085190
MW719930 B.1.243_MW719930
MT451229 A.2_MT451229
MT706331 B_MT706331
MW153705 D.2_MW153705
MW735975 B.1.1.519_MW735975
MW890645 B.1.1.519_MW890645
MZ267385 B.1.596_MZ267385
MW976926 B.1_MW976926
MW731200 B.1.2_MW731200
MW064900 B.1_MW064900
MW617718 B.1.234_MW617718
MW779025 B.1.2_MW779025
MW524048 B.1.2_MW524048
MT958263 B.1.369_MT958263
MW389606 B.1.1_MW389606
MZ015347 B.1.2_MZ015347
MT893684 B.1.1.225_MT893684
MW191509 B.4.7_MW191509
MT412275 A.1_MT412275
MW586341 B.1.2_MW586341
MT757105 B.1.595_MT757105
MW879561 B.1.243_MW879561
MW758696 B.1.1.207_MW758696
MT947173 B.1_MT947173
MT911561 B.1.1_MT911561
MW890750 B.1.2_MW890750
MW929522 B.1.2_MW929522
MZ188442 B.1.623_MZ188442
MW634223 B.1.2_MW634223
MT971725 D.2_MT971725
MW700451 B.1.2_MW700451
MW877004 B.1_MW877004
MW020068 B.1_MW020068
MT928972 B.1.3_MT928972
MW812589 B.1.2_MW812589
MW708885 B.1.234_MW708885
MZ202156 B.1_MZ202156
MW707177 B.1.596_MW707177
MW850246 B.1.2_MW850246
MW707733 B.1.551_MW707733
MW669383 B.1.2_MW669383
MT520523 B.1_MT520523
MW816285 B.1.596_MW816285
MZ371698 C.36.3_MZ371698
MT811514 B.1.126_MT811514
MZ164424 B.1.1.519_MZ164424
MZ397381.1 B.1.400_MZ397381.1
MW834783 B.1.2_MW834783
MW968420 B.1.1.348_MW968420
MT451202 B.1.1_MT451202
MW943169 R.1_MW943169
MW942317 B.1_MW942317
MZ022068 R.1_MZ022068
MW454518 B.1_MW454518
MW634581 B.1.2_MW634581
MT791896 B.1_MT791896
MT757056 B.1_MT757056
MW669385 B.1.2_MW669385
MW693555 B.1.2_MW693555
MZ049763 B.1.2_MZ049763
MW992903 B.1.1.519_MW992903
MT970308 D.2_MT970308
MT293208 A.1_MT293208
MW880646 B.1.2_MW880646
MZ500553.1 B.1.240_MZ500553.1
MW065455 B.1_MW065455
MT786331 B.1.1.181_MT786331
MW848995 B.1.243_MW848995
MW737677 B.1_MW737677
MW929948 B.1.2_MW929948
MW777804 B.1.2_MW777804
MW040686 B.1.293_MW040686
MT972301 D.2_MT972301
MW065389 B.1_MW065389
MW849212 B.1.1.519_MW849212
MT322405 B.1_MT322405
MW940516 B.1.451_MW940516
MW808922 B.1.517_MW808922
MZ473140.1 B.1.1.113_MZ473140.1
MW593534 B.1.336_MW593534
MZ256083 B.1.2_MZ256083
MW876948 B.1.561_MW876948
MW778822 B.1.2_MW778822
MT627286 A.1_MT627286
MW154607 D.2_MW154607
MT981092 B.1.451_MT981092
MT582463 B.1_MT582463
MW793042 B.1.1.519_MW793042
MT627243 A.1_MT627243
MT970753 D.2_MT970753
MT787487 B.1.9.5_MT787487
MT627636 A.1_MT627636
MW739258 B.1.2_MW739258
MW931337 B.1.2_MW931337
MT772520 B.1_MT772520
MW190538 B_MW190538
MW804859 B.1.232_MW804859
MW772058 B.1.2_MW772058
MT459899 B_MT459899
MZ172299 B.1.596_MZ172299
MT992727 B.1_MT992727
MW777506 B.1.2_MW777506
MT969664 D.2_MT969664
MW550152 B.1.2_MW550152
MZ212903 B.1.1.519_MZ212903
MW965837 B.1_MW965837
MW636745 B.1.2_MW636745
MT344957 B.1_MT344957
MT972514 D.2_MT972514
MZ202115 B.1.1.519_MZ202115
MW669241 B.1.2_MW669241
MW816371 B.1.2_MW816371
MW365249 N.6_MW365249
MZ257168 B.1.1.519_MZ257168
MW975767 B.1.575_MW975767
MW454481 B.1.2_MW454481
MW809201 B.1.567_MW809201
MW156708 D.2_MW156708
MT325631 B.1_MT325631
MW778226 B.1.1_MW778226
MW634685 B.1.2_MW634685
MW777197 B.1.243_MW777197
MW590375 B.1.2_MW590375
MW935496 B.1.595_MW935496
MW708927 B.1.396_MW708927
MT971230 D.2_MT971230
MT972742 D.2_MT972742
MW942407 B.1.2_MW942407
MT800885 B.1.1.25_MT800885
MW521727 B.1.234_MW521727
MW838443 B.1.595_MW838443
MW585875 B.1.2_MW585875
MW876976 B.1.234_MW876976
MW562018 B.1.240_MW562018
MZ002272 B.1.2_MZ002272
MT993883 B.1.451_MT993883
MW634994 B.1.2_MW634994
MW155788 D.2_MW155788
MW975105 B.1.2_MW975105
MW902422 B.1.2_MW902422
MW638688 B.1.2_MW638688
MW191339 A.1_MW191339
MW191005 B.4.4_MW191005
MZ504011.1 B.1.289_MZ504011.1
MW643104 B.1.596_MW643104
MW067760 B.1.1.135_MW067760
MW793053 B.1.361_MW793053
MT577010 B.1_MT577010
MW925158 B.1.2_MW925158
MT972316 D.2_MT972316
MW882658 B.1_MW882658
MW852046 B.1.2_MW852046
MT971996 D.2_MT971996
MW898753 B.1.596_MW898753
MZ490451.1 B.1.369_MZ490451.1
MW154314 D.2_MW154314
MW584950 B.1.523_MW584950
MW523781 B.1.375_MW523781
MW672632 B.1.1_MW672632
MW932161 B.1.575_MW932161
MW155953 D.2_MW155953
MW855698 B.1.2_MW855698
MT114415 B.4_MT114415
MT502774 A_MT502774
MZ490393.1 B.1.1.434_MZ490393.1
MZ553967.1 B.1.623_MZ553967.1
MW804936 B.1.2_MW804936
MT972159 D.2_MT972159
MW640997 B.1.311_MW640997
MT517424 B.1_MT517424
MW586530 B.1.595_MW586530
MZ011488 B.1.1.519_MZ011488
MT326105 A.1_MT326105
MW454568 B.1.2_MW454568
MT846664 B.1.139_MT846664
MW730966 B.1.595_MW730966
MW645691 B.1_MW645691
MZ444410.1 B.1.2_MZ444410.1
MW190785 B.1_MW190785
MW640191 B.1.241_MW640191
MW665576 B.1.2_MW665576
MW944291 B.1.575_MW944291
MT969412 D.2_MT969412
MW942351 B.1_MW942351
MW668984 B.1.2_MW668984
MW958136 B.1.2_MW958136
MW640179 B.1.1.519_MW640179
MW064599 B.1_MW064599
MW495119 B.1.243_MW495119
MW808651 B.1.1.348_MW808651
MW736618 B.1.1.519_MW736618
MW825605 B.1.2_MW825605
MT706326 B.1.1.33_MT706326
MW184398 D.2_MW184398
MT326166 A.1_MT326166
MW958141 B.1_MW958141
MT811216 B.1_MT811216
MW669518 B.1.1.519_MW669518
MT873396 B.1_MT873396
MW671628 B.1.234_MW671628
MT252687 A.1_MT252687
MW778541 B.1.2_MW778541
MW739288 B.1.2_MW739288
MW405486 B.1.1.168_MW405486
MW310437 B.1.234_MW310437
MZ490460.1 B.1_MZ490460.1
MW064862 B.1.162_MW064862
MW870673 B.1.2_MW870673
MW782768 B.1.1.519_MW782768
MZ187675 B.1.1.519_MZ187675
MZ232961 B.1.1.519_MZ232961
MT358694 A.1_MT358694
MW156773 D.2_MW156773
MW327520 C.35_MW327520
MW280169 B.1.509_MW280169
MW816983 B.1.2_MW816983
MW672773 B.1.243_MW672773
MT259287 A.1_MT259287
MT576641 B.1.1.25_MT576641
MW986051 B.1.575_MW986051
MW942196 B.1.1.519_MW942196
MW864483 B.1.517_MW864483
MT940498 B.1.428.1_MT940498
MW793242 B.1.596_MW793242
MW737876 B.1.232_MW737876
MW539947 B.1.369_MW539947
MW941252 B.1.429_MW941252
MW731088 B.1.2_MW731088
MW739759 B.1.2_MW739759
MW593482 B.1.371_MW593482
MW861558 B.1.234_MW861558
MW454667 B.1.2_MW454667
MW846020 B.1_MW846020
MZ562548.1 B.1.2_MZ562548.1
MW771714 B.1.2_MW771714
MW643452 B.1.243_MW643452
MT967954 B.1_MT967954
MW681503 B.1.596_MW681503
MT370885 B.1.108_MT370885
MW493894 B.1.243_MW493894
MW778312 B.1.603_MW778312
MW793065 B.1.596_MW793065
MW944021 B.1_MW944021
MZ132227 B.1.623_MZ132227
MW184874 D.2_MW184874
MZ244749 B.1_MZ244749
MW693483 B.1.1.222_MW693483
MW626688 B.1.2_MW626688
MW943236 B.1.575_MW943236
MT806767 B.1_MT806767
MT326133 B.1.371_MT326133
MZ002348 B.1.1.519_MZ002348
MZ498729.1 B.1.1.337_MZ498729.1
MW864032 B.1.2_MW864032
MW719503 B.1.2_MW719503
MW192108 B.1.2_MW192108
MW741952 B.1.2_MW741952
MW935468 B.1.2_MW935468
MT971720 D.2_MT971720
MW519643 B.1.400_MW519643
MW708633 B.1.577_MW708633
MW454574 B.1.2_MW454574
MW701966 B.1.2_MW701966
MZ203074 B.1.1.222_MZ203074
MW671613 B.1.2_MW671613
MW681328 B.1.1.519_MW681328
MW764004 B.1.596_MW764004
MW368440 B.1_MW368440
MW777214 B.1.409_MW777214
MT970759 D.2_MT970759
MW966503 B.1.2_MW966503
MW156274 D.2_MW156274
MW156972 D.2_MW156972
MT520460 B.1.268_MT520460
MW634061 B.1.243_MW634061
MT627238 A.1_MT627238
MW286740 B.1_MW286740
MW153212 D.2_MW153212
MZ035722 B.1.575_MZ035722
MW364989 B.1_MW364989
MW634561 B.1.2_MW634561
MT450948 A_MT450948
MW708491 B.1.2_MW708491
MW206459 B.1.595_MW206459
MW777969 B.1.596_MW777969
MT772426 B.1.162_MT772426
MW565293 B.1.2_MW565293
MW540019 B.1_MW540019
MW184374 D.2_MW184374
MW778187 B.1.2_MW778187
MT706308 B_MT706308
MW593459 A.1_MW593459
MW524014 B.1.298_MW524014
MW749384 B.1.2_MW749384
MW891245 B.1.2_MW891245
MW582226 B.1.2_MW582226
MW643851 B.1.2_MW643851
MW705276 B.1.596_MW705276
MW923480 B.1.1.441_MW923480
MZ093199 B_MZ093199
MW907451 B.1.108_MW907451
MZ377842 B.1.241_MZ377842
MW190729 B.1.1_MW190729
MW715461 B.1.2_MW715461
MT797772 B.1.521_MT797772
MW923942 B.1.2_MW923942
MW374926 B.1_MW374926
MW890634 B.1.234_MW890634
MW850216 B.1.243_MW850216
MT345866 B.1_MT345866
MW702378 B.1.1.416_MW702378
MZ543376.1 B.1_MZ543376.1
MT704061 B.1_MT704061
MW638677 B.1.609_MW638677
MZ023374 B.1.2_MZ023374
MT642127 B.1.391_MT642127
MW495154 B.1.2_MW495154
MW356672 B.1.36.16_MW356672
MZ282475 B.1.1.519_MZ282475
MZ513662.1 B.1.623_MZ513662.1
MW731315 B.1.241_MW731315
MZ512743.1 B.1.234_MZ512743.1
MW276174 B.1.243_MW276174
MT370841 A.3_MT370841
MW420695 B.1.1.329_MW420695
MW632213 B.1.2_MW632213
MW942881 B.1.1.348_MW942881
MW184054 D.2_MW184054
MW521414 B.1.1_MW521414
MW879681 B.1.2_MW879681
MW741664 B.1.240_MW741664
MW902918 B.1.111_MW902918
MZ203104 B.1.1.519_MZ203104
MW666369 B.1.2_MW666369
MW528805 B.1.577_MW528805
MW767331 B.1.2_MW767331
MZ055341 B.1.1.519_MZ055341
MW734159 B.1.517_MW734159
MT969816 D.2_MT969816
MZ404440.1 B.1.1.519_MZ404440.1
MW593182 A.1_MW593182
MW935765 B.1.2_MW935765
MW943775 B.1.429_MW943775
MW777096 B.1.2_MW777096
MZ038672 B.1.2_MZ038672
MW166069 B.1.595_MW166069
MW749975 B.1.2_MW749975
MW813506 B.1.2_MW813506
MZ518331.1 B.1.400_MZ518331.1
MT246487 B.1.371_MT246487
MT642228 B.1.124_MT642228
MW864494 B.1.2_MW864494
MW793107 B.1.2_MW793107
MW738642 B.1.2_MW738642
MZ307132 B.1.1_MZ307132
MT775567 B.1.1.25_MT775567
MW634246 B.1.551_MW634246
MZ245677 B.1.2_MZ245677
MW795971 B.1.2_MW795971
MT873487 B.1_MT873487
MW855672 B.1.2_MW855672
MZ260399 B.1.2_MZ260399
MZ266827 B.1.596_MZ266827
MT913043 B.1.369_MT913043
MW728738 B.1.2_MW728738
MW993972 B.1.2_MW993972
MW738851 B.1.305_MW738851
MW593043 B.1.2_MW593043
MW947574 B.1.2_MW947574
MZ007030 B.1.1.348_MZ007030
MW818105 B.1.2_MW818105
MW795877 B.1_MW795877
MW153754 D.2_MW153754
MW493922 B.1.2_MW493922
MZ377392 B.1.2_MZ377392
MW696855 B.1.234_MW696855
MW365005 B.1.1_MW365005
MZ008627 B.1.596_MZ008627
MT951962 A.3_MT951962
MW550406 B.1.2_MW550406
MZ022941 B.1.2_MZ022941
MT757032 A.3_MT757032
MW593481 B.1.371_MW593481
MW825770 B.1.2_MW825770
MZ376856 B.1.561_MZ376856
MZ172058 B.1.1.519_MZ172058
MW704340 B.1.1.25_MW704340
MZ202203 B.1.1.519_MZ202203
MW064766 B.1.119_MW064766
MZ462343.1 B.1.516_MZ462343.1
MZ266456 B.1.36.27_MZ266456
MT450937 B.1_MT450937
MW593818 B.1_MW593818
MT477856 B.1.38_MT477856
MT973141 D.2_MT973141
MW040635 B.1.2_MW040635
MW825367 B.1.2_MW825367
MW064971 B.1_MW064971
MZ023312 B.1.1.519_MZ023312
MW669664 B.1.2_MW669664
MW669358 B.1.2_MW669358
MW474165 B.1.1.291_MW474165
MW793081 B.1.2_MW793081
MZ246507 B.1.1.519_MZ246507
MW420530 B.1.1.135_MW420530
MZ341972 B.1.575_MZ341972
MZ003501 B.1.1.519_MZ003501
MT971963 D.2_MT971963
MW846037 B.1.576_MW846037
MW566212 B.1.2_MW566212
MW621459 B.1.110.3_MW621459
MW781029 B.1.2_MW781029
MW550245 B.1.240_MW550245
MZ410160.1 B.1.550_MZ410160.1
MW925605 B.1.2_MW925605
MZ001936 B.1.623_MZ001936
MT969393 D.2_MT969393
MW665622 B.1.2_MW665622
MW902759 B.1.2_MW902759
MW975677 B.1.575_MW975677
MW930558 B.1.349_MW930558
MZ245562 B.1.1.440_MZ245562
MW634962 B.1.582_MW634962
MW901729 B.1.596_MW901729
MW968581 B.1.243_MW968581
MW390842 B.1.311_MW390842
MW079836 B.1.181_MW079836
MT252747 A.1_MT252747
MW420328 B.1.400_MW420328
MW891025 B.1.2_MW891025
MZ231385 B.1.2_MZ231385
MW184178 D.2_MW184178
MZ212805 B.1.1.519_MZ212805
MT745668 A.2.2_MT745668
MZ214572 B.1.1.519_MZ214572
MW483178 B.1_MW483178
MW788835 B.1.1.519_MW788835
MT958214 B.1.241_MT958214
MW505300 B.1.2_MW505300
MW593917 B.1.371_MW593917
MW837310 B.1.606_MW837310
MZ286666 B.1.2_MZ286666
MW666917 B.1.1.519_MW666917
MW944262 R.1_MW944262
MW486376 B.1.2_MW486376
MW865419 B.1.2_MW865419
MZ246488 B.1.1.519_MZ246488
MZ490309.1 B.1.2_MZ490309.1
MZ006351 B.1.2_MZ006351
MZ498526.1 B.1.400_MZ498526.1
MW070088 B.1.2_MW070088
MW697954 B.1.2_MW697954
MW673310 B.1.234_MW673310
MW644081 B.1.596_MW644081
MT971141 D.2_MT971141
MZ172038 B.1.1.519_MZ172038
MW454416 B.1.346_MW454416
MT481929 B.1_MT481929
MW796655 B.1.2_MW796655
MW696257 B.1.2_MW696257
MZ349344 B.1.2_MZ349344
MW734342 B.1.2_MW734342
MW975449 B.1.575_MW975449
MW849961 B.1.2_MW849961
MW777181 B.1.544_MW777181
MW719939 B.1.2_MW719939
MW586427 B.1.2_MW586427
MW136821 B.40_MW136821
MW696761 B.1.2_MW696761
MW942509 B.1.2_MW942509
MW674246 B.1.2_MW674246
MT642138 B.1_MT642138
MW681166 B.1.1.519_MW681166
MZ491860.1 B.1.1.519_MZ491860.1
MT947074 B.1_MT947074
MW669267 B.1.1.486_MW669267
MT886352 B.1_MT886352
MW731225 B.1.2_MW731225
MZ256067 B.1.1.337_MZ256067
MZ076724 B.1.1.517_MZ076724
MW077487 B.1.2_MW077487
MW696321 B.1.1.519_MW696321
MW779033 B.1.2_MW779033
MW837515 B.1.400_MW837515
MW495108 B.1.2_MW495108
MT680219 B.1.332_MT680219
MW728725 B.1.595_MW728725
MT971365 D.2_MT971365
MW985960 R.1_MW985960
MT970357 D.2_MT970357
MZ404781.1 B.1.2_MZ404781.1
MW739656 B.1.2_MW739656
MZ151793 B.1.596_MZ151793
MW593794 B.1_MW593794
MW681280 B.1.1.519_MW681280
MW737840 B.1.1.50_MW737840
MW850130 B.1.2_MW850130
MW030235 B.1.1.1_MW030235
MW634863 B.1.2_MW634863
MT970303 D.2_MT970303
MW989933 B.1.429_MW989933
MW792781 B.1.2_MW792781
MT627246 A.1_MT627246
MZ398685.1 B.1.1.519_MZ398685.1
MW793095 B.1.2_MW793095
MT971991 D.2_MT971991
MW738803 B.1_MW738803
MW941916 B.1.429_MW941916
MZ013506 B.1.1.519_MZ013506
MW669688 B.1.2_MW669688
MW923442 B.1.2_MW923442
MZ073025 B.1.1.519_MZ073025
MT706327 B_MT706327
MW496059 B.1.2_MW496059
MT810534 B.1.320_MT810534
MW943848 B.1_MW943848
MT940518 B.1.606_MT940518
MZ151683 B.1.1.519_MZ151683
MW199149 B.1.1_MW199149
MW365164 B.1_MW365164
MW638478 B.1.240_MW638478
MT971544 D.2_MT971544
MW276736 D.2_MW276736
MW976678 B.1.575_MW976678
MW246614 B.1.612_MW246614
MW590362 B.1.2_MW590362
MW959867 B.1.2_MW959867
MW476697 B.1.369_MW476697
MW154321 D.2_MW154321
MT326030 B.1.371_MT326030
MW973788 B.1.2_MW973788
MW665726 B.1.1.28_MW665726
MZ239175 B.1.429_MZ239175
MZ411789.1 B.1.160_MZ411789.1
MZ449007.1 B.1.243_MZ449007.1
MW566544 B.1_MW566544
MT971352 D.2_MT971352
MW065477 B.1_MW065477
MW879668 B.1.2_MW879668
MZ064904 B.1.2_MZ064904
MW758855 B.1.2_MW758855
MT893667 B.1.1.225_MT893667
MT676390 B.1.247_MT676390
MW719883 B.1.517_MW719883
MZ072991 B.1.1_MZ072991
MT973315 A.2.2_MT973315
MW780070 B.1.2_MW780070
MZ262322 B.1.36.8_MZ262322
MW855162 B.1.2_MW855162
MW707007 B.1.2_MW707007
MT517428 B.1.1_MT517428
MZ499969.1 B.1.2_MZ499969.1
MT706390 B.13_MT706390
MZ153595 B.1.1.519_MZ153595
MW292664 B.1.2_MW292664
MW763347 R.2_MW763347
MZ210692 B.1.623_MZ210692
MT972411 D.2_MT972411
MW851733 B.1.2_MW851733
MW321174 D.2_MW321174
MW795904 B.1.2_MW795904
MW804951 B.1.243_MW804951
MW365118 B.1.110_MW365118
MW564940 B.1.232_MW564940
MW702850 B.1_MW702850
MZ375758 B.1_MZ375758
MW646718 B.1.2_MW646718
MW629352 B.1.1.316_MW629352
MW941810 B.1.2_MW941810
MT641513 B.1_MT641513
MW738730 B.1.2_MW738730
MW728451 B.1.517_MW728451
MW778712 B.1.2_MW778712
MZ089895 B.1.243_MZ089895
MT973056 D.2_MT973056
MT970522 D.2_MT970522
MW589563 B.1.2_MW589563
MT259248 B.1_MT259248
MT358652 B.1_MT358652
MT472623 A.1_MT472623
MZ295036 B.1.1.519_MZ295036
MW665716 B.1.2_MW665716
MT972018 D.2_MT972018
MW565783 B.1.232_MW565783
MW942058 B.1.2_MW942058
MT627263 A.1_MT627263
MW973116 B.1_MW973116
MW880563 B.1.2_MW880563
MW777052 B.1.1.519_MW777052
MW702120 B.1.2_MW702120
MW583339 B.1.1.207_MW583339
MW777343 B.1.1.316_MW777343
MZ260548 B.1.575_MZ260548
MW941100 B.1.243_MW941100
MZ009608 B.1.2_MZ009608
MW923150 B.1.243_MW923150
MW778668 B.1.2_MW778668
MW925636 B.1.541_MW925636
MW966458 B.1.2_MW966458
MW985441 B.1_MW985441
MW941225 B.1.2_MW941225
MZ331141 B.1.2_MZ331141
MW696209 B.1.2_MW696209
MW972902 B.1.1.174_MW972902
MW891440 B.1.575_MW891440
MT664170 B.1.113_MT664170
MW672355 B.1.258.17_MW672355
MW855620 B.1.1.519_MW855620
MW986124 B.1.1_MW986124
MW942921 B.1.2_MW942921
MW941297 B.1.575_MW941297
MT263429 B.3_MT263429
MW945091 B.1.2_MW945091
MT614537 B.1_MT614537
MT970314 D.2_MT970314
MT969800 D.2_MT969800
MZ190273 B.1.1.222_MZ190273
MW040622 B.1.2_MW040622
MW783003 B.1.2_MW783003
MW631760 B.1.349_MW631760
MW541163 B.1.2_MW541163
MT326156 A.1_MT326156
MZ082689 B.1.1.519_MZ082689
MW763168 B.1.305_MW763168
MW897387 B.1.574_MW897387
MZ000157 B.1.1.519_MZ000157
MW767328 B.1.243_MW767328
MW636330 B.1.2_MW636330
MT972151 B.1.1.25_MT972151
MW449449 B.1.565_MW449449
MW056159 B.1.509_MW056159
MW490589 B.1.240_MW490589
MZ264809 B.1.400_MZ264809
MW065190 B.1_MW065190
MT786804 B.1.243_MT786804
MW134401 B.1.267_MW134401
MW929573 B.1.234_MW929573
MW634799 B.1.2_MW634799
MZ470798.1 B.1.2_MZ470798.1
MW056147 B.1.369_MW056147
MW855677 B.1.2_MW855677
MW943607 B.1.1.222_MW943607
MT416726 B.1.1.306_MT416726
MZ378533 B.1.1.519_MZ378533
MT451204 B.1_MT451204
MZ168199 B.1.1.519_MZ168199
MT967908 B.1_MT967908
MW585841 B.1.1.519_MW585841
MW001675 B.1.558_MW001675
MW836911 B.1.2_MW836911
MW821829 B.1.1.519_MW821829
MW943060 B.1.2_MW943060
MT971698 D.2_MT971698
MZ500199.1 B.1.2_MZ500199.1
MW181719 B.1.1_MW181719
MW890588 B.1.2_MW890588
MW643275 B.1.400_MW643275
MW583302 B.1.234_MW583302
MW848035 B.1.2_MW848035
MW578207 B.1.2_MW578207
MW813603 B.1_MW813603
MZ002410 B.1.1.519_MZ002410
MW599704 R.2_MW599704
MZ270896 B.1.1.519_MZ270896
MW911388 B.1.2_MW911388
MW277043 D.2_MW277043
MW985051 B.1.1.207_MW985051
MZ072674 B.1_MZ072674
MZ391158 B.1.565_MZ391158
MW825716 B.1.2_MW825716
MW156781 D.2_MW156781
MW994312 B.1.2_MW994312
MT811256 B.1.245_MT811256
MZ473360.1 B.1.2_MZ473360.1
MW474189 B.1.309_MW474189
MW847961 B.1.2_MW847961
MW941448 B.1.575_MW941448
MT971256 D.2_MT971256
MW626771 B.1.2_MW626771
MW593196 A.1_MW593196
MW728557 B.1.243_MW728557
MT970347 D.2_MT970347
MT577013 B.1_MT577013
MW700516 B.1.2_MW700516
MW420595 B.1.400_MW420595
MW731744 B.1.2_MW731744
MT969619 D.2_MT969619
MT345798 B.1_MT345798
MW734318 B.1.2_MW734318
MW778488 B.1.2_MW778488
MZ415270.1 B.1.160.16_MZ415270.1
MW155042 D.2_MW155042
MW779563 B.1.2_MW779563
MW708792 B.1.348_MW708792
MT642185 A.1_MT642185
MW495236 B.1.110.3_MW495236
MZ023267 B.1.1.519_MZ023267
MW049003 B.1.369_MW049003
MZ332390 A.1_MZ332390
MZ373593 B.1.2_MZ373593
MW277174 D.2_MW277174
MW707922 B.1.234_MW707922
MZ322562 B.1.1.519_MZ322562
MW035965 B.1_MW035965
MW685709 B.1.587_MW685709
MT994907 B.1_MT994907
MW808378 B.1.596_MW808378
MW758595 B.1.243_MW758595
MW672699 B.1.234_MW672699
MW772045 B.1.2_MW772045
MT971538 D.2_MT971538
MZ500222.1 B.1.2_MZ500222.1
MZ497892.1 B.1.396_MZ497892.1
MW643216 B.1.1.428_MW643216
MZ469167.1 B.1.2_MZ469167.1
MZ453925.1 B.1.2_MZ453925.1
MZ083841 B.1.596_MZ083841
MZ201408 B.1.2_MZ201408
MW849970 B.1.2_MW849970
MW986797 R.1_MW986797
MT879653 B.1.1.25_MT879653
MZ505879.1 B.1.301_MZ505879.1
MT520443 B.1_MT520443
MT827230 B.1.328_MT827230
MZ457499.1 B.1.1.519_MZ457499.1
MZ009304 B.1.596_MZ009304
MW559199 B.1.400_MW559199
MZ009718 B.1.1.519_MZ009718
MW778525 B.1.2_MW778525
MW923469 B.1.568_MW923469
MW665635 B.1.2_MW665635
MW154057 D.2_MW154057
MW932058 B.1.429_MW932058
MW941798 B.1.2_MW941798
MZ499011.1 B.1.2_MZ499011.1
MW586411 B.1.2_MW586411
MZ198909 B.1.240_MZ198909
MZ202481 B.1.400_MZ202481
MW735071 B.1.2_MW735071
MW697046 B.1.2_MW697046
MZ476553.1 B.1.243_MZ476553.1
MW190228 B.3.1_MW190228
MW788781 B.1.596_MW788781
MW185525 D.2_MW185525
MT344960 B.1_MT344960
MT642170 B.1.1.26_MT642170
MW731158 B.1.298_MW731158
MZ499096.1 B.1.2_MZ499096.1
MW403697 B.1.1_MW403697
MW778813 B.1.349_MW778813
MW994064 B.1.429_MW994064
MT451045 B.1_MT451045
MW365065 B.1.1_MW365065
MT971099 D.2_MT971099
MZ494622.1 B.1.206_MZ494622.1
MW528756 B.1.1.222_MW528756
MZ294896 B.1.1.519_MZ294896
MZ500565.1 B.1.2_MZ500565.1
MT810823 B.1.166_MT810823
MW206624 B.1.498_MW206624
MZ061146 B.1.111_MZ061146
MW666249 B.1.2_MW666249
MW733748 B.1.375_MW733748
MZ239184 B.1.429_MZ239184
MZ084337 B.1.1.519_MZ084337
MT350240 B.1.37_MT350240
MT322419 B.1_MT322419
MZ430559.1 B.1_MZ430559.1
MT970439 D.2_MT970439
MW904415 B.1.2_MW904415
MZ258887 B.1.1.519_MZ258887
MW637049 B.1.2_MW637049
