"Viral_species","NCBI_taxid","Region_feature_class","Beginning","End","locus_tag","db_xref","gene","product","protein_id","codon_start","note","mol_type","host","country","collection_date","strain","ribosomal_slippage","isolate","ribosomal_slippage.1","inference","experiment","function.","isolation_source","old_locus_tag","regulatory_class","gene_synonym","collected_by","lab_host","genotype","pseudo","lat_lon","cell_line","acronym","transl_except","serotype","segment","exception","citation","altitude","subgroup","standard_name","identified_by","group","culture_collection","clone"
"Bat-coronavirus",1508220,"CDS","25598","25927","CAU86_gp05","GeneID:37627559","ORF4a","ORF4a protein","YP_009361859.1",1,"","","","","","",NA,"",NA,"","","","","","","","","","",NA,"","","","","","","","","","","","","","",""
"Bat-coronavirus",1508220,"gene","25803","26579","CAU86_gp06","GeneID:37627560","ORF4b","","",NA,"","","","","","",NA,"",NA,"","","","","","","","","","",NA,"","","","","","","","","","","","","","",""
"Bat-coronavirus",1508220,"CDS","25803","26579","CAU86_gp06","GeneID:37627560","ORF4b","ORF4b protein","YP_009361860.1",1,"","","","","","",NA,"",NA,"","","","","","","","","","",NA,"","","","","","","","","","","","","","",""
"Bat-coronavirus",1508220,"gene","26586","27263","CAU86_gp07","GeneID:37627562","ORF5","","",NA,"","","","","","",NA,"",NA,"","","","","","","","","","",NA,"","","","","","","","","","","","","","",""
"Bat-coronavirus",1508220,"CDS","26586","27263","CAU86_gp07","GeneID:37627562","ORF5","ORF5 protein","YP_009361861.1",1,"","","","","","",NA,"",NA,"","","","","","","","","","",NA,"","","","","","","","","","","","","","",""
"Bat-coronavirus",1508220,"gene","27342","27590","CAU86_gp08","GeneID:37627561","E","","",NA,"","","","","","",NA,"",NA,"","","","","","","","","","",NA,"","","","","","","","","","","","","","",""
"Bat-coronavirus",1508220,"CDS","27342","27590","CAU86_gp08","GeneID:37627561","E","small envelope protein","YP_009361862.1",1,"","","","","","",NA,"",NA,"","","","","","","","","","",NA,"","","","","","","","","","","","","","",""
"Bat-coronavirus",1508220,"gene","27605","28264","CAU86_gp09","GeneID:37627556","M","","",NA,"","","","","","",NA,"",NA,"","","","","","","","","","",NA,"","","","","","","","","","","","","","",""
"Bat-coronavirus",1508220,"CDS","27605","28264","CAU86_gp09","GeneID:37627556","M","membrane glycoprotein","YP_009361863.1",1,"","","","","","",NA,"",NA,"","","","","","","","","","",NA,"","","","","","","","","","","","","","",""
"Bat-coronavirus",1508220,"gene","28311","29558","CAU86_gp10","GeneID:37627557","N","","",NA,"","","","","","",NA,"",NA,"","","","","","","","","","",NA,"","","","","","","","","","","","","","",""
"Bat-coronavirus",1508220,"CDS","28311","29558","CAU86_gp10","GeneID:37627557","N","nucleocapsid phosphoprotein","YP_009361864.1",1,"","","","","","",NA,"",NA,"","","","","","","","","","",NA,"","","","","","","","","","","","","","",""
"Bat-coronavirus",1508220,"CDS","28357","28938","CAU86_gp10","GeneID:37627557","N","Orf8b","YP_009944307.1",1,"","","","","","",NA,"",NA,"","","","","","","","","","",NA,"","","","","","","","","","","","","","",""
"Bat-coronavirus",1508220,"3_UTR","29559","29642","","","","","",NA,"","","","","","",NA,"",NA,"","","","","","","","","","",NA,"","","","","","","","","","","","","","",""
"Pipistrellus-bat-coronavirus-HKU5",694008,"source","1","30482","","taxon:694008","","","",NA,"","genomic RNA","bat","China: Guangdong province","","HKU5-1 LMH03f",NA,"",NA,"","","","","","","","","","",NA,"","","","","","","","","","","","","","",""
"Pipistrellus-bat-coronavirus-HKU5",694008,"5_UTR","1","260","","","","","",NA,"","","","","","",NA,"",NA,"","","","","","","","","","",NA,"","","","","","","","","","","","","","",""
"Pipistrellus-bat-coronavirus-HKU5",694008,"gene","261","21808","BatCoVHKU5_gp1","GeneID:4836003","ORF1ab","","",NA,"","","","","","",NA,"",NA,"","","","","","","","","","",NA,"","","","","","","","","","","","","","",""
"Pipistrellus-bat-coronavirus-HKU5",694008,"CDS","261","21808","BatCoVHKU5_gp1","GeneID:4836003","ORF1ab","ORF1ab polyprotein","YP_001039961.1",1,"ORF1ab polyprotein is cleaved to yield the","","","","","",NA,"",NA,"","","","","","","","","","",NA,"","","","","","","","","","","","","","",""
"Pipistrellus-bat-coronavirus-HKU5",694008,"mat_peptide","261","845","BatCoVHKU5_gp1","","ORF1ab","nsp1","YP_009944339.1",NA,"","","","","","",NA,"",NA,"","","","","","","","","","",NA,"","","","","","","","","","","","","","",""
"Pipistrellus-bat-coronavirus-HKU5",694008,"mat_peptide","846","2813","BatCoVHKU5_gp1","","ORF1ab","nsp2","YP_009944340.1",NA,"","","","","","",NA,"",NA,"","","","","","","","","","",NA,"","","","","","","","","","","","","","",""
"Pipistrellus-bat-coronavirus-HKU5",694008,"mat_peptide","2814","8753","BatCoVHKU5_gp1","","ORF1ab","nsp3","YP_009944341.1",NA,"papain-like proteinase","","","","","",NA,"",NA,"","","","","","","","","","",NA,"","","","","","","","","","","","","","",""
"Pipistrellus-bat-coronavirus-HKU5",694008,"mat_peptide","8754","10274","BatCoVHKU5_gp1","","ORF1ab","nsp4","YP_009944342.1",NA,"","","","","","",NA,"",NA,"","","","","","","","","","",NA,"","","","","","","","","","","","","","",""
"Pipistrellus-bat-coronavirus-HKU5",694008,"mat_peptide","10275","11192","BatCoVHKU5_gp1","","ORF1ab","nsp5","YP_009944343.1",NA,"3C-like protease; 3CLp","","","","","",NA,"",NA,"","","","","","","","","","",NA,"","","","","","","","","","","","","","",""
"Pipistrellus-bat-coronavirus-HKU5",694008,"mat_peptide","11193","12068","BatCoVHKU5_gp1","","ORF1ab","nsp6","YP_009944344.1",NA,"","","","","","",NA,"",NA,"","","","","","","","","","",NA,"","","","","","","","","","","","","","",""
"Pipistrellus-bat-coronavirus-HKU5",694008,"mat_peptide","12069","12317","BatCoVHKU5_gp1","","ORF1ab","nsp7","YP_009944345.1",NA,"","","","","","",NA,"",NA,"","","","","","","","","","",NA,"","","","","","","","","","","","","","",""
"Pipistrellus-bat-coronavirus-HKU5",694008,"mat_peptide","12318","12914","BatCoVHKU5_gp1","","ORF1ab","nsp8","YP_009944346.1",NA,"","","","","","",NA,"",NA,"","","","","","","","","","",NA,"","","","","","","","","","","","","","",""
"Pipistrellus-bat-coronavirus-HKU5",694008,"mat_peptide","12915","13244","BatCoVHKU5_gp1","","ORF1ab","nsp9","YP_009944347.1",NA,"","","","","","",NA,"",NA,"","","","","","","","","","",NA,"","","","","","","","","","","","","","",""
"Pipistrellus-bat-coronavirus-HKU5",694008,"mat_peptide","13245","13661","BatCoVHKU5_gp1","","ORF1ab","nsp10","YP_009944348.1",NA,"","","","","","",NA,"",NA,"","","","","","","","","","",NA,"","","","","","","","","","","","","","",""
"Pipistrellus-bat-coronavirus-HKU5",694008,"mat_peptide","13662","16462","BatCoVHKU5_gp1","","ORF1ab","nsp12","YP_009944349.1",NA,"RNA-dependent RNA polymerase; RdRp","","","","","",NA,"",NA,"","","","","","","","","","",NA,"","","","","","","","","","","","","","",""
"Pipistrellus-bat-coronavirus-HKU5",694008,"mat_peptide","16463","18256","BatCoVHKU5_gp1","","ORF1ab","nsp13","YP_009944350.1",NA,"helicase/NTPase; Hel","","","","","",NA,"",NA,"","","","","","","","","","",NA,"","","","","","","","","","","","","","",""
"Pipistrellus-bat-coronavirus-HKU5",694008,"mat_peptide","18257","19828","BatCoVHKU5_gp1","","ORF1ab","nsp14","YP_009944351.1",NA,"3' to 5' exonuclease; ExoN","","","","","",NA,"",NA,"","","","","","","","","","",NA,"","","","","","","","","","","","","","",""
"Pipistrellus-bat-coronavirus-HKU5",694008,"mat_peptide","19829","20881","BatCoVHKU5_gp1","","ORF1ab","nsp15","YP_009944352.1",NA,"endoribonuclease","","","","","",NA,"",NA,"","","","","","","","","","",NA,"","","","","","","","","","","","","","",""
"Pipistrellus-bat-coronavirus-HKU5",694008,"mat_peptide","20882","21805","BatCoVHKU5_gp1","","ORF1ab","nsp16","YP_009944353.1",NA,"2'-O-methyltransferase","","","","","",NA,"",NA,"","","","","","","","","","",NA,"","","","","","","","","","","","","","",""
"Pipistrellus-bat-coronavirus-HKU5",694008,"CDS","261","13706","BatCoVHKU5_gp1","GeneID:4836003","ORF1ab","ORF1a polyprotein","YP_009944337.1",1,"ORF1a polyprotein is cleaved to yield nonstructural","","","","","",NA,"",NA,"","","","","","","","","","",NA,"","","","","","","","","","","","","","",""
"Pipistrellus-bat-coronavirus-HKU5",694008,"mat_peptide","261","845","BatCoVHKU5_gp1","","ORF1ab","nsp1","YP_009944354.1",NA,"","","","","","",NA,"",NA,"","","","","","","","","","",NA,"","","","","","","","","","","","","","",""
"Pipistrellus-bat-coronavirus-HKU5",694008,"mat_peptide","846","2813","BatCoVHKU5_gp1","","ORF1ab","nsp2","YP_009944355.1",NA,"","","","","","",NA,"",NA,"","","","","","","","","","",NA,"","","","","","","","","","","","","","",""
"Pipistrellus-bat-coronavirus-HKU5",694008,"mat_peptide","2814","8753","BatCoVHKU5_gp1","","ORF1ab","nsp3","YP_009944356.1",NA,"papain-like proteinase","","","","","",NA,"",NA,"","","","","","","","","","",NA,"","","","","","","","","","","","","","",""
"Pipistrellus-bat-coronavirus-HKU5",694008,"mat_peptide","8754","10274","BatCoVHKU5_gp1","","ORF1ab","nsp4","YP_009944357.1",NA,"","","","","","",NA,"",NA,"","","","","","","","","","",NA,"","","","","","","","","","","","","","",""
"Pipistrellus-bat-coronavirus-HKU5",694008,"mat_peptide","10275","11192","BatCoVHKU5_gp1","","ORF1ab","nsp5","YP_009944358.1",NA,"3C-like protease; 3CLp","","","","","",NA,"",NA,"","","","","","","","","","",NA,"","","","","","","","","","","","","","",""
"Pipistrellus-bat-coronavirus-HKU5",694008,"mat_peptide","11193","12068","BatCoVHKU5_gp1","","ORF1ab","nsp6","YP_009944359.1",NA,"","","","","","",NA,"",NA,"","","","","","","","","","",NA,"","","","","","","","","","","","","","",""
"Pipistrellus-bat-coronavirus-HKU5",694008,"mat_peptide","12069","12317","BatCoVHKU5_gp1","","ORF1ab","nsp7","YP_009944360.1",NA,"","","","","","",NA,"",NA,"","","","","","","","","","",NA,"","","","","","","","","","","","","","",""
"Pipistrellus-bat-coronavirus-HKU5",694008,"mat_peptide","12318","12914","BatCoVHKU5_gp1","","ORF1ab","nsp8","YP_009944361.1",NA,"","","","","","",NA,"",NA,"","","","","","","","","","",NA,"","","","","","","","","","","","","","",""
"Pipistrellus-bat-coronavirus-HKU5",694008,"mat_peptide","12915","13244","BatCoVHKU5_gp1","","ORF1ab","nsp9","YP_009944362.1",NA,"","","","","","",NA,"",NA,"","","","","","","","","","",NA,"","","","","","","","","","","","","","",""
"Pipistrellus-bat-coronavirus-HKU5",694008,"mat_peptide","13245","13661","BatCoVHKU5_gp1","","ORF1ab","nsp10","YP_009944363.1",NA,"","","","","","",NA,"",NA,"","","","","","","","","","",NA,"","","","","","","","","","","","","","",""
"Pipistrellus-bat-coronavirus-HKU5",694008,"mat_peptide","13662","13703","BatCoVHKU5_gp1","","ORF1ab","nsp11","YP_009944364.1",NA,"","","","","","",NA,"",NA,"","","","","","","","","","",NA,"","","","","","","","","","","","","","",""
"Pipistrellus-bat-coronavirus-HKU5",694008,"gene","21735","25793","BatCoVHKU5_gp2","GeneID:4836002","S","","",NA,"","","","","","",NA,"",NA,"","","","","","","","","","",NA,"","","","","","","","","","","","","","",""
"Pipistrellus-bat-coronavirus-HKU5",694008,"CDS","21735","25793","BatCoVHKU5_gp2","GeneID:4836002","S","spike glycoprotein","YP_001039962.1",1,"surface glycoprotein","","","","","",NA,"",NA,"","","","","","","","","","",NA,"","","","","","","","","","","","","","",""
"Pipistrellus-bat-coronavirus-HKU5",694008,"gene","25756","26121","BatCoVHKU5_gp3","GeneID:4836004","NS3a","","",NA,"","","","","","",NA,"",NA,"","","","","","","","","","",NA,"","","","","","","","","","","","","","",""
"Pipistrellus-bat-coronavirus-HKU5",694008,"CDS","25756","26121","BatCoVHKU5_gp3","GeneID:4836004","NS3a","hypothetical protein","YP_001039963.1",1,"ORF3 protein","","","","","",NA,"",NA,"","","","","","","","","","",NA,"","","","","","","","","","","","","","",""
"Pipistrellus-bat-coronavirus-HKU5",694008,"gene","26134","26493","BatCoVHKU5_gp4","GeneID:4836005","NS3b","","",NA,"","","","","","",NA,"",NA,"","","","","","","","","","",NA,"","","","","","","","","","","","","","",""
"Pipistrellus-bat-coronavirus-HKU5",694008,"CDS","26134","26493","BatCoVHKU5_gp4","GeneID:4836005","NS3b","hypothetical protein","YP_001039964.1",1,"ORF4a protein","","","","","",NA,"",NA,"","","","","","","","","","",NA,"","","","","","","","","","","","","","",""
"Pipistrellus-bat-coronavirus-HKU5",694008,"gene","26375","27145","BatCoVHKU5_gp5","GeneID:4836006","NS3c","","",NA,"","","","","","",NA,"",NA,"","","","","","","","","","",NA,"","","","","","","","","","","","","","",""
"Pipistrellus-bat-coronavirus-HKU5",694008,"CDS","26375","27145","BatCoVHKU5_gp5","GeneID:4836006","NS3c","hypothetical protein","YP_001039965.1",1,"ORF4b protein","","","","","",NA,"",NA,"","","","","","","","","","",NA,"","","","","","","","","","","","","","",""
"Pipistrellus-bat-coronavirus-HKU5",694008,"gene","27154","27825","BatCoVHKU5_gp6","GeneID:4836007","NS3d","","",NA,"","","","","","",NA,"",NA,"","","","","","","","","","",NA,"","","","","","","","","","","","","","",""
"Pipistrellus-bat-coronavirus-HKU5",694008,"CDS","27154","27825","BatCoVHKU5_gp6","GeneID:4836007","NS3d","hypothetical protein","YP_001039966.1",1,"ORF5 protein","","","","","",NA,"",NA,"","","","","","","","","","",NA,"","","","","","","","","","","","","","",""
"Pipistrellus-bat-coronavirus-HKU5",694008,"gene","27903","28151","BatCoVHKU5_gp7","GeneID:4836008","E","","",NA,"","","","","","",NA,"",NA,"","","","","","","","","","",NA,"","","","","","","","","","","","","","",""
"Pipistrellus-bat-coronavirus-HKU5",694008,"CDS","27903","28151","BatCoVHKU5_gp7","GeneID:4836008","E","small membrane protein","YP_001039967.1",1,"envelope protein","","","","","",NA,"",NA,"","","","","","","","","","",NA,"","","","","","","","","","","","","","",""
"Pipistrellus-bat-coronavirus-HKU5",694008,"gene","28166","28828","BatCoVHKU5_gp8","GeneID:4836001","M","","",NA,"","","","","","",NA,"",NA,"","","","","","","","","","",NA,"","","","","","","","","","","","","","",""
"Pipistrellus-bat-coronavirus-HKU5",694008,"CDS","28166","28828","BatCoVHKU5_gp8","GeneID:4836001","M","membrane glycoprotein","YP_001039968.1",1,"","","","","","",NA,"",NA,"","","","","","","","","","",NA,"","","","","","","","","","","","","","",""
"Pipistrellus-bat-coronavirus-HKU5",694008,"gene","28878","30161","BatCoVHKU5_gp9","GeneID:4836000","N","","",NA,"","","","","","",NA,"",NA,"","","","","","","","","","",NA,"","","","","","","","","","","","","","",""
"Pipistrellus-bat-coronavirus-HKU5",694008,"CDS","28878","30161","BatCoVHKU5_gp9","GeneID:4836000","N","nucleocapsid phosphoprotein","YP_001039969.1",1,"","","","","","",NA,"",NA,"","","","","","","","","","",NA,"","","","","","","","","","","","","","",""
"Pipistrellus-bat-coronavirus-HKU5",694008,"gene","28918","29496","","GeneID:60196443","ORF8b","","",NA,"","","","","","",NA,"",NA,"","","","","","","","","","",NA,"","","","","","","","","","","","","","",""
"Pipistrellus-bat-coronavirus-HKU5",694008,"CDS","28918","29496","","GeneID:60196443","ORF8b","ORF8b","YP_009944338.1",1,"","","","","","",NA,"",NA,"","","","","","","","","","",NA,"","","","","","","","","","","","","","",""
"Pipistrellus-bat-coronavirus-HKU5",694008,"3_UTR","30162","30482","","","","","",NA,"","","","","","",NA,"",NA,"","","","","","","","","","",NA,"","","","","","","","","","","","","","",""
"Tylonycteris-bat-coronavirus-HKU4",694007,"source","1","30286","","taxon:694007","","","",NA,"","genomic RNA","bat","China: Guangdong province","","HKU4-1 B04f",NA,"",NA,"","","","","","","","","","",NA,"","","","","","","","","","","","","","",""
"Tylonycteris-bat-coronavirus-HKU4",694007,"5_UTR","1","266","","","","","",NA,"","","","","","",NA,"",NA,"","","","","","","","","","",NA,"","","","","","","","","","","","","","",""
"Tylonycteris-bat-coronavirus-HKU4",694007,"gene","267","21625","BatCoVHKU4_gp1","GeneID:4835998","ORF1ab","","",NA,"","","","","","",NA,"",NA,"","","","","","","","","","",NA,"","","","","","","","","","","","","","",""
"Tylonycteris-bat-coronavirus-HKU4",694007,"CDS","267","21625","BatCoVHKU4_gp1","GeneID:4835998","ORF1ab","ORF1ab polyprotein","YP_001039952.1",1,"ORF1ab polyprotein is cleaved to yield the","","","","","",NA,"",NA,"","","","","","","","","","",NA,"","","","","","","","","","","","","","",""
"Tylonycteris-bat-coronavirus-HKU4",694007,"mat_peptide","267","851","BatCoVHKU4_gp1","","ORF1ab","nsp1","YP_009944310.1",NA,"","","","","","",NA,"",NA,"","","","","","","","","","",NA,"","","","","","","","","","","","","","",""
"Tylonycteris-bat-coronavirus-HKU4",694007,"mat_peptide","852","2807","BatCoVHKU4_gp1","","ORF1ab","nsp2","YP_009944311.1",NA,"","","","","","",NA,"",NA,"","","","","","","","","","",NA,"","","","","","","","","","","","","","",""
"Tylonycteris-bat-coronavirus-HKU4",694007,"mat_peptide","2808","8618","BatCoVHKU4_gp1","","ORF1ab","nsp3","YP_009944312.1",NA,"papain-like proteinase","","","","","",NA,"",NA,"","","","","","","","","","",NA,"","","","","","","","","","","","","","",""
"Tylonycteris-bat-coronavirus-HKU4",694007,"mat_peptide","8619","10139","BatCoVHKU4_gp1","","ORF1ab","nsp4","YP_009944313.1",NA,"","","","","","",NA,"",NA,"","","","","","","","","","",NA,"","","","","","","","","","","","","","",""
"Tylonycteris-bat-coronavirus-HKU4",694007,"mat_peptide","10140","11057","BatCoVHKU4_gp1","","ORF1ab","nsp5","YP_009944314.1",NA,"3C-like protease; 3CLp","","","","","",NA,"",NA,"","","","","","","","","","",NA,"","","","","","","","","","","","","","",""
"Tylonycteris-bat-coronavirus-HKU4",694007,"mat_peptide","11058","11933","BatCoVHKU4_gp1","","ORF1ab","nsp6","YP_009944315.1",NA,"","","","","","",NA,"",NA,"","","","","","","","","","",NA,"","","","","","","","","","","","","","",""
"Tylonycteris-bat-coronavirus-HKU4",694007,"mat_peptide","11934","12182","BatCoVHKU4_gp1","","ORF1ab","nsp7","YP_009944316.1",NA,"","","","","","",NA,"",NA,"","","","","","","","","","",NA,"","","","","","","","","","","","","","",""
"Tylonycteris-bat-coronavirus-HKU4",694007,"mat_peptide","12183","12779","BatCoVHKU4_gp1","","ORF1ab","nsp8","YP_009944317.1",NA,"","","","","","",NA,"",NA,"","","","","","","","","","",NA,"","","","","","","","","","","","","","",""
