	V1	Virus.Strain.Name	Data.Source	Related.ID	Lineage	Nuc.Completeness	Sequence.Length	Sequence.Quality	Quality.Assessment	Host	Sample.Collection.Date	Location	Originating.Lab	Submission.Date	Submitting.Lab	Create.Time	Last.Update.Time	Variant
67	MT252806	SARS-CoV-2/human/USA/WA-UW46/2020	GenBank	EPI_ISL_415611	A.1	Complete	29882	High	0/0/-/-/-	Homo sapiens	2020-03-09	United States / Washington	Laboratory Medicine, University of Washington, 1100 Fairview Ave N, PO Box 19024, E5-110, Seattle, WA 98109, USA	2020-03-18	Laboratory Medicine, University of Washington, 1100 Fairview Ave N, PO Box 19024, E5-110, Seattle, WA 98109, USA	2020-03-19 06:12:51	2021-03-16 10:46:59	A.1
68	MT252812	SARS-CoV-2/human/USA/WA-UW56/2020	GenBank	EPI_ISL_415621	A.1	Complete	29828	High	0/0/-/-/-	Homo sapiens	2020-03-09	United States / Washington / Seattle	UW Virology Lab	2020-03-18	UW Virology Lab	2020-03-19 06:12:51	2021-03-16 10:46:59	A.1
69	MT252813	SARS-CoV-2/human/USA/WA-UW54/2020	GenBank	EPI_ISL_415619	A.1	Complete	29883	High	0/0/-/-/-	Homo sapiens	2020-03-09	United States / Washington	UW Virology Lab	2020-03-18	UW Virology Lab	2020-03-19 06:12:51	2021-03-16 10:46:59	A.1
70	MT252819	SARS-CoV-2/human/USA/WA-UW61/2020	GenBank	EPI_ISL_415626	A.1	Complete	29873	High	0/0/-/-/-	Homo sapiens	2020-03-10	United States / Washington	UW Virology Lab	2020-03-18	UW Virology Lab	2020-03-19 06:12:51	2021-03-16 10:46:59	A.1
71	MT253697	SARS-CoV-2/human/CHN/HZ-178/2020	GenBank	EPI_ISL_418509	B	Complete	29781	High	0/0/-/-/-	Homo sapiens	2020-01-23	China / Zhejiang / Hangzhou	Microbiology Detection Department, Hangzhou Center for Disease Control and Prevention, Mingshi Road 568, Hangzhou, Zhejiang 310021, China	2020-03-27	Microbiology Detection Department, Hangzhou Center for Disease Control and Prevention, Mingshi Road 568, Hangzhou, Zhejiang 310021, China	2020-03-28 03:33:46	2021-03-16 10:46:59	B
72	MT253704	SARS-CoV-2/human/CHN/HZ-576/2020	GenBank	EPI_ISL_418514	B	Complete	29781	High	0/0/-/-/-	Homo sapiens	2020-01-25	China / Zhejiang / Hangzhou	Microbiology Detection Department, Hangzhou Center for Disease Control and Prevention, Mingshi Road 568, Hangzhou, Zhejiang 310021, China	2020-03-27	Microbiology Detection Department, Hangzhou Center for Disease Control and Prevention, Mingshi Road 568, Hangzhou, Zhejiang 310021, China	2020-03-28 03:33:46	2021-03-16 10:46:59	B
73	MT253707	SARS-CoV-2/human/CHN/HZ-638/2020	GenBank	EPI_ISL_418515	B	Complete	29781	High	0/0/-/-/-	Homo sapiens	2020-01-25	China / Zhejiang / Hangzhou	Microbiology Detection Department, Hangzhou Center for Disease Control and Prevention, Mingshi Road 568, Hangzhou, Zhejiang 310021, China	2020-03-27	Microbiology Detection Department, Hangzhou Center for Disease Control and Prevention, Mingshi Road 568, Hangzhou, Zhejiang 310021, China	2020-03-28 03:33:46	2021-03-16 10:46:59	B
74	MT253709	SARS-CoV-2/human/CHN/HZ-90/2020	GenBank	EPI_ISL_418506	B	Complete	29781	High	0/0/-/-/-	Homo sapiens	2020-01-21	China / Zhejiang / Hangzhou	Microbiology Detection Department, Hangzhou Center for Disease Control and Prevention, Mingshi Road 568, Hangzhou, Zhejiang 310021, China	2020-03-27	Microbiology Detection Department, Hangzhou Center for Disease Control and Prevention, Mingshi Road 568, Hangzhou, Zhejiang 310021, China	2020-03-28 03:33:46	2021-03-16 10:46:59	B
75	MT258378	SARS-CoV-2/human/USA/CZB-RR057-006/2020	GenBank	EPI_ISL_417932	B.1	Complete	29899	High	0/0/-/-/-	Homo sapiens	2020-03-18	United States / California / San Francisco	Chan-Zuckerberg Biohub	2020-03-29	Chan-Zuckerberg Biohub	2020-03-28 12:19:59	2021-03-16 10:46:59	B.1
76	MT259236	SARS-CoV-2/human/USA/WA-UW244/2020	GenBank	EPI_ISL_418029	A.1	Complete	29883	High	0/0/-/-/-	Homo sapiens	2020-03-16	United States / Washington	UW Virology Lab	2020-03-28	UW Virology Lab	2020-03-28 12:20:00	2021-03-16 10:46:59	A.1
77	MT259237	SARS-CoV-2/human/USA/WA-UW245/2020	GenBank	EPI_ISL_418030	A.1	Complete	29864	High	0/0/-/-/-	Homo sapiens	2020-03-16	United States / Washington	UW Virology Lab	2020-03-28	UW Virology Lab	2020-03-28 12:20:00	2021-03-16 10:46:59	A.1
78	MT259243	SARS-CoV-2/human/USA/WA-UW251/2020	GenBank	EPI_ISL_418036	B.1.595	Complete	29757	High	0/0/-/-/-	Homo sapiens	2020-03-13	United States / Minnesota	UW Virology Lab	2020-03-28	UW Virology Lab	2020-03-28 12:20:00	2021-03-16 10:46:59	B.1.595
79	MT259248	SARS-CoV-2/human/USA/CT-UW256/2020	GenBank	EPI_ISL_418041	B.1	Complete	29879	High	0/0/-/-/-	Homo sapiens	2020-03-14	United States / Washington	UW Virology Lab	2020-03-28	UW Virology Lab	2020-03-28 12:20:01	2021-03-16 10:46:59	B.1
80	MT259249	SARS-CoV-2/human/USA/WA-UW257/2020	GenBank	EPI_ISL_418042	B.1	Complete	29821	High	0/0/-/-/-	Homo sapiens	2020-03-13	United States / Idaho	UW Virology Lab	2020-03-28	UW Virology Lab	2020-03-28 12:20:01	2021-03-16 10:46:59	B.1
81	MT259250	SARS-CoV-2/human/USA/WA-UW258/2020	GenBank	EPI_ISL_418043	B.1.1	Complete	29702	High	0/0/-/-/-	Homo sapiens	2020-03-14	United States / Connecticut	UW Virology Lab	2020-03-28	UW Virology Lab	2020-03-28 12:20:01	2021-03-16 10:46:59	B.1.1
82	MT259262	SARS-CoV-2/human/USA/WA-UW270/2020	GenBank	EPI_ISL_418055	A.1	Complete	29599	High	0/0/-/-/-	Homo sapiens	2020-03-14	United States / Idaho	UW Virology Lab	2020-03-28	UW Virology Lab	2020-03-28 12:20:01	2021-03-16 10:46:59	A.1
83	MT259264	SARS-CoV-2/human/USA/WA-UW272/2020	GenBank	EPI_ISL_418057	B.1	Complete	29836	High	0/0/-/-/-	Homo sapiens	2020-03-13	United States / Idaho	UW Virology Lab	2020-03-28	UW Virology Lab	2020-03-28 12:20:01	2021-03-16 10:46:59	B.1
84	MT259275	SARS-CoV-2/human/USA/WA-UW285/2020	GenBank	EPI_ISL_418070	A.1	Complete	29841	High	0/0/-/-/-	Homo sapiens	2020-03-14	United States / Washington	UW Virology Lab	2020-03-28	UW Virology Lab	2020-03-28 12:20:01	2021-03-16 10:46:59	A.1
85	MT259278	SARS-CoV-2/human/USA/WA-UW288/2020	GenBank	EPI_ISL_418073	B.1.371	Complete	29897	High	0/0/-/-/-	Homo sapiens	2020-03-15	United States / Idaho	UW Virology Lab	2020-03-28	UW Virology Lab	2020-03-28 12:20:01	2021-03-16 10:46:59	B.1.371
86	MT259287	SARS-CoV-2/human/USA/WA-UW297/2020	GenBank	EPI_ISL_418082	A.1	Complete	29688	High	0/0/-/-/-	Homo sapiens	2020-03-15	United States / Idaho	UW Virology Lab	2020-03-28	UW Virology Lab	2020-03-28 12:20:01	2021-03-16 10:46:59	A.1
87	MT262896	SARS-CoV-2/human/USA/WA-NH2/2020	GenBank	EPI_ISL_418771	A.1	Complete	29882	High	0/0/-/-/-	Homo Sapiens	2020-03-13	United States / Washington	Pathogen Discovery, Respiratory Viruses Branch, Division of Viral Diseases, Centers for Disease Control and Prevention	2020-03-30	Pathogen Discovery, Respiratory Viruses Branch, Division of Viral Diseases, Centers for Disease Control and Prevention	2020-03-31 05:16:22	2021-03-16 10:46:59	A.1
88	MT262899	SARS-CoV-2/human/USA/WA-NH5/2020	GenBank	EPI_ISL_418774	A.1	Complete	29882	High	0/0/-/-/-	Homo Sapiens	2020-03-13	United States / Washington	Pathogen Discovery, Respiratory Viruses Branch, Division of Viral Diseases, Centers for Disease Control and Prevention	2020-03-30	Pathogen Discovery, Respiratory Viruses Branch, Division of Viral Diseases, Centers for Disease Control and Prevention	2020-03-31 05:16:22	2021-03-16 10:46:59	A.1
89	MT262900	SARS-CoV-2/human/USA/WA-NH6/2020	GenBank	EPI_ISL_418775	A.1	Complete	29882	High	0/0/-/-/-	Homo Sapiens	2020-03-13	United States / Washington	Pathogen Discovery, Respiratory Viruses Branch, Division of Viral Diseases, Centers for Disease Control and Prevention	2020-03-30	Pathogen Discovery, Respiratory Viruses Branch, Division of Viral Diseases, Centers for Disease Control and Prevention	2020-03-31 05:16:22	2021-03-16 10:46:59	A.1
90	MT262901	SARS-CoV-2/human/USA/WA-NH7/2020	GenBank	EPI_ISL_418776	A.1	Complete	29882	High	0/0/-/-/-	Homo Sapiens	2020-03-13	United States / Washington	Pathogen Discovery, Respiratory Viruses Branch, Division of Viral Diseases, Centers for Disease Control and Prevention	2020-03-30	Pathogen Discovery, Respiratory Viruses Branch, Division of Viral Diseases, Centers for Disease Control and Prevention	2020-03-31 05:16:22	2021-03-16 10:46:59	A.1
91	MT262993	SARS-Cov-2/human/PAK/Manga1/2020	GenBank	EPI_ISL_419313	B	Complete	29836	High	0/0/-/-/-	Homo sapiens	2020-03-12	Pakistan / KPK	University Institute of Biochemistry and Biotechnology, Pir Mehr Ali Shah Arid Agriculture University Rawalpindi, Shamsabad, Murree Road, Rawalpindi, Punjab 46300, Pakistan	2020-03-30	University Institute of Biochemistry and Biotechnology, Pir Mehr Ali Shah Arid Agriculture University Rawalpindi, Shamsabad, Murree Road, Rawalpindi, Punjab 46300, Pakistan	2020-04-01 05:07:57	2021-03-16 10:46:59	B
92	MT263392	SARS-CoV-2/human/USA/WA-UW310/2020	GenBank	EPI_ISL_418878	B.1.371	Complete	29843	High	0/0/-/-/-	Homo sapiens	2020-03-24	United States / Washington	Laboratory Medicine, University of Washington, 1100 Fairview Ave N, PO Box 19024, E5-110, Seattle, WA 98109, USA	2020-03-30	Laboratory Medicine, University of Washington, 1100 Fairview Ave N, PO Box 19024, E5-110, Seattle, WA 98109, USA	2020-04-01 05:07:57	2021-03-16 10:46:59	B.1.371
93	MT263410	SARS-CoV-2/human/USA/WA-UW330/2020	GenBank	EPI_ISL_418897	A.3	Complete	29871	High	0/0/-/-/-	Homo sapiens	2020-03-16	United States / WA	Laboratory Medicine, University of Washington, 1100 Fairview Ave N, PO Box 19024, E5-110, Seattle, WA 98109, USA	2020-03-30	Laboratory Medicine, University of Washington, 1100 Fairview Ave N, PO Box 19024, E5-110, Seattle, WA 98109, USA	2020-04-01 05:07:57	2021-03-16 10:46:59	A.3
94	MT263412	SARS-CoV-2/human/USA/WA-UW332/2020	GenBank	EPI_ISL_418899	A.1	Complete	29829	High	0/0/-/-/-	Homo sapiens	2020-03-16	United States / WA	Laboratory Medicine, University of Washington, 1100 Fairview Ave N, PO Box 19024, E5-110, Seattle, WA 98109, USA	2020-03-30	Laboratory Medicine, University of Washington, 1100 Fairview Ave N, PO Box 19024, E5-110, Seattle, WA 98109, USA	2020-04-01 05:07:57	2021-03-16 10:46:59	A.1
95	MT263417	SARS-CoV-2/human/USA/WA-UW337/2020	GenBank	EPI_ISL_418904	B.1	Complete	29871	High	0/0/-/-/-	Homo sapiens	2020-03-24	United States / Washington	Laboratory Medicine, University of Washington, 1100 Fairview Ave N, PO Box 19024, E5-110, Seattle, WA 98109, USA	2020-03-30	Laboratory Medicine, University of Washington, 1100 Fairview Ave N, PO Box 19024, E5-110, Seattle, WA 98109, USA	2020-04-01 05:07:57	2021-03-16 10:46:59	B.1
96	MT263422	SARS-CoV-2/human/USA/WA-UW342/2020	GenBank	EPI_ISL_418909	A.1	Complete	29837	High	0/0/-/-/-	Homo sapiens	2020-03-16	United States / WA	Laboratory Medicine, University of Washington, 1100 Fairview Ave N, PO Box 19024, E5-110, Seattle, WA 98109, USA	2020-03-30	Laboratory Medicine, University of Washington, 1100 Fairview Ave N, PO Box 19024, E5-110, Seattle, WA 98109, USA	2020-04-01 05:07:57	2021-03-16 10:46:59	A.1
97	MT263425	SARS-CoV-2/human/USA/WA-UW345/2020	GenBank	EPI_ISL_418912	A.1	Complete	29841	High	0/0/-/-/-	Homo sapiens	2020-03-24	United States / Washington	Laboratory Medicine, University of Washington, 1100 Fairview Ave N, PO Box 19024, E5-110, Seattle, WA 98109, USA	2020-03-30	Laboratory Medicine, University of Washington, 1100 Fairview Ave N, PO Box 19024, E5-110, Seattle, WA 98109, USA	2020-04-01 05:07:57	2021-03-16 10:46:59	A.1
98	MT263429	SARS-CoV-2/human/USA/IL-UW349/2020	GenBank	EPI_ISL_418916	B.3	Complete	29889	High	0/0/-/-/-	Homo sapiens	2020-03-13	United States / WA	Laboratory Medicine, University of Washington, 1100 Fairview Ave N, PO Box 19024, E5-110, Seattle, WA 98109, USA	2020-03-30	Laboratory Medicine, University of Washington, 1100 Fairview Ave N, PO Box 19024, E5-110, Seattle, WA 98109, USA	2020-04-01 05:07:57	2021-03-16 10:46:59	B.3
99	MT263434	SARS-CoV-2/human/USA/WA-UW354/2020	GenBank	 	A.1	Complete	29790	High	0/0/-/-/-	Homo sapiens	2020-03-24	United States / WA	 	2020-03-31	 	2021-02-14 16:22:19	2021-03-16 10:46:59	A.1
100	MT263438	SARS-CoV-2/human/USA/UNKNOWN-UW358/2020	GenBank	EPI_ISL_418925	B.1	Complete	29872	High	0/0/-/-/-	Homo sapiens	2020-03	United States / WA	Laboratory Medicine, University of Washington, 1100 Fairview Ave N, PO Box 19024, E5-110, Seattle, WA 98109, USA	2020-03-30	Laboratory Medicine, University of Washington, 1100 Fairview Ave N, PO Box 19024, E5-110, Seattle, WA 98109, USA	2020-04-01 05:07:58	2021-03-16 10:46:59	B.1
101	MT263444	SARS-CoV-2/human/USA/WA-UW364/2020	GenBank	EPI_ISL_418931	A.1	Complete	29857	High	0/0/-/-/-	Homo sapiens	2020-03-20	United States / Washington	Laboratory Medicine, University of Washington, 1100 Fairview Ave N, PO Box 19024, E5-110, Seattle, WA 98109, USA	2020-03-30	Laboratory Medicine, University of Washington, 1100 Fairview Ave N, PO Box 19024, E5-110, Seattle, WA 98109, USA	2020-04-01 05:07:58	2021-03-16 10:46:59	A.1
102	MT263446	SARS-CoV-2/human/USA/WA-UW366/2020	GenBank	EPI_ISL_418933	B.1.371	Complete	29872	High	0/0/-/-/-	Homo sapiens	2020-03-24	United States / Washington	Laboratory Medicine, University of Washington, 1100 Fairview Ave N, PO Box 19024, E5-110, Seattle, WA 98109, USA	2020-03-30	Laboratory Medicine, University of Washington, 1100 Fairview Ave N, PO Box 19024, E5-110, Seattle, WA 98109, USA	2020-04-01 05:07:58	2021-03-16 10:46:59	B.1.371
103	MT263449	SARS-CoV-2/human/USA/WA-UW369/2020	GenBank	EPI_ISL_418936	A.1	Complete	29828	High	0/0/-/-/-	Homo sapiens	2020-03-24	United States / Washington	Laboratory Medicine, University of Washington, 1100 Fairview Ave N, PO Box 19024, E5-110, Seattle, WA 98109, USA	2020-03-30	Laboratory Medicine, University of Washington, 1100 Fairview Ave N, PO Box 19024, E5-110, Seattle, WA 98109, USA	2020-04-01 05:07:58	2021-03-16 10:46:59	A.1
104	MT263450	SARS-CoV-2/human/USA/WA-UW370/2020	GenBank	EPI_ISL_418937	A.1	Complete	29841	High	0/0/-/-/-	Homo sapiens	2020-03-24	United States / Washington	Laboratory Medicine, University of Washington, 1100 Fairview Ave N, PO Box 19024, E5-110, Seattle, WA 98109, USA	2020-03-30	Laboratory Medicine, University of Washington, 1100 Fairview Ave N, PO Box 19024, E5-110, Seattle, WA 98109, USA	2020-04-01 05:07:58	2021-03-16 10:46:59	A.1
105	MT263457	SARS-CoV-2/human/USA/WA-UW390/2020	GenBank	EPI_ISL_418944	A.1	Complete	29801	High	0/0/-/-/-	Homo sapiens	2020-03-15	United States / WA	Laboratory Medicine, University of Washington, 1100 Fairview Ave N, PO Box 19024, E5-110, Seattle, WA 98109, USA	2020-03-30	Laboratory Medicine, University of Washington, 1100 Fairview Ave N, PO Box 19024, E5-110, Seattle, WA 98109, USA	2020-04-01 05:07:58	2021-03-16 10:46:59	A.1
106	MT263458	SARS-CoV-2/human/USA/WA-UW378/2020	GenBank	EPI_ISL_418945	A.1	Complete	29881	High	0/0/-/-/-	Homo sapiens	2020-03-15	United States / WA	Laboratory Medicine, University of Washington, 1100 Fairview Ave N, PO Box 19024, E5-110, Seattle, WA 98109, USA	2020-03-30	Laboratory Medicine, University of Washington, 1100 Fairview Ave N, PO Box 19024, E5-110, Seattle, WA 98109, USA	2020-04-01 05:07:58	2021-03-16 10:46:59	A.1
107	MT263463	SARS-CoV-2/human/USA/CT-UW329/2020	GenBank	EPI_ISL_418949	A.1	Complete	29868	High	0/0/-/-/-	Homo sapiens	2020-03-16	United States / WA	Laboratory Medicine, University of Washington, 1100 Fairview Ave N, PO Box 19024, E5-110, Seattle, WA 98109, USA	2020-03-30	Laboratory Medicine, University of Washington, 1100 Fairview Ave N, PO Box 19024, E5-110, Seattle, WA 98109, USA	2020-04-01 05:07:58	2021-03-16 10:46:59	A.1
108	MT263467	SARS-CoV-2/human/USA/WA-UW387/2020	GenBank	EPI_ISL_418953	B.1.371	Complete	29853	High	0/0/-/-/-	Homo sapiens	2020-03-16	United States / WA	Laboratory Medicine, University of Washington, 1100 Fairview Ave N, PO Box 19024, E5-110, Seattle, WA 98109, USA	2020-03-30	Laboratory Medicine, University of Washington, 1100 Fairview Ave N, PO Box 19024, E5-110, Seattle, WA 98109, USA	2020-04-01 05:07:58	2021-03-16 10:46:59	B.1.371
109	MT270105	SARS-CoV-2/human/DEU/BavPat5-ChVir1248/2020	GenBank	EPI_ISL_450202	B.1	Complete	29860	High	0/0/-/-/-	Homo sapiens	2020-01	Germany / Bavaria	Department of Virology, Charite - Universitaetsmedizin Berlin, Chariteplatz 1, Berlin, Berlin 10117, Germany	2020-03-28	Department of Virology, Charite - Universitaetsmedizin Berlin, Chariteplatz 1, Berlin, Berlin 10117, Germany	2020-05-20 08:33:04	2021-03-16 10:46:59	B.1
110	MT270110	SARS-CoV-2/human/DEU/BavPat10-ChVir1482/2020	GenBank	EPI_ISL_450207	B.1	Complete	29782	High	0/0/-/-/-	Homo sapiens	2020-02-07	Germany / Bavaria	Department of Virology, Charite - Universitaetsmedizin Berlin, Chariteplatz 1, Berlin, Berlin 10117, Germany	2020-03-28	Department of Virology, Charite - Universitaetsmedizin Berlin, Chariteplatz 1, Berlin, Berlin 10117, Germany	2020-05-20 08:33:04	2021-03-16 10:46:59	B.1
111	MT270112	SARS-CoV-2/human/DEU/BavPat2-ChVir984-ChVir1017/2020	GenBank	EPI_ISL_450209	B.1	Complete	29858	High	0/0/-/-/-	Homo sapiens	2020-01-30	Germany / Bavaria	Department of Virology, Charite - Universitaetsmedizin Berlin, Chariteplatz 1, Berlin, Berlin 10117, Germany	2020-03-28	Department of Virology, Charite - Universitaetsmedizin Berlin, Chariteplatz 1, Berlin, Berlin 10117, Germany	2020-05-20 08:33:04	2021-03-16 10:46:59	B.1
112	MT276330	SARS-CoV-2/human/USA/FL_5091/2020	GenBank	EPI_ISL_419560	A.1	Complete	29882	High	0/0/-/-/-	Homo sapiens	2020-02-28	United States / FL	Division of Viral Diseases, Centers for Disease Control and Prevention, 1600 Clifton Rd NE, Atlanta, GA 30033, USA	2020-04-02	Division of Viral Diseases, Centers for Disease Control and Prevention, 1600 Clifton Rd NE, Atlanta, GA 30033, USA	2020-05-22 08:40:57	2021-03-16 10:46:59	A.1
113	MT291845.1	SARS-CoV-2/human/GEO/MM001597/2020	GenBank	NA	B.1.1	Complete	29833	High	0/0/-/-/-	Homo sapiens	2020-04-04	Georgia	 	2021-06-30	 	2021-07-01 19:15:44	2021-07-01 19:15:44	B.1.1
114	MT292571	SARS-CoV-2/human/ESP/Valencia12/2020	GenBank	EPI_ISL_419676	A.2	Complete	29782	High	0/0/-/-/-	Homo sapiens	2020-03-09	Spain	Sequencing and Bioinformatics Service & Molecular Epidemiology Laboratory, FISABIO-Public Health, Av.Catalunya, 21, Valencia 46020, Spain	2020-04-05	Sequencing and Bioinformatics Service & Molecular Epidemiology Laboratory, FISABIO-Public Health, Av.Catalunya, 21, Valencia 46020, Spain	2020-04-07 14:22:22	2021-03-16 10:46:59	A.2
115	MT293161	SARS-CoV-2/human/USAWA-UW396/2020	GenBank	EPI_ISL_422966	B.1	Complete	29873	High	0/0/-/-/-	Homo sapiens	2020-03-16	United States / WA	Laboratory Medicine, University of Washington, 1100 Fairview Ave N, PO Box 19024, E5-110, Seattle, WA 98109, USA	2020-04-03	Laboratory Medicine, University of Washington, 1100 Fairview Ave N, PO Box 19024, E5-110, Seattle, WA 98109, USA	2020-04-07 14:22:22	2021-03-16 10:46:59	B.1
116	MT293163	SARS-CoV-2/human/USAUNKNOWN-UW398/2020	GenBank	EPI_ISL_529200	A.1	Complete	29596	High	0/0/-/-/-	Homo sapiens	2020-03-29	United States / WA	Laboratory Medicine, University of Washington, 1100 Fairview Ave N, PO Box 19024, E5-110, Seattle, WA 98109, USA	2020-04-03	Laboratory Medicine, University of Washington, 1100 Fairview Ave N, PO Box 19024, E5-110, Seattle, WA 98109, USA	2020-04-07 14:22:22	2021-03-16 10:46:59	A.1
117	MT293175	SARS-CoV-2/human/USAWA-UW410/2020	GenBank	EPI_ISL_529211	B.1	Complete	29776	High	0/0/-/-/-	Homo sapiens	2020-03-16	United States / WA	Laboratory Medicine, University of Washington, 1100 Fairview Ave N, PO Box 19024, E5-110, Seattle, WA 98109, USA	2020-04-03	Laboratory Medicine, University of Washington, 1100 Fairview Ave N, PO Box 19024, E5-110, Seattle, WA 98109, USA	2020-04-07 14:22:22	2021-03-16 10:46:59	B.1
118	MT293177	SARS-CoV-2/human/USACT-UW412/2020	GenBank	EPI_ISL_422982	A.1	Complete	29882	High	0/0/-/-/-	Homo sapiens	2020-03-16	United States / WA	Laboratory Medicine, University of Washington, 1100 Fairview Ave N, PO Box 19024, E5-110, Seattle, WA 98109, USA	2020-04-03	Laboratory Medicine, University of Washington, 1100 Fairview Ave N, PO Box 19024, E5-110, Seattle, WA 98109, USA	2020-04-07 14:22:22	2021-03-16 10:46:59	A.1
119	MT293190	SARS-CoV-2/human/USAWA-UW425/2020	GenBank	EPI_ISL_422995	A.1	Complete	29829	High	0/0/-/-/-	Homo sapiens	2020-03-17	United States / WA	Laboratory Medicine, University of Washington, 1100 Fairview Ave N, PO Box 19024, E5-110, Seattle, WA 98109, USA	2020-04-03	Laboratory Medicine, University of Washington, 1100 Fairview Ave N, PO Box 19024, E5-110, Seattle, WA 98109, USA	2020-04-07 14:22:22	2021-03-16 10:46:59	A.1
120	MT293204	SARS-CoV-2/human/USAWA-UW441/2020	GenBank	EPI_ISL_423010	B.1.371	Complete	29896	High	0/0/-/-/-	Homo sapiens	2020-03-18	United States / WA	Laboratory Medicine, University of Washington, 1100 Fairview Ave N, PO Box 19024, E5-110, Seattle, WA 98109, USA	2020-04-03	Laboratory Medicine, University of Washington, 1100 Fairview Ave N, PO Box 19024, E5-110, Seattle, WA 98109, USA	2020-04-07 14:22:22	2021-03-16 10:46:59	B.1.371
