	Accession.ID	Virus.Strain.Name	Data.Source	Related.ID	Lineage	Nuc.Completeness	Sequence.Length	Sequence.Quality	Quality.Assessment	Host	Sample.Collection.Date	Location	Originating.Lab	Submission.Date	Submitting.Lab	Create.Time	Last.Update.Time	Variant
11387	MW968074	SARS-CoV-2/human/USA/VA-CDC-ASC210012118/2021	GenBank	EPI_ISL_1649730	B.1.525	Complete	29800	High	0/0/-/-/-	Homo sapiens	2021-03-19	United States / Virginia	 	2021-04-20	 	2021-04-23 20:52:52	2021-04-23 20:52:52	eta
11429	MW968619	SARS-CoV-2/human/USA/GA-CDC-ASC210020356/2021	GenBank	EPI_ISL_1650299	B.1.525	Complete	29802	High	0/0/-/-/-	Homo sapiens	2021-03-25	United States / Georgia	 	2021-04-20	 	2021-04-23 20:52:52	2021-04-23 20:52:52	eta
11514	MW969454	SARS-CoV-2/human/USA/OH-CDC-ASC210020264/2021	GenBank	EPI_ISL_1651134	B.1.525	Complete	29826	High	0/0/-/-/-	Homo sapiens	2021-03-25	United States / Ohio	 	2021-04-20	 	2021-04-23 20:52:52	2021-04-23 20:52:52	eta
11669	MW975218	SARS-CoV-2/human/USA/PA-CDC-22032094/2021	GenBank	NA	B.1.525	Complete	29718	High	0/0/-/-/-	Homo sapiens	2021-02-13	United States / Pennsylvania	 	2021-04-20	 	2021-04-23 20:52:52	2021-04-23 20:52:52	eta
11705	MW975638	SARS-CoV-2/human/USA/PA-CDC-22447407/2021	GenBank	NA	B.1.525	Complete	29709	High	0/0/-/-/-	Homo sapiens	2021-02-26	United States / Pennsylvania	 	2021-04-20	 	2021-04-23 20:52:52	2021-04-23 20:52:52	eta
11708	MW975670	SARS-CoV-2/human/USA/PA-CDC-22446446/2021	GenBank	NA	B.1.525	Complete	29709	High	0/0/-/-/-	Homo sapiens	2021-02-24	United States / Pennsylvania	 	2021-04-20	 	2021-04-23 20:52:52	2021-04-23 20:52:52	eta
11710	MW975692	SARS-CoV-2/human/USA/NY-CDC-22523913/2021	GenBank	NA	B.1.525	Complete	29709	High	0/0/-/-/-	Homo sapiens	2021-02-25	United States / New York	 	2021-04-20	 	2021-04-23 20:52:52	2021-04-23 20:52:52	eta
11712	MW975707	SARS-CoV-2/human/USA/NY-CDC-22523561/2021	GenBank	NA	B.1.525	Complete	29709	High	0/0/-/-/-	Homo sapiens	2021-02-25	United States / New York	 	2021-04-20	 	2021-04-23 20:52:52	2021-04-23 20:52:52	eta
11722	MW975835	SARS-CoV-2/human/USA/NM-CDC-22527400/2021	GenBank	NA	B.1.525	Complete	29709	High	0/0/-/-/-	Homo sapiens	2021-02-28	United States / New Mexico	 	2021-04-20	 	2021-04-23 20:52:52	2021-04-23 20:52:52	eta
11727	MW975928	SARS-CoV-2/human/USA/OH-CDC-22682393/2021	GenBank	NA	B.1.525	Complete	29709	High	0/0/-/-/-	Homo sapiens	2021-03-05	United States / Ohio	 	2021-04-20	 	2021-04-23 20:52:52	2021-04-23 20:52:52	eta
11732	MW976023	SARS-CoV-2/human/USA/TX-CDC-22680152/2021	GenBank	NA	B.1.525	Complete	29709	High	0/0/-/-/-	Homo sapiens	2021-03-05	United States / Texas	 	2021-04-20	 	2021-04-23 20:52:52	2021-04-23 20:52:52	eta
11765	MW976483	SARS-CoV-2/human/USA/CA-CDC-QDX23007642/2021	GenBank	NA	B.1.525	Complete	29709	High	0/0/-/-/-	Homo sapiens	2021-03-10	United States / California	 	2021-04-20	 	2021-04-23 20:52:52	2021-04-23 20:52:52	eta
11766	MW976486	SARS-CoV-2/human/USA/CA-CDC-QDX23007654/2021	GenBank	NA	B.1.525	Complete	29709	High	0/0/-/-/-	Homo sapiens	2021-03-10	United States / California	 	2021-04-20	 	2021-04-23 20:52:52	2021-04-23 20:52:52	eta
11783	MW976670	SARS-CoV-2/human/USA/FL-CDC-QDX23174212/2021	GenBank	NA	B.1.525	Complete	29709	High	0/0/-/-/-	Homo sapiens	2021-03-22	United States / Florida	 	2021-04-20	 	2021-04-23 20:52:52	2021-04-23 20:52:52	eta
11788	MW976762	SARS-CoV-2/human/USA/FL-CDC-QDX23215095/2021	GenBank	NA	B.1.525	Complete	29709	High	0/0/-/-/-	Homo sapiens	2021-03-23	United States / Florida	 	2021-04-20	 	2021-04-23 20:52:52	2021-04-23 20:52:52	eta
11984	MW988300	SARS-CoV-2/human/USA/MD-MDH-1843/2021	GenBank	EPI_ISL_1672369	B.1.525	Complete	29739	High	0/0/-/-/-	Homo sapiens	2021-04-10	United States / MD	 	2021-04-21	 	2021-04-23 20:52:53	2021-04-30 22:38:40	eta
12020	MW988974	SARS-CoV-2/human/USA/PA-CDC-QDX23613829/2021	GenBank	NA	B.1.525	Complete	29709	High	0/0/-/-/-	Homo sapiens	2021-04-04	United States / Pennsylvania	 	2021-04-21	 	2021-04-23 20:52:53	2021-04-23 20:52:53	eta
12023	MW989017	SARS-CoV-2/human/USA/PA-CDC-QDX23613812/2021	GenBank	NA	B.1.525	Complete	29709	High	0/0/-/-/-	Homo sapiens	2021-04-04	United States / Pennsylvania	 	2021-04-21	 	2021-04-23 20:52:53	2021-04-23 20:52:53	eta
12036	MW989195	SARS-CoV-2/human/USA/TX-CDC-QDX23654252/2021	GenBank	NA	B.1.525	Complete	29709	High	0/0/-/-/-	Homo sapiens	2021-04-04	United States / Texas	 	2021-04-21	 	2021-04-23 20:52:53	2021-04-23 20:52:53	eta
12143	MW990833	SARS-CoV-2/human/USA/MI-CDC-ASC210027753/2021	GenBank	EPI_ISL_1667864	B.1.525	Complete	29814	High	0/0/-/-/-	Homo sapiens	2021-03-28	United States / Michigan	 	2021-04-22	 	2021-04-23 21:17:21	2021-04-23 21:17:21	eta
12152	MW990953	SARS-CoV-2/human/USA/PA-CDC-ASC210028648/2021	GenBank	EPI_ISL_1668028	B.1.525	Complete	29830	High	0/0/-/-/-	Homo sapiens	2021-03-31	United States / Pennsylvania	 	2021-04-22	 	2021-04-23 21:17:21	2021-04-23 21:17:21	eta
12564	MZ004975	SARS-CoV-2/human/USA/WV-CDC-2-4122943/2021	GenBank	EPI_ISL_1695937,MZ004976	B.1.525	Complete	29776	High	0/7/-/-/-	Homo sapiens	2021-03-23	United States / WV	 	2021-04-22	 	2021-04-23 21:17:21	2021-06-16 15:43:23	eta
12565	MZ004979	SARS-CoV-2/human/USA/NC-CDC-2-4043430/2021	GenBank	EPI_ISL_1695916	B.1.525	Complete	29776	High	0/0/-/-/-	Homo sapiens	2021-03-05	United States / NC	 	2021-04-22	 	2021-04-23 21:17:21	2021-04-30 22:38:47	eta
12568	MZ004992	SARS-CoV-2/human/USA/MT-CDC-2-4175166/2021	GenBank	EPI_ISL_1695976	B.1.525	Complete	29746	High	0/1/-/-/-	Homo sapiens	2021-03-23	United States / MT	 	2021-04-22	 	2021-04-23 21:17:21	2021-04-30 22:38:44	eta
12569	MZ004993	SARS-CoV-2/human/USA/HI-CDC-2-4176701/2021	GenBank	EPI_ISL_1695979	B.1.525	Complete	29758	High	0/0/-/-/-	Homo sapiens	2021-02-24	United States / HI	 	2021-04-22	 	2021-04-23 21:17:21	2021-04-30 22:38:47	eta
12649	MZ006838	SARS-CoV-2/human/USA/PA-CDC-STM-000046847/2021	GenBank	EPI_ISL_1690885	B.1.525	Complete	29744	High	0/0/-/-/-	Homo sapiens	2021-03-30	United States / Pennsylvania	 	2021-04-22	 	2021-05-01 17:38:21	2021-05-01 17:38:21	eta
12690	MZ007220	SARS-CoV-2/human/USA/FL-CDC-STM-000048236/2021	GenBank	EPI_ISL_1691269	B.1.525	Complete	29757	High	0/0/-/-/-	Homo sapiens	2021-03-31	United States / Florida	 	2021-04-22	 	2021-05-01 17:38:21	2021-05-01 17:38:21	eta
12711	MZ008594	SARS-CoV-2/human/USA/FL-CDC-STM-000049480/2021	GenBank	EPI_ISL_1701861	B.1.525	Complete	29763	High	0/0/-/-/-	Homo sapiens	2021-04-02	United States / Florida	 	2021-04-23	 	2021-05-01 17:38:21	2021-05-01 17:38:21	eta
12721	MZ008750	SARS-CoV-2/human/USA/NC-CDC-LC0041624/2021	GenBank	EPI_ISL_1701870	B.1.525	Complete	29690	High	0/0/-/-/-	Homo sapiens	2021-03-31	United States / North Carolina	 	2021-04-23	 	2021-05-01 17:38:21	2021-05-01 17:38:21	eta
12722	MZ008755	SARS-CoV-2/human/USA/SC-CDC-LC0044330/2021	GenBank	EPI_ISL_1701875	B.1.525	Complete	29689	High	0/0/-/-/-	Homo sapiens	2021-04-10	United States / South Carolina	 	2021-04-23	 	2021-05-01 17:38:21	2021-05-01 17:38:21	eta
12799	MZ009649	SARS-CoV-2/human/USA/MA-CDC-STM-000048663/2021	GenBank	EPI_ISL_1679768	B.1.525	Complete	29756	High	0/0/-/-/-	Homo sapiens	2021-04-01	United States / Massachusetts	 	2021-04-23	 	2021-05-01 17:38:21	2021-05-01 17:38:21	eta
12821	MZ009905	SARS-CoV-2/human/USA/FL-CDC-STM-000049472/2021	GenBank	EPI_ISL_1680171	B.1.525	Complete	29759	High	0/0/-/-/-	Homo sapiens	2021-04-02	United States / Florida	 	2021-04-23	 	2021-05-01 17:38:21	2021-05-01 17:38:21	eta
12941	MZ012636	SARS-CoV-2/human/USA/NY-CDC-IBX199799060413/2021	GenBank	EPI_ISL_1693321	B.1.525	Complete	29789	High	0/0/-/-/-	Homo sapiens	2021-03-26	United States / New York	 	2021-04-23	 	2021-05-01 17:38:21	2021-05-01 17:38:21	eta
12958	MZ013431	SARS-CoV-2/human/USA/MN-CDC-IBX144556851399/2021	GenBank	EPI_ISL_1694073	B.1.525	Complete	29830	High	0/0/-/-/-	Homo sapiens	2021-04-01	United States / Minnesota	 	2021-04-23	 	2021-05-01 17:38:21	2021-05-01 17:38:21	eta
12988	MZ015056	SARS-CoV-2/human/USA/OH-CDC-QDX23678392/2021	GenBank	EPI_ISL_1702620	B.1.525	Complete	29709	High	0/0/-/-/-	Homo sapiens	2021-04-06	United States / Ohio	 	2021-04-23	 	2021-05-01 17:38:21	2021-05-01 17:38:21	eta
12995	MZ015231	SARS-CoV-2/human/USA/OH-UHTL-531/2021	GenBank	EPI_ISL_1714758	B.1.525	Complete	29830	High	0/0/-/-/-	Homo sapiens	2021-04-05	United States / Ohio	 	2021-04-23	 	2021-05-01 17:38:21	2021-05-01 17:38:21	eta
12996	MZ015232	SARS-CoV-2/human/USA/OH-UHTL-532/2021	GenBank	EPI_ISL_1714759	B.1.525	Complete	29830	High	0/0/-/-/-	Homo sapiens	2021-04-10	United States / Ohio	 	2021-04-23	 	2021-05-01 17:38:21	2021-05-01 17:38:21	eta
13016	MZ015354	SARS-CoV-2/human/USA/FL-CDC-ASC210040165/2021	GenBank	EPI_ISL_1702815	B.1.525	Complete	29826	High	0/0/-/-/-	Homo sapiens	2021-04-01	United States / Florida	 	2021-04-23	 	2021-05-01 17:38:21	2021-05-01 17:38:21	eta
13050	MZ021702	SARS-CoV-2/human/USA/MA-CDCBI-CRSP_02250/2021	GenBank	EPI_ISL_1710151	B.1.525	Complete	29709	High	0/0/-/-/-	Homo sapiens	2021-04-01	United States / Massachusetts	 	2021-04-25	 	2021-05-01 17:38:21	2021-05-01 17:38:21	eta
13051	MZ021710	SARS-CoV-2/human/USA/MA-CDCBI-CRSP_02262/2021	GenBank	EPI_ISL_1710159	B.1.525	Complete	29709	High	0/0/-/-/-	Homo sapiens	2021-04-01	United States / Massachusetts	 	2021-04-25	 	2021-05-01 17:38:21	2021-05-01 17:38:21	eta
13138	MZ022964	SARS-CoV-2/human/USA/MD-CDC-ASC210023565/2021	GenBank	EPI_ISL_1686533	B.1.525	Complete	29826	High	0/0/-/-/-	Homo sapiens	2021-03-27	United States / Maryland	 	2021-04-25	 	2021-05-01 17:38:23	2021-05-01 17:38:23	eta
13241	MZ024077	SARS-CoV-2/human/USA/TN-CDC-ASC210038606/2021	GenBank	EPI_ISL_1687647	B.1.525	Complete	29792	High	0/0/-/-/-	Homo sapiens	2021-03-31	United States / Tennessee	 	2021-04-25	 	2021-05-01 17:38:23	2021-05-01 17:38:23	eta
13379	MZ025744	SARS-CoV-2/human/USA/TX-CDC-ASC210046070/2021	GenBank	EPI_ISL_1690108	B.1.525	Complete	29797	High	0/0/-/-/-	Homo sapiens	2021-04-04	United States / Texas	 	2021-04-25	 	2021-05-01 17:38:23	2021-05-01 17:38:23	eta
13386	MZ025857	SARS-CoV-2/human/USA/OH-CDC-ASC210046487/2021	GenBank	EPI_ISL_1690222	B.1.525	Complete	29830	High	0/0/-/-/-	Homo sapiens	2021-04-05	United States / Ohio	 	2021-04-25	 	2021-05-01 17:38:23	2021-05-01 17:38:23	eta
13467	MZ030207	SARS-CoV-2/human/USA/PA-CDC-QDX23760121/2021	GenBank	EPI_ISL_1738323	B.1.525	Complete	29709	High	0/0/-/-/-	Homo sapiens	2021-04-08	United States / Pennsylvania	 	2021-04-26	 	2021-05-01 17:38:23	2021-05-01 17:38:23	eta
13468	MZ030208	SARS-CoV-2/human/USA/PA-CDC-QDX23760106/2021	GenBank	EPI_ISL_1738324	B.1.525	Complete	29709	High	0/0/-/-/-	Homo sapiens	2021-04-08	United States / Pennsylvania	 	2021-04-26	 	2021-05-01 17:38:23	2021-05-01 17:38:23	eta
13476	MZ030255	SARS-CoV-2/human/USA/CT-CDC-QDX23678298/2021	GenBank	EPI_ISL_1738371	B.1.525	Complete	29718	High	0/0/-/-/-	Homo sapiens	2021-04-05	United States / Connecticut	 	2021-04-26	 	2021-05-01 17:38:23	2021-05-01 17:38:23	eta
13478	MZ030273	SARS-CoV-2/human/USA/PA-CDC-QDX23718493/2021	GenBank	EPI_ISL_1738389	B.1.525	Complete	29709	High	0/0/-/-/-	Homo sapiens	2021-04-07	United States / Pennsylvania	 	2021-04-26	 	2021-05-01 17:38:23	2021-05-01 17:38:23	eta
13488	MZ030368	SARS-CoV-2/human/USA/PA-CDC-QDX23760128/2021	GenBank	EPI_ISL_1738484	B.1.525	Complete	29709	High	0/0/-/-/-	Homo sapiens	2021-04-08	United States / Pennsylvania	 	2021-04-26	 	2021-05-01 17:38:23	2021-05-01 17:38:23	eta
13544	MZ033207	SARS-CoV-2/human/USA/NC-CDC-STM-000050486/2021	GenBank	EPI_ISL_1753506	B.1.525	Complete	29762	High	0/0/-/-/-	Homo sapiens	2021-04-05	United States / North Carolina	 	2021-04-27	 	2021-05-01 17:38:23	2021-05-01 17:38:23	eta
13639	MZ035488	SARS-CoV-2/human/USA/PA-CDC-STM-000050791/2021	GenBank	EPI_ISL_1735292	B.1.525	Complete	29757	High	0/0/-/-/-	Homo sapiens	2021-04-07	United States / Pennsylvania	 	2021-04-27	 	2021-05-01 17:38:23	2021-05-01 17:38:23	eta
13981	MZ046908	SARS-CoV-2/human/USA/MA-CDCBI-CRSP_02492/2021	GenBank	NA	B.1.525	Complete	29709	High	0/0/-/-/-	Homo sapiens	2021-04-08	United States / Massachusetts	 	2021-04-28	 	2021-05-01 17:38:24	2021-05-01 17:38:24	eta
14015	MZ048478	SARS-CoV-2/human/USA/OH-UHTL-606/2021	GenBank	NA	B.1.525	Complete	29830	High	0/0/-/-/-	Homo sapiens	2021-04-16	United States / Ohio	 	2021-04-28	 	2021-05-01 17:38:24	2021-05-01 17:38:24	eta
14016	MZ048479	SARS-CoV-2/human/USA/OH-UHTL-607/2021	GenBank	NA	B.1.525	Complete	29830	High	0/0/-/-/-	Homo sapiens	2021-04-17	United States / Ohio	 	2021-04-28	 	2021-05-01 17:38:24	2021-05-01 17:38:24	eta
14024	MZ048500	SARS-CoV-2/human/USA/OH-UHTL-608/2021	GenBank	NA	B.1.525	Complete	29830	High	0/0/-/-/-	Homo sapiens	2021-04-14	United States / Ohio	 	2021-04-28	 	2021-05-01 17:38:24	2021-05-01 17:38:24	eta
14025	MZ048501	SARS-CoV-2/human/USA/OH-UHTL-609/2021	GenBank	NA	B.1.525	Complete	29830	High	0/0/-/-/-	Homo sapiens	2021-04-21	United States / Ohio	 	2021-04-28	 	2021-05-01 17:38:24	2021-05-01 17:38:24	eta
14077	MZ054863	SARS-CoV-2/human/LBY/BTRC Libya SARS-CoV-2 WGS-7/2021	GenBank	NA	B.1.525	Complete	29740	High	0/0/-/-/-	Homo sapiens	2021-02-25	Libya	 	2021-04-29	 	2021-05-01 17:38:24	2021-05-01 17:38:24	eta
14102	MZ055955	SARS-CoV-2/human/USA/MT-CDC-2-4193859/2021	GenBank	EPI_ISL_1798375	B.1.525	Complete	29723	High	0/1/-/-/-	Homo sapiens	2021-03-29	United States / MT	 	2021-04-29	 	2021-05-01 17:38:24	2021-05-07 16:14:30	eta
14123	MZ056112	SARS-CoV-2/human/USA/TN-CDC-2-4215212/2021	GenBank	EPI_ISL_1798689	B.1.525	Complete	29706	High	0/0/-/-/-	Homo sapiens	2021-04-06	United States / TN	 	2021-04-29	 	2021-05-01 17:38:24	2021-05-07 16:14:32	eta
14139	MZ056183	SARS-CoV-2/human/USA/CA-CDC-2-4214150/2021	GenBank	EPI_ISL_1798832	B.1.525	Complete	29798	High	0/3/-/-/-	Homo sapiens	2021-03-17	United States / CA	 	2021-04-29	 	2021-05-01 17:38:24	2021-05-07 16:14:25	eta
14151	MZ056328	SARS-CoV-2/human/USA/FL-CDC-QDX23849560/2021	GenBank	EPI_ISL_1797988	B.1.525	Complete	29709	High	0/0/-/-/-	Homo sapiens	2021-04-12	United States / Florida	 	2021-04-29	 	2021-05-01 17:38:24	2021-05-07 16:14:25	eta
14167	MZ056515	SARS-CoV-2/human/USA/PA-CDC-QDX23849328/2021	GenBank	EPI_ISL_1798175	B.1.525	Complete	29709	High	0/0/-/-/-	Homo sapiens	2021-04-11	United States / Pennsylvania	 	2021-04-29	 	2021-05-01 17:38:24	2021-05-07 16:14:32	eta
14178	MZ058020	SARS-CoV-2/human/USA/WA-CDC-LC0045696/2021	GenBank	EPI_ISL_1818074	B.1.525	Complete	29689	High	4/0/-/-/-	Homo sapiens	2021-04-16	United States / Washington	 	2021-04-30	 	2021-05-06 20:48:54	2021-05-07 16:14:14	eta
14179	MZ058021	SARS-CoV-2/human/USA/KY-CDC-LC0046239/2021	GenBank	EPI_ISL_1818075	B.1.525	Complete	29689	High	0/0/-/-/-	Homo sapiens	2021-04-09	United States / Kentucky	 	2021-04-30	 	2021-05-06 20:48:54	2021-05-07 16:13:26	eta
14180	MZ058023	SARS-CoV-2/human/USA/MA-CDC-LC0047615/2021	GenBank	EPI_ISL_1818077	B.1.525	Complete	29689	High	0/0/-/-/-	Homo sapiens	2021-04-16	United States / Massachusetts	 	2021-04-30	 	2021-05-06 20:48:54	2021-05-07 16:13:30	eta
14181	MZ058024	SARS-CoV-2/human/USA/IN-CDC-LC0048433/2021	GenBank	EPI_ISL_1818078	B.1.525	Complete	29689	High	0/0/-/-/-	Homo sapiens	2021-04-15	United States / Indiana	 	2021-04-30	 	2021-05-06 20:48:54	2021-05-07 16:13:23	eta
14205	MZ058289	SARS-CoV-2/human/USA/MN-CDC-IBX590146018231/2021	GenBank	EPI_ISL_1802783	B.1.525	Complete	29800	High	0/0/-/-/-	Homo sapiens	2021-04-05	United States / Minnesota	 	2021-04-30	 	2021-05-06 20:48:54	2021-05-07 16:13:47	eta
14331	MZ059913	SARS-CoV-2/human/USA/PA-CDC-STM-000052739/2021	GenBank	EPI_ISL_1797069	B.1.525	Complete	29758	High	0/0/-/-/-	Homo sapiens	2021-04-10	United States / Pennsylvania	 	2021-04-30	 	2021-05-06 20:48:54	2021-05-07 16:14:02	eta
14447	MZ061067	SARS-CoV-2/human/USA/MA-CDC-STM-000053815/2021	GenBank	EPI_ISL_1804299	B.1.525	Complete	29753	High	0/0/-/-/-	Homo sapiens	2021-04-11	United States / Massachusetts	 	2021-04-30	 	2021-05-06 20:48:54	2021-05-07 16:13:32	eta
14455	MZ061133	SARS-CoV-2/human/USA/PA-CDC-STM-000053929/2021	GenBank	EPI_ISL_1804365	B.1.525	Complete	29760	High	0/0/-/-/-	Homo sapiens	2021-04-10	United States / Pennsylvania	 	2021-04-30	 	2021-05-06 20:48:54	2021-05-07 16:14:03	eta
14460	MZ061155	SARS-CoV-2/human/USA/PA-CDC-STM-000053939/2021	GenBank	EPI_ISL_1804387	B.1.525	Complete	29758	High	0/0/-/-/-	Homo sapiens	2021-04-10	United States / Pennsylvania	 	2021-04-30	 	2021-05-06 20:48:54	2021-05-07 16:14:03	eta
14508	MZ064663	SARS-CoV-2/human/USA/MA-CDC-QDX23849779/2021	GenBank	EPI_ISL_1818159	B.1.525	Complete	29709	High	0/0/-/-/-	Homo sapiens	2021-04-11	United States / Massachusetts	 	2021-04-30	 	2021-05-06 20:48:54	2021-05-07 16:13:32	eta
14525	MZ064868	SARS-CoV-2/human/USA/TX-CDC-QDX23892523/2021	GenBank	EPI_ISL_1818364	B.1.525	Complete	29709	High	0/0/-/-/-	Homo sapiens	2021-04-11	United States / Texas	 	2021-04-30	 	2021-05-06 20:48:54	2021-05-07 16:14:10	eta
14527	MZ064929	SARS-CoV-2/human/USA/TX-CDC-QDX23892540/2021	GenBank	EPI_ISL_1818425	B.1.525	Complete	29709	High	0/0/-/-/-	Homo sapiens	2021-04-11	United States / Texas	 	2021-04-30	 	2021-05-06 20:48:54	2021-05-07 16:14:10	eta
14536	MZ065025	SARS-CoV-2/human/USA/PA-CDC-QDX23849305/2021	GenBank	EPI_ISL_1818521	B.1.525	Complete	29709	High	0/0/-/-/-	Homo sapiens	2021-04-11	United States / Pennsylvania	 	2021-04-30	 	2021-05-06 20:48:54	2021-05-07 16:14:01	eta
14825	MZ073598	SARS-CoV-2/human/USA/MA-CDC-QDX23893031/2021	GenBank	EPI_ISL_1834404	B.1.525	Complete	29709	High	0/0/-/-/-	Homo sapiens	2021-04-12	United States / Massachusetts	 	2021-05-03	 	2021-05-06 20:48:54	2021-05-07 16:13:31	eta
14833	MZ073874	SARS-CoV-2/human/USA/AR-CDC-QDX23892598/2021	GenBank	EPI_ISL_1839039	B.1.525	Complete	29709	High	0/0/-/-/-	Homo sapiens	2021-04-13	United States / Arkansas	 	2021-05-03	 	2021-05-06 20:48:54	2021-05-07 16:12:59	eta
14874	MZ074657	SARS-CoV-2/human/USA/NY-CDC-ASC210043833/2021	GenBank	EPI_ISL_1736007	B.1.525	Complete	29799	High	0/0/-/-/-	Homo Sapiens	2021-04-02	United States / New York	Aegis Sciences Corporation	2021-04-26	Centers for Disease Control and Prevention   Division of Viral Diseases, Pathogen Discovery	2021-04-30 21:55:36	2021-05-06 15:09:40	eta
14875	MZ074659	SARS-CoV-2/human/USA/NC-CDC-ASC210043835/2021	GenBank	EPI_ISL_1736009	B.1.525	Complete	29796	High	0/0/-/-/-	Homo Sapiens	2021-04-02	United States / North Carolina	Aegis Sciences Corporation	2021-04-26	Centers for Disease Control and Prevention   Division of Viral Diseases, Pathogen Discovery	2021-04-30 21:55:36	2021-05-06 15:09:40	eta
14977	MZ075816	SARS-CoV-2/human/USA/MA-CDC-ASC210041702/2021	GenBank	EPI_ISL_1737184	B.1.525	Complete	29817	High	0/0/-/-/-	Homo Sapiens	2021-04-01	United States / Massachusetts	Aegis Sciences Corporation	2021-04-26	Centers for Disease Control and Prevention   Division of Viral Diseases, Pathogen Discovery	2021-04-30 21:55:36	2021-05-06 15:09:35	eta
15080	MZ082616	SARS-CoV-2/human/USA/TN-CDC-2-4243100/2021	GenBank	EPI_ISL_1823701	B.1.525	Complete	29746	High	0/0/-/-/-	Homo sapiens	2021-04-13	United States / TN	 	2021-05-04	 	2021-05-06 20:48:55	2021-05-07 16:14:06	eta
15097	MZ082778	SARS-CoV-2/human/USA/PA-CDC-2-4243283/2021	GenBank	EPI_ISL_1823863	B.1.525	Complete	29771	High	0/0/-/-/-	Homo sapiens	2021-04-09	United States / PA	 	2021-05-04	 	2021-05-06 20:48:55	2021-05-07 16:14:03	eta
15152	MZ083275	SARS-CoV-2/human/USA/VA-CDC-ASC210047286/2021	GenBank	EPI_ISL_1834728	B.1.525	Complete	29828	High	0/0/-/-/-	Homo sapiens	2021-04-05	United States / Virginia	 	2021-05-04	 	2021-05-06 20:48:55	2021-05-07 16:14:13	eta
15205	MZ083694	SARS-CoV-2/human/USA/VA-CDC-ASC210041387/2021	GenBank	EPI_ISL_1835147	B.1.525	Complete	29799	High	0/0/-/-/-	Homo sapiens	2021-04-01	United States / Virginia	 	2021-05-04	 	2021-05-06 20:48:55	2021-05-07 16:14:13	eta
15360	MZ085276	SARS-CoV-2/human/USA/FL-CDC-ASC210053068/2021	GenBank	EPI_ISL_1836732	B.1.525	Complete	29828	High	0/0/-/-/-	Homo sapiens	2021-04-08	United States / Florida	 	2021-05-04	 	2021-05-06 20:48:55	2021-05-07 16:13:16	eta
15377	MZ085428	SARS-CoV-2/human/USA/NJ-CDC-ASC210050517/2021	GenBank	EPI_ISL_1836884	B.1.525	Complete	29813	High	0/0/-/-/-	Homo sapiens	2021-04-07	United States / New Jersey	 	2021-05-04	 	2021-05-06 20:48:55	2021-05-07 16:13:51	eta
15440	MZ086238	SARS-CoV-2/human/USA/MA-CDC-ASC210050016/2021	GenBank	EPI_ISL_1837695	B.1.525	Complete	29827	High	0/0/-/-/-	Homo sapiens	2021-04-07	United States / Massachusetts	 	2021-05-04	 	2021-05-06 20:48:55	2021-05-07 16:13:32	eta
15483	MZ086661	SARS-CoV-2/human/USA/PR-CDC-ASC210053238/2021	GenBank	EPI_ISL_1838243	B.1.525	Complete	29826	High	0/0/-/-/-	Homo sapiens	2021-04-08	United States / Puerto Rico	 	2021-05-04	 	2021-05-06 20:48:55	2021-05-07 16:14:05	eta
15498	MZ087994	SARS-CoV-2/human/USA/MD-MDH-2088/2021	GenBank	EPI_ISL_1908482	B.1.525	Complete	29744	High	0/0/-/-/-	Homo sapiens	2021-04-22	United States / MD	 	2021-05-04	 	2021-05-06 20:48:55	2021-05-07 16:13:27	eta
15501	MZ088032	SARS-CoV-2/human/USA/MD-MDH-2126/2021	GenBank	EPI_ISL_1908520	B.1.525	Complete	29745	High	0/0/-/-/-	Homo sapiens	2021-04-15	United States / MD	 	2021-05-04	 	2021-05-06 20:48:55	2021-05-07 16:13:28	eta
15533	MZ090292	SARS-CoV-2/human/USA/CA-CDC-QDX23997497/2021	GenBank	EPI_ISL_1906301	B.1.525	Complete	29709	High	0/0/-/-/-	Homo sapiens	2021-04-15	United States / California	 	2021-05-04	 	2021-05-06 20:48:55	2021-05-07 16:13:01	eta
15606	MZ100555	SARS-CoV-2/human/USA/PA-CDC-STM-000057155/2021	GenBank	EPI_ISL_1907367	B.1.525	Complete	29757	High	0/0/-/-/-	Homo sapiens	2021-04-13	United States / Pennsylvania	 	2021-05-05	 	2021-05-06 20:48:55	2021-05-07 16:14:01	eta
15685	MZ101384	SARS-CoV-2/human/USA/MA-CDCBI-CRSP_02809/2021	GenBank	EPI_ISL_1919023	B.1.525	Complete	29709	High	0/0/-/-/-	Homo sapiens	2021-04-15	United States / Massachusetts	 	2021-05-05	 	2021-05-06 20:48:55	2021-05-09 20:08:08	eta
15835	MZ132540	SARS-CoV-2/human/USA/TX-CDC-STM-000058256/2021	GenBank	EPI_ISL_1923489	B.1.525	Complete	29758	High	0/0/-/-/-	Homo sapiens	2021-04-16	United States / Texas	 	2021-05-06	 	2021-05-07 15:38:12	2021-05-09 20:08:25	eta
16172	MZ144348	SARS-CoV-2/human/USA/NY-CDC-LC0050881/2021	GenBank	EPI_ISL_1942239	B.1.525	Complete	29689	High	0/0/-/-/-	Homo sapiens	2021-04-21	United States / New York	 	2021-05-07	 	2021-05-11 05:19:25	2021-05-11 14:03:22	eta
