	Accession.ID	Virus.Strain.Name	Data.Source	Related.ID	Lineage	Nuc.Completeness	Sequence.Length	Sequence.Quality	Quality.Assessment	Host	Sample.Collection.Date	Location	Originating.Lab	Submission.Date	Submitting.Lab	Create.Time	Last.Update.Time	Variant
7347	MW791716	SARS-CoV-2/human/USA/TX-DSHS-4144/2021	GenBank	EPI_ISL_1300347	B.1.1.7	Complete	29706	High	0/0/-/-/-	Homo Sapiens	2021-02-04	United States / Texas / Cameron County	Texas Department of State Health Services - TXDSHS	2021-03-19	Texas Department of State Health Services - TXDSHS	2021-03-22 04:07:24	2021-03-24 13:33:14	alpha
7441	MW793658	SARS-CoV-2/human/USA/CO-CDPHE-2100560566/2021	GenBank	EPI_ISL_1300156	B.1.1.7	Complete	29787	High	0/0/-/-/-	Homo Sapiens	2021-03-04	United States / Colorado	Colorado Department of Public Health and Environment	2021-03-19	Colorado Department of Public Health and Environment	2021-03-22 04:07:24	2021-03-24 13:32:35	alpha
7490	MW796728	SARS-CoV-2/human/USA/CO-CDPHE-2100489410/2021	GenBank	EPI_ISL_1234101	B.1.1.7	Complete	29722	High	0/0/-/-/-	Homo Sapiens	2021-02-24	United States / Colorado	Colorado Department of Public Health and Environment	2021-03-13	Colorado Department of Public Health and Environment	2021-03-16 07:41:33	2021-03-24 13:32:53	alpha
7500	MW796798	SARS-CoV-2/human/USA/CO-CDPHE-2100510197/2021	GenBank	EPI_ISL_1234173	B.1.1.7	Complete	29745	High	0/0/-/-/-	Homo Sapiens	2021-02-23	United States / Colorado	Colorado Department of Public Health and Environment	2021-03-13	Colorado Department of Public Health and Environment	2021-03-16 07:41:33	2021-03-24 13:32:56	alpha
7502	MW796822	SARS-CoV-2/human/USA/CO-CDPHE-2100510241/2021	GenBank	EPI_ISL_1234198	B.1.1.7	Complete	29823	High	0/0/-/-/-	Homo Sapiens	2021-02-25	United States / Colorado	Colorado Department of Public Health and Environment	2021-03-13	Colorado Department of Public Health and Environment	2021-03-16 07:41:33	2021-03-24 13:32:52	alpha
7527	MW799744	SARS-CoV-2/human/USA/TX-DSHS-4188/2021	GenBank	EPI_ISL_1321821	B.1.1.7	Complete	29706	High	0/0/-/-/-	Homo sapiens	2021-02-02	United States / TX	 	2021-03-23	 	2021-03-24 16:13:41	2021-03-25 05:10:53	alpha
7532	MW799807	SARS-CoV-2/human/USA/TX-DSHS-4257/2021	GenBank	EPI_ISL_1321885	B.1.1.7	Complete	29707	High	0/0/-/-/-	Homo sapiens	2021-03-05	United States / TX	 	2021-03-23	 	2021-03-24 16:13:41	2021-03-25 05:10:37	alpha
7533	MW799818	SARS-CoV-2/human/USA/TX-DSHS-4269/2021	GenBank	EPI_ISL_1321896	B.1.1.7	Complete	29707	High	0/0/-/-/-	Homo sapiens	2021-03-04	United States / TX	 	2021-03-23	 	2021-03-24 16:13:41	2021-03-25 05:10:39	alpha
7535	MW803375	SARS-CoV-2/human/USA/TX-CDC-22287912/2021	GenBank	EPI_ISL_1335909	B.1.1.7	Complete	29763	High	0/0/-/-/-	Homo sapiens	2021-02-14	United States / Texas	 	2021-03-24	 	2021-03-25 08:13:19	2021-03-26 07:59:14	alpha
7536	MW803384	SARS-CoV-2/human/USA/TX-CDC-22291284/2021	GenBank	EPI_ISL_1335918	B.1.1.7	Complete	29763	High	0/0/-/-/-	Homo sapiens	2021-02-17	United States / Texas	 	2021-03-24	 	2021-03-25 08:13:19	2021-03-26 07:59:14	alpha
7537	MW803390	SARS-CoV-2/human/USA/TX-CDC-22291753/2021	GenBank	EPI_ISL_1335924	B.1.1.7	Complete	29763	High	0/0/-/-/-	Homo sapiens	2021-02-22	United States / Texas	 	2021-03-24	 	2021-03-25 08:13:19	2021-03-26 07:59:14	alpha
7538	MW803436	SARS-CoV-2/human/USA/MD-CDC-22292978/2021	GenBank	EPI_ISL_1335970	B.1.1.7	Complete	29763	High	0/0/-/-/-	Homo sapiens	2021-02-20	United States / Maryland	 	2021-03-24	 	2021-03-25 08:13:19	2021-03-26 07:59:14	alpha
7539	MW803476	SARS-CoV-2/human/USA/TX-CDC-22288427/2021	GenBank	EPI_ISL_1336001	B.1.1.7	Complete	29763	High	0/0/-/-/-	Homo sapiens	2021-02-21	United States / Texas	 	2021-03-24	 	2021-03-25 08:13:19	2021-03-26 07:59:14	alpha
7540	MW803489	SARS-CoV-2/human/USA/TX-CDC-22289607/2021	GenBank	EPI_ISL_1336014	B.1.1.7	Complete	29763	High	0/0/-/-/-	Homo sapiens	2021-02-20	United States / Texas	 	2021-03-24	 	2021-03-25 08:13:19	2021-03-26 07:59:14	alpha
7541	MW803496	SARS-CoV-2/human/USA/FL-CDC-22281756/2021	GenBank	EPI_ISL_1336021	B.1.1.7	Complete	29763	High	0/0/-/-/-	Homo sapiens	2021-02-20	United States / Florida	 	2021-03-24	 	2021-03-25 08:13:19	2021-03-26 07:59:14	alpha
7542	MW803499	SARS-CoV-2/human/USA/FL-CDC-22284088/2021	GenBank	EPI_ISL_1336024	B.1.1.7	Complete	29763	High	0/0/-/-/-	Homo sapiens	2021-02-21	United States / Florida	 	2021-03-24	 	2021-03-25 08:13:19	2021-03-26 07:59:14	alpha
7543	MW803501	SARS-CoV-2/human/USA/NY-CDC-22293122/2021	GenBank	EPI_ISL_1336026	B.1.1.7	Complete	29763	High	0/0/-/-/-	Homo sapiens	2021-02-21	United States / New York	 	2021-03-24	 	2021-03-25 08:13:19	2021-03-26 07:59:14	alpha
7544	MW803508	SARS-CoV-2/human/USA/TX-CDC-22289196/2021	GenBank	EPI_ISL_1336033	B.1.1.7	Complete	29763	High	0/0/-/-/-	Homo sapiens	2021-02-22	United States / Texas	 	2021-03-24	 	2021-03-25 08:13:19	2021-03-26 07:59:14	alpha
7545	MW803522	SARS-CoV-2/human/USA/LA-CDC-22357153/2021	GenBank	EPI_ISL_1336047	B.1.1.7	Complete	29763	High	0/0/-/-/-	Homo sapiens	2021-02-23	United States / Louisiana	 	2021-03-24	 	2021-03-25 08:13:19	2021-03-26 07:59:14	alpha
7546	MW803547	SARS-CoV-2/human/USA/NH-CDC-22315978/2021	GenBank	EPI_ISL_1336072	B.1.1.7	Complete	29763	High	0/0/-/-/-	Homo sapiens	2021-02-23	United States / New Hampshire	 	2021-03-24	 	2021-03-25 08:13:19	2021-03-26 07:59:14	alpha
7547	MW803585	SARS-CoV-2/human/USA/TX-CDC-22440589/2021	GenBank	EPI_ISL_1336108	B.1.1.7	Complete	29763	High	0/0/-/-/-	Homo sapiens	2021-02-23	United States / Texas	 	2021-03-24	 	2021-03-25 08:13:19	2021-03-26 07:59:14	alpha
7548	MW803601	SARS-CoV-2/human/USA/CT-CDC-22439899/2021	GenBank	EPI_ISL_1336124	B.1.1.7	Complete	29763	High	0/0/-/-/-	Homo sapiens	2021-02-24	United States / Connecticut	 	2021-03-24	 	2021-03-25 08:13:19	2021-03-26 07:59:14	alpha
7549	MW803607	SARS-CoV-2/human/USA/TX-CDC-22489207/2021	GenBank	EPI_ISL_1336130	B.1.1.7	Complete	29763	High	0/0/-/-/-	Homo sapiens	2021-02-25	United States / Texas	 	2021-03-24	 	2021-03-25 08:13:19	2021-03-26 07:59:13	alpha
7550	MW803614	SARS-CoV-2/human/USA/TX-CDC-22489901/2021	GenBank	EPI_ISL_1336137	B.1.1.7	Complete	29763	High	0/0/-/-/-	Homo sapiens	2021-02-25	United States / Texas	 	2021-03-24	 	2021-03-25 08:13:19	2021-03-26 07:59:13	alpha
7551	MW803648	SARS-CoV-2/human/USA/TX-CDC-22487104/2021	GenBank	EPI_ISL_1336171	B.1.1.7	Complete	29763	High	0/0/-/-/-	Homo sapiens	2021-02-25	United States / Texas	 	2021-03-24	 	2021-03-25 08:13:19	2021-03-26 07:59:13	alpha
7556	MW804654	SARS-CoV-2/human/USA/4550255/2021	GenBank	NA	B.1.1.7	Complete	29794	High	0/0/-/-/-	Homo sapiens	2021-03-10	United States	 	2021-03-24	 	2021-03-25 08:13:19	2021-03-25 08:13:19	alpha
7557	MW804728	SARS-CoV-2/human/USA/OH-UHTL-240/2021	GenBank	NA	B.1.1.7	Complete	29884	High	0/0/-/-/-	Homo sapiens	2021-03-17	United States / Ohio	 	2021-03-24	 	2021-03-25 08:13:19	2021-03-25 08:13:19	alpha
7558	MW804735	SARS-CoV-2/human/USA/OH-UHTL-247/2021	GenBank	NA	B.1.1.7	Complete	29884	High	0/0/-/-/-	Homo sapiens	2021-03-17	United States / Ohio	 	2021-03-24	 	2021-03-25 08:13:19	2021-03-25 08:13:19	alpha
7559	MW804736	SARS-CoV-2/human/USA/OH-UHTL-248/2021	GenBank	NA	B.1.1.7	Complete	29884	High	0/0/-/-/-	Homo sapiens	2021-03-15	United States / Ohio	 	2021-03-24	 	2021-03-25 08:13:19	2021-03-25 08:13:19	alpha
7611	MW807783	SARS-CoV-2/human/USA/MN-CDC-STM-000015194/2021	GenBank	EPI_ISL_1336969	B.1.1.7	Complete	29883	High	0/0/-/-/-	Homo sapiens	2021-02-14	United States / Minnesota	 	2021-03-25	 	2021-03-26 13:29:41	2021-03-28 01:48:29	alpha
7612	MW807784	SARS-CoV-2/human/USA/MA-CDC-STM-000015188/2021	GenBank	EPI_ISL_1336970	B.1.1.7	Complete	29873	High	0/0/-/-/-	Homo sapiens	2021-02-14	United States / Massachusetts	 	2021-03-25	 	2021-03-26 13:29:41	2021-03-28 01:48:29	alpha
7613	MW807821	SARS-CoV-2/human/USA/NJ-CDC-STM-000014031/2021	GenBank	EPI_ISL_1337007	B.1.1.7	Complete	29854	High	0/0/-/-/-	Homo sapiens	2021-02-13	United States / New Jersey	 	2021-03-25	 	2021-03-26 13:29:41	2021-03-28 01:48:30	alpha
7614	MW807832	SARS-CoV-2/human/USA/FL-CDC-STM-000017341/2021	GenBank	EPI_ISL_1337018	B.1.1.7	Complete	29883	High	0/0/-/-/-	Homo sapiens	2021-02-17	United States / Florida	 	2021-03-25	 	2021-03-26 13:29:41	2021-03-28 01:48:22	alpha
7615	MW807857	SARS-CoV-2/human/USA/GA-CDC-STM-000015553/2021	GenBank	EPI_ISL_1337043	B.1.1.7	Complete	29884	High	0/0/-/-/-	Homo sapiens	2021-02-14	United States / Georgia	 	2021-03-25	 	2021-03-26 13:29:41	2021-03-28 01:48:29	alpha
7616	MW807867	SARS-CoV-2/human/USA/FL-CDC-STM-000015946/2021	GenBank	EPI_ISL_1337053	B.1.1.7	Complete	29854	High	0/0/-/-/-	Homo sapiens	2021-02-15	United States / Florida	 	2021-03-25	 	2021-03-26 13:29:41	2021-03-28 01:48:26	alpha
7617	MW807907	SARS-CoV-2/human/USA/MA-CDC-STM-000018421/2021	GenBank	EPI_ISL_1337093	B.1.1.7	Complete	29884	High	0/0/-/-/-	Homo sapiens	2021-02-19	United States / Massachusetts	 	2021-03-25	 	2021-03-26 13:29:41	2021-03-28 01:48:19	alpha
7618	MW807920	SARS-CoV-2/human/USA/PA-CDC-STM-000019621/2021	GenBank	EPI_ISL_1337106	B.1.1.7	Complete	29878	High	0/0/-/-/-	Homo sapiens	2021-02-18	United States / Pennsylvania	 	2021-03-25	 	2021-03-26 13:29:41	2021-03-28 01:48:22	alpha
7619	MW807925	SARS-CoV-2/human/USA/FL-CDC-STM-000019010/2021	GenBank	EPI_ISL_1337111	B.1.1.7	Complete	29854	High	9/0/-/-/-	Homo sapiens	2021-02-18	United States / Florida	 	2021-03-25	 	2021-03-26 13:29:41	2021-03-28 01:48:20	alpha
7620	MW807927	SARS-CoV-2/human/USA/MA-CDC-STM-000019004/2021	GenBank	EPI_ISL_1337113	B.1.1.7	Complete	29862	High	0/0/-/-/-	Homo sapiens	2021-02-18	United States / Massachusetts	 	2021-03-25	 	2021-03-26 13:29:41	2021-03-28 01:48:21	alpha
7621	MW807962	SARS-CoV-2/human/USA/FL-CDC-STM-000018229/2021	GenBank	EPI_ISL_1337148	B.1.1.7	Complete	29884	High	0/0/-/-/-	Homo sapiens	2021-02-18	United States / Florida	 	2021-03-25	 	2021-03-26 13:29:41	2021-03-28 01:48:20	alpha
7622	MW807971	SARS-CoV-2/human/USA/FL-CDC-STM-000020064/2021	GenBank	EPI_ISL_1337157	B.1.1.7	Complete	29854	High	0/0/-/-/-	Homo sapiens	2021-02-20	United States / Florida	 	2021-03-25	 	2021-03-26 13:29:41	2021-03-28 01:48:16	alpha
7624	MW807990	SARS-CoV-2/human/USA/FL-CDC-STM-000021114/2021	GenBank	EPI_ISL_1337176	B.1.1.7	Complete	29854	High	0/0/-/-/-	Homo sapiens	2021-02-22	United States / Florida	 	2021-03-25	 	2021-03-26 13:29:41	2021-03-28 01:48:08	alpha
7625	MW808013	SARS-CoV-2/human/USA/FL-CDC-STM-000020626/2021	GenBank	EPI_ISL_1337199	B.1.1.7	Complete	29853	High	15/0/-/-/-	Homo sapiens	2021-02-15	United States / Florida	 	2021-03-25	 	2021-03-26 13:29:41	2021-03-28 01:48:27	alpha
7626	MW808014	SARS-CoV-2/human/USA/FL-CDC-STM-000020619/2021	GenBank	EPI_ISL_1337200	B.1.1.7	Complete	29873	High	0/0/-/-/-	Homo sapiens	2021-02-15	United States / Florida	 	2021-03-25	 	2021-03-26 13:29:41	2021-03-28 01:48:27	alpha
7628	MW808075	SARS-CoV-2/human/USA/NC-CDC-STM-000020470/2021	GenBank	EPI_ISL_1337273	B.1.1.7	Complete	29884	High	0/0/-/-/-	Homo sapiens	2021-02-21	United States / North Carolina	 	2021-03-25	 	2021-03-26 13:29:41	2021-03-28 01:48:14	alpha
7629	MW808096	SARS-CoV-2/human/USA/FL-CDC-STM-000021621/2021	GenBank	EPI_ISL_1337294	B.1.1.7	Complete	29867	High	0/0/-/-/-	Homo sapiens	2021-02-22	United States / Florida	 	2021-03-25	 	2021-03-26 13:29:41	2021-03-28 01:48:09	alpha
7630	MW808099	SARS-CoV-2/human/USA/GA-CDC-STM-000021767/2021	GenBank	EPI_ISL_1337297	B.1.1.7	Complete	29861	High	0/0/-/-/-	Homo sapiens	2021-02-21	United States / Georgia	 	2021-03-25	 	2021-03-26 13:29:41	2021-04-16 16:44:35	alpha
7632	MW808159	SARS-CoV-2/human/USA/FL-CDC-STM-000022321/2021	GenBank	EPI_ISL_1337357	B.1.1.7	Complete	29854	High	0/0/-/-/-	Homo sapiens	2021-02-21	United States / Florida	 	2021-03-25	 	2021-03-26 13:29:41	2021-03-28 01:48:14	alpha
7832	MW816550	SARS-CoV-2/human/USA/TX-DSHS-4282/2021	GenBank	EPI_ISL_1366093	B.1.1.7	Complete	29706	High	0/0/-/-/-	Homo sapiens	2021-03-05	United States / TX	 	2021-03-26	 	2021-03-27 23:11:54	2021-04-16 16:44:53	alpha
7853	MW820276	SARS-CoV-2/human/USA/NMDOH-2021077217/2021	GenBank	EPI_ISL_1340925	B.1.1.7	Complete	29763	High	0/0/-/-/-	Homo Sapiens	2021-03-10	United States / New Mexico	New Mexico Department of Health Scientific Laboratory	2021-03-25	New Mexico Department of Health Scientific Laboratory	2021-03-27 23:11:51	2021-03-30 03:30:36	alpha
7949	MW829575	SARS-CoV-2/human/USA/OH-UHTL-310/2021	GenBank	NA	B.1.1.7	Complete	29884	High	0/0/-/-/-	Homo sapiens	2021-03-21	United States / Ohio	 	2021-03-30	 	2021-04-01 20:52:49	2021-04-01 20:52:49	alpha
7950	MW829576	SARS-CoV-2/human/USA/OH-UHTL-311/2021	GenBank	NA	B.1.1.7	Complete	29884	High	0/0/-/-/-	Homo sapiens	2021-03-18	United States / Ohio	 	2021-03-30	 	2021-04-01 20:52:49	2021-04-01 20:52:49	alpha
7953	MW831040	SARS-CoV-2/human/USA/OH-UHTL-283/2021	GenBank	NA	B.1.1.7	Complete	29885	High	0/0/-/-/-	Homo sapiens	2021-03-18	United States / Ohio	 	2021-03-30	 	2021-04-01 20:52:49	2021-04-01 20:52:49	alpha
7987	MW836154	SARS-CoV-2/human/USA/TN-CDC-2-4021610/2021	GenBank	NA	B.1.1.7	Complete	29784	High	0/1/-/-/-	Homo sapiens	2021-03-04	United States / Tennessee	 	2021-04-08	 	2021-04-19 09:58:49	2021-04-19 09:58:49	alpha
8014	MW837419	SARS-CoV-2/human/USA/UT-UPHL-2103527781/2021	GenBank	EPI_ISL_1403865	B.1.1.7	Complete	29892	High	0/0/-/-/-	Homo sapiens	2021-03-07	United States	 	2021-03-31	 	2021-04-01 20:52:49	2021-04-01 20:52:49	alpha
8076	MW840386	SARS-CoV-2/human/USA/FL-CDC-STM-000024881/2021	GenBank	EPI_ISL_1420839	B.1.1.7	Complete	29884	High	0/0/-/-/-	Homo sapiens	2021-02-27	United States / Florida	 	2021-03-31	 	2021-04-01 20:52:49	2021-04-16 16:44:34	alpha
8078	MW840406	SARS-CoV-2/human/USA/FL-CDC-STM-000023326/2021	GenBank	EPI_ISL_1420859	B.1.1.7	Complete	29876	High	6/0/-/-/-	Homo sapiens	2021-02-24	United States / Florida	 	2021-03-31	 	2021-04-01 20:52:49	2021-04-16 16:44:34	alpha
8079	MW840419	SARS-CoV-2/human/USA/FL-CDC-STM-000023637/2021	GenBank	EPI_ISL_1420872	B.1.1.7	Complete	29872	High	0/0/-/-/-	Homo sapiens	2021-02-24	United States / Florida	 	2021-03-31	 	2021-04-01 20:52:49	2021-04-16 16:44:34	alpha
8080	MW840811	SARS-CoV-2/human/USA/PA-CDC-STM-000028193/2021	GenBank	EPI_ISL_1421341	B.1.1.7	Complete	29879	High	0/0/-/-/-	Homo sapiens	2021-03-01	United States / Pennsylvania	 	2021-03-31	 	2021-04-01 20:52:49	2021-04-16 16:44:50	alpha
8081	MW840812	SARS-CoV-2/human/USA/FL-CDC-STM-000028138/2021	GenBank	EPI_ISL_1421342	B.1.1.7	Complete	29883	High	0/0/-/-/-	Homo sapiens	2021-03-02	United States / Florida	 	2021-03-31	 	2021-04-01 20:52:49	2021-04-16 16:44:34	alpha
8082	MW840851	SARS-CoV-2/human/USA/MI-CDC-STM-000027431/2021	GenBank	EPI_ISL_1421443	B.1.1.7	Complete	29868	High	0/0/-/-/-	Homo sapiens	2021-03-01	United States / Michigan	 	2021-03-31	 	2021-04-01 20:52:49	2021-04-16 16:44:45	alpha
8083	MW840852	SARS-CoV-2/human/USA/GA-CDC-STM-000027447/2021	GenBank	EPI_ISL_1421446	B.1.1.7	Complete	29879	High	0/0/-/-/-	Homo sapiens	2021-03-01	United States / Georgia	 	2021-03-31	 	2021-04-01 20:52:49	2021-04-16 16:44:35	alpha
8084	MW840889	SARS-CoV-2/human/USA/FL-CDC-STM-000027654/2021	GenBank	EPI_ISL_1421548	B.1.1.7	Complete	29869	High	0/0/-/-/-	Homo sapiens	2021-03-03	United States / Florida	 	2021-03-31	 	2021-04-01 20:52:49	2021-04-16 16:44:34	alpha
8085	MW840909	SARS-CoV-2/human/USA/GA-CDC-STM-000027737/2021	GenBank	EPI_ISL_1421603	B.1.1.7	Complete	29854	High	0/0/-/-/-	Homo sapiens	2021-03-02	United States / Georgia	 	2021-03-31	 	2021-04-01 20:52:49	2021-04-16 16:44:35	alpha
8086	MW840943	SARS-CoV-2/human/USA/TX-CDC-STM-000027946/2021	GenBank	EPI_ISL_1421700	B.1.1.7	Complete	29883	High	0/0/-/-/-	Homo sapiens	2021-03-01	United States / Texas	 	2021-03-31	 	2021-04-01 20:52:49	2021-04-16 16:44:52	alpha
8087	MW840944	SARS-CoV-2/human/USA/FL-CDC-STM-000027962/2021	GenBank	EPI_ISL_1421704	B.1.1.7	Complete	29854	High	0/0/-/-/-	Homo sapiens	2021-03-03	United States / Florida	 	2021-03-31	 	2021-04-01 20:52:49	2021-04-16 16:44:34	alpha
8088	MW840951	SARS-CoV-2/human/USA/FL-CDC-STM-000027924/2021	GenBank	EPI_ISL_1421720	B.1.1.7	Complete	29855	High	0/0/-/-/-	Homo sapiens	2021-03-03	United States / Florida	 	2021-03-31	 	2021-04-01 20:52:49	2021-04-16 16:44:34	alpha
8089	MW840957	SARS-CoV-2/human/USA/FL-CDC-STM-000027074/2021	GenBank	EPI_ISL_1421726	B.1.1.7	Complete	29884	High	0/0/-/-/-	Homo sapiens	2021-03-03	United States / Florida	 	2021-03-31	 	2021-04-01 20:52:49	2021-04-16 16:44:34	alpha
8090	MW840984	SARS-CoV-2/human/USA/NC-CDC-STM-000027295/2021	GenBank	EPI_ISL_1421753	B.1.1.7	Complete	29879	High	0/0/-/-/-	Homo sapiens	2021-03-01	United States / North Carolina	 	2021-03-31	 	2021-04-01 20:52:49	2021-04-16 16:44:47	alpha
8091	MW841784	SARS-CoV-2/human/USA/TX-CDC-22550294/2021	GenBank	EPI_ISL_1422645	B.1.1.7	Complete	29763	High	0/0/-/-/-	Homo sapiens	2021-03-03	United States / Texas	 	2021-03-31	 	2021-04-01 20:52:49	2021-04-16 16:44:51	alpha
8092	MW841879	SARS-CoV-2/human/USA/TX-CDC-22520674/2021	GenBank	EPI_ISL_1422349	B.1.1.7	Complete	29763	High	0/0/-/-/-	Homo sapiens	2021-02-28	United States / Texas	 	2021-03-31	 	2021-04-01 20:52:49	2021-04-16 16:44:51	alpha
8093	MW841894	SARS-CoV-2/human/USA/TX-CDC-22487979/2021	GenBank	EPI_ISL_1422364	B.1.1.7	Complete	29763	High	0/0/-/-/-	Homo sapiens	2021-02-26	United States / Texas	 	2021-03-31	 	2021-04-01 20:52:49	2021-04-16 16:44:51	alpha
8094	MW841917	SARS-CoV-2/human/USA/TX-CDC-22486715/2021	GenBank	EPI_ISL_1422387	B.1.1.7	Complete	29763	High	0/0/-/-/-	Homo sapiens	2021-02-24	United States / Texas	 	2021-03-31	 	2021-04-01 20:52:49	2021-04-16 16:44:51	alpha
8095	MW841961	SARS-CoV-2/human/USA/FL-CDC-22526785/2021	GenBank	EPI_ISL_1422431	B.1.1.7	Complete	29763	High	0/0/-/-/-	Homo sapiens	2021-03-02	United States / Florida	 	2021-03-31	 	2021-04-01 20:52:49	2021-04-16 16:44:33	alpha
8096	MW842015	SARS-CoV-2/human/USA/TX-CDC-QDX22727861/2021	GenBank	EPI_ISL_1422895	B.1.1.7	Complete	29763	High	0/0/-/-/-	Homo sapiens	2021-02-27	United States / Texas	 	2021-03-31	 	2021-04-01 20:52:49	2021-04-16 16:44:52	alpha
8097	MW842024	SARS-CoV-2/human/USA/TX-CDC-QDX22726663/2021	GenBank	EPI_ISL_1422904	B.1.1.7	Complete	29763	High	0/0/-/-/-	Homo sapiens	2021-02-27	United States / Texas	 	2021-03-31	 	2021-04-01 20:52:49	2021-04-16 16:44:52	alpha
8098	MW842029	SARS-CoV-2/human/USA/PA-CDC-QDX22720615/2021	GenBank	EPI_ISL_1422909	B.1.1.7	Complete	29763	High	0/0/-/-/-	Homo sapiens	2021-03-04	United States / Pennsylvania	 	2021-03-31	 	2021-04-01 20:52:49	2021-04-16 16:44:50	alpha
8099	MW842130	SARS-CoV-2/human/USA/LA-CDC-22678239/2021	GenBank	EPI_ISL_1422728	B.1.1.7	Complete	29763	High	0/0/-/-/-	Homo sapiens	2021-03-04	United States / Louisiana	 	2021-03-31	 	2021-04-01 20:52:49	2021-04-16 16:44:43	alpha
8100	MW842150	SARS-CoV-2/human/USA/TX-CDC-22679282/2021	GenBank	EPI_ISL_1422748	B.1.1.7	Complete	29763	High	0/0/-/-/-	Homo sapiens	2021-03-05	United States / Texas	 	2021-03-31	 	2021-04-01 20:52:49	2021-04-16 16:44:51	alpha
8101	MW842288	SARS-CoV-2/human/USA/PA-CDC-22490862/2021	GenBank	EPI_ISL_1422440	B.1.1.7	Complete	29763	High	0/0/-/-/-	Homo sapiens	2021-02-26	United States / Pennsylvania	 	2021-03-31	 	2021-04-01 20:52:49	2021-04-16 16:44:50	alpha
8102	MW842290	SARS-CoV-2/human/USA/TX-CDC-22487964/2021	GenBank	EPI_ISL_1422442	B.1.1.7	Complete	29763	High	0/0/-/-/-	Homo sapiens	2021-02-26	United States / Texas	 	2021-03-31	 	2021-04-01 20:52:49	2021-04-16 16:44:51	alpha
8103	MW842301	SARS-CoV-2/human/USA/TX-CDC-22487757/2021	GenBank	EPI_ISL_1422453	B.1.1.7	Complete	29763	High	0/0/-/-/-	Homo sapiens	2021-02-26	United States / Texas	 	2021-03-31	 	2021-04-01 20:52:49	2021-04-16 16:44:51	alpha
8104	MW842333	SARS-CoV-2/human/USA/LA-CDC-22527176/2021	GenBank	EPI_ISL_1422485	B.1.1.7	Complete	29763	High	0/0/-/-/-	Homo sapiens	2021-03-01	United States / Louisiana	 	2021-03-31	 	2021-04-01 20:52:49	2021-04-16 16:44:43	alpha
8105	MW842345	SARS-CoV-2/human/USA/HI-CDC-22524334/2021	GenBank	EPI_ISL_1422497	B.1.1.7	Complete	29763	High	0/0/-/-/-	Homo sapiens	2021-02-27	United States / Hawaii	 	2021-03-31	 	2021-04-01 20:52:49	2021-04-16 16:44:41	alpha
8106	MW842351	SARS-CoV-2/human/USA/NJ-CDC-22519098/2021	GenBank	EPI_ISL_1422503	B.1.1.7	Complete	29763	High	0/0/-/-/-	Homo sapiens	2021-02-24	United States / New Jersey	 	2021-03-31	 	2021-04-01 20:52:49	2021-04-16 16:44:48	alpha
8107	MW842369	SARS-CoV-2/human/USA/CT-CDC-22528505/2021	GenBank	EPI_ISL_1422521	B.1.1.7	Complete	29763	High	0/0/-/-/-	Homo sapiens	2021-03-02	United States / Connecticut	 	2021-03-31	 	2021-04-01 20:52:49	2021-04-16 16:44:33	alpha
8108	MW842373	SARS-CoV-2/human/USA/TX-CDC-22518219/2021	GenBank	EPI_ISL_1422525	B.1.1.7	Complete	29763	High	0/0/-/-/-	Homo sapiens	2021-02-26	United States / Texas	 	2021-03-31	 	2021-04-01 20:52:49	2021-04-16 16:44:51	alpha
8109	MW842385	SARS-CoV-2/human/USA/MA-CDC-22526058/2021	GenBank	EPI_ISL_1422537	B.1.1.7	Complete	29763	High	0/0/-/-/-	Homo sapiens	2021-02-24	United States / Massachusetts	 	2021-03-31	 	2021-04-01 20:52:49	2021-04-16 16:44:43	alpha
8110	MW842388	SARS-CoV-2/human/USA/TX-CDC-22518571/2021	GenBank	EPI_ISL_1422540	B.1.1.7	Complete	29763	High	0/0/-/-/-	Homo sapiens	2021-02-26	United States / Texas	 	2021-03-31	 	2021-04-01 20:52:49	2021-04-16 16:44:51	alpha
8111	MW842408	SARS-CoV-2/human/USA/MA-CDC-22526315/2021	GenBank	EPI_ISL_1422560	B.1.1.7	Complete	29763	High	0/0/-/-/-	Homo sapiens	2021-02-25	United States / Massachusetts	 	2021-03-31	 	2021-04-01 20:52:49	2021-04-16 16:44:43	alpha
8112	MW842413	SARS-CoV-2/human/USA/TX-CDC-22526967/2021	GenBank	EPI_ISL_1422573	B.1.1.7	Complete	29763	High	0/0/-/-/-	Homo sapiens	2021-03-01	United States / Texas	 	2021-03-31	 	2021-04-01 20:52:49	2021-04-16 16:44:51	alpha
8113	MW842449	SARS-CoV-2/human/USA/TX-CDC-22549979/2021	GenBank	EPI_ISL_1422621	B.1.1.7	Complete	29763	High	0/0/-/-/-	Homo sapiens	2021-03-03	United States / Texas	 	2021-03-31	 	2021-04-01 20:52:49	2021-04-16 16:44:51	alpha
8122	MW844247	SARS-CoV-2/human/USA/MA-CDC-STM-000026321/2021	GenBank	EPI_ISL_1420963	B.1.1.7	Complete	29879	High	0/0/-/-/-	Homo sapiens	2021-02-28	United States / Massachusetts	 	2021-04-01	 	2021-04-08 14:50:38	2021-04-16 16:44:44	alpha
8123	MW844256	SARS-CoV-2/human/USA/GA-CDC-STM-000026489/2021	GenBank	EPI_ISL_1420972	B.1.1.7	Complete	29854	High	0/0/-/-/-	Homo sapiens	2021-02-28	United States / Georgia	 	2021-04-01	 	2021-04-08 14:50:38	2021-04-16 16:44:35	alpha
