MZ535931.1 alpha_MZ535931.1
MZ284501 alpha_MZ284501
MZ283020 alpha_MZ283020
MZ132547 alpha_MZ132547
MZ194529 alpha_MZ194529
MZ253668 alpha_MZ253668
MZ060751 alpha_MZ060751
MZ491537.1 alpha_MZ491537.1
MZ166168 alpha_MZ166168
MZ319589 alpha_MZ319589
MW990437 alpha_MW990437
MZ217815 alpha_MZ217815
MZ286711 alpha_MZ286711
MZ086553 alpha_MZ086553
MZ194524 alpha_MZ194524
MZ500374.1 alpha_MZ500374.1
MZ538049.1 alpha_MZ538049.1
MZ033247 alpha_MZ033247
MZ455299.1 alpha_MZ455299.1
MZ214922 alpha_MZ214922
MZ083654 alpha_MZ083654
MZ237738 alpha_MZ237738
MZ378312 alpha_MZ378312
MZ013504 alpha_MZ013504
MZ307065 alpha_MZ307065
MZ307836 alpha_MZ307836
MZ307687 alpha_MZ307687
MZ307532 alpha_MZ307532
MZ239074 alpha_MZ239074
MZ477024.1 alpha_MZ477024.1
MZ225898 alpha_MZ225898
MW841879 alpha_MW841879
MW993533 alpha_MW993533
MZ211701 alpha_MZ211701
MZ307582 alpha_MZ307582
MZ389936 alpha_MZ389936
MZ315753 alpha_MZ315753
MW993537 alpha_MW993537
MZ283072 alpha_MZ283072
MW907624 alpha_MW907624
MZ024678 alpha_MZ024678
MZ154111 alpha_MZ154111
MZ049879 alpha_MZ049879
MZ296141 alpha_MZ296141
MW849637 alpha_MW849637
MW932076 alpha_MW932076
MZ009030 alpha_MZ009030
MZ283035 alpha_MZ283035
MW865243 alpha_MW865243
MZ284560 alpha_MZ284560
MZ253141 alpha_MZ253141
MZ029335 alpha_MZ029335
MZ371834 alpha_MZ371834
MZ450487.1 alpha_MZ450487.1
MZ227896 alpha_MZ227896
MZ271199 alpha_MZ271199
MZ179542 alpha_MZ179542
MZ202023 alpha_MZ202023
MZ278482 alpha_MZ278482
MZ316085 alpha_MZ316085
MW932061 alpha_MW932061
MZ168345 alpha_MZ168345
MZ278281 alpha_MZ278281
MZ535388.1 alpha_MZ535388.1
MW906342 alpha_MW906342
MZ011613 alpha_MZ011613
MZ293985 alpha_MZ293985
MZ366676 alpha_MZ366676
MZ156610 alpha_MZ156610
MZ037249 alpha_MZ037249
MZ131500 alpha_MZ131500
MZ143326 alpha_MZ143326
MZ536060.1 alpha_MZ536060.1
MZ372756 alpha_MZ372756
MZ149714 alpha_MZ149714
MW908319 alpha_MW908319
MZ530728.1 alpha_MZ530728.1
MZ192421 alpha_MZ192421
MZ010498 alpha_MZ010498
MZ372909 alpha_MZ372909
MZ491272.1 alpha_MZ491272.1
MZ025689 alpha_MZ025689
MZ282493 alpha_MZ282493
MZ536040.1 alpha_MZ536040.1
MW721520 alpha_MW721520
MZ032612 alpha_MZ032612
MZ060088 alpha_MZ060088
MZ022247 alpha_MZ022247
MZ237720 alpha_MZ237720
MW626477 alpha_MW626477
MZ076263 alpha_MZ076263
MZ155989 alpha_MZ155989
MZ454871.1 alpha_MZ454871.1
MZ280823 alpha_MZ280823
MW905847 alpha_MW905847
MZ058993 alpha_MZ058993
MZ238082 alpha_MZ238082
MZ358464 alpha_MZ358464
MZ306513 alpha_MZ306513
MZ192417 alpha_MZ192417
MW959439 alpha_MW959439
MW751483 alpha_MW751483
MZ055312 alpha_MZ055312
MZ294958 alpha_MZ294958
MZ530125.1 alpha_MZ530125.1
MW840944 alpha_MW840944
MW969158 alpha_MW969158
MZ280392 alpha_MZ280392
MW968782 alpha_MW968782
MZ085324 alpha_MZ085324
MZ085373 alpha_MZ085373
MW993830 alpha_MW993830
MZ070715 alpha_MZ070715
MW906852 alpha_MW906852
MW840811 alpha_MW840811
MZ086131 alpha_MZ086131
MZ237012 alpha_MZ237012
MZ431879.1 alpha_MZ431879.1
MZ006392 alpha_MZ006392
MZ180565 alpha_MZ180565
MZ006773 alpha_MZ006773
MZ072299 alpha_MZ072299
MZ349323 alpha_MZ349323
MZ349582 alpha_MZ349582
MW844355 alpha_MW844355
MW932266 alpha_MW932266
MZ181342 alpha_MZ181342
MZ415409.1 alpha_MZ415409.1
MZ233509 alpha_MZ233509
MZ201585 alpha_MZ201585
MZ499155.1 alpha_MZ499155.1
MW932608 alpha_MW932608
MW914157 alpha_MW914157
MZ214552 alpha_MZ214552
MZ076356 alpha_MZ076356
MZ244698 alpha_MZ244698
MZ307970 alpha_MZ307970
MW840943 alpha_MW840943
MZ075549 alpha_MZ075549
MZ372866 alpha_MZ372866
MZ015133 alpha_MZ015133
MZ535995.1 alpha_MZ535995.1
MW963891 alpha_MW963891
MW966161 alpha_MW966161
MZ228518 alpha_MZ228518
MZ086566 alpha_MZ086566
MZ288500 alpha_MZ288500
MZ059844 alpha_MZ059844
MW723420 alpha_MW723420
MZ210778 alpha_MZ210778
MZ060538 alpha_MZ060538
MZ071315 alpha_MZ071315
MZ184690 alpha_MZ184690
MZ316998 alpha_MZ316998
MZ349297 alpha_MZ349297
MZ390367 alpha_MZ390367
MW877121 alpha_MW877121
MZ538118.1 alpha_MZ538118.1
MZ293912 alpha_MZ293912
FR991507 alpha_FR991507
MZ245333 alpha_MZ245333
MZ283653 alpha_MZ283653
MZ195433 alpha_MZ195433
MZ307489 alpha_MZ307489
MZ377631 alpha_MZ377631
MZ038107 alpha_MZ038107
MZ283249 alpha_MZ283249
MZ414864.1 alpha_MZ414864.1
FR991437 alpha_FR991437
MZ172012 alpha_MZ172012
MZ161287 alpha_MZ161287
MZ206825 alpha_MZ206825
MZ490370.1 alpha_MZ490370.1
MZ167144 alpha_MZ167144
MZ497595.1 alpha_MZ497595.1
MW965169 alpha_MW965169
MZ038757 alpha_MZ038757
MZ412049.1 alpha_MZ412049.1
MZ181383 alpha_MZ181383
MZ226006 alpha_MZ226006
MW966001 alpha_MW966001
MZ194857 alpha_MZ194857
MZ245160 alpha_MZ245160
MZ315255 alpha_MZ315255
LR962919 alpha_LR962919
MZ132882 alpha_MZ132882
MZ401650.1 alpha_MZ401650.1
MZ142403 alpha_MZ142403
MZ455476.1 alpha_MZ455476.1
MW869184 alpha_MW869184
MZ284138 alpha_MZ284138
MZ025187 alpha_MZ025187
MZ475807.1 alpha_MZ475807.1
MZ215486 alpha_MZ215486
MW932299 alpha_MW932299
MZ499164.1 alpha_MZ499164.1
MZ491450.1 alpha_MZ491450.1
MZ084172 alpha_MZ084172
MW773473 alpha_MW773473
MZ210870 alpha_MZ210870
MW788917 alpha_MW788917
MZ142805 alpha_MZ142805
MW963391 alpha_MW963391
MW988956 alpha_MW988956
MZ180013 alpha_MZ180013
MW842351 alpha_MW842351
MW840851 alpha_MW840851
MW865144 alpha_MW865144
MZ100264 alpha_MZ100264
MZ454501.1 alpha_MZ454501.1
MZ354225 alpha_MZ354225
MZ451598.1 alpha_MZ451598.1
MW907737 alpha_MW907737
MZ342336 alpha_MZ342336
MZ280944 alpha_MZ280944
MZ037411 alpha_MZ037411
MZ058802 alpha_MZ058802
MW842369 alpha_MW842369
FR993178 alpha_FR993178
MZ415578.1 alpha_MZ415578.1
MW842333 alpha_MW842333
MZ086652 alpha_MZ086652
MZ210437 alpha_MZ210437
MW908493 alpha_MW908493
MZ024116 alpha_MZ024116
MW906411 alpha_MW906411
MW844876 alpha_MW844876
MZ281767 alpha_MZ281767
MZ511567.1 alpha_MZ511567.1
MZ390785 alpha_MZ390785
LR880581 alpha_LR880581
MZ085971 alpha_MZ085971
MZ132072 alpha_MZ132072
MZ012071 alpha_MZ012071
MZ280968 alpha_MZ280968
MZ535255.1 alpha_MZ535255.1
MZ007250 alpha_MZ007250
MZ279177 alpha_MZ279177
MZ337314 alpha_MZ337314
MZ500905.1 alpha_MZ500905.1
MZ076158 alpha_MZ076158
MZ371470 alpha_MZ371470
MZ058627 alpha_MZ058627
MZ074206 alpha_MZ074206
MZ191920 alpha_MZ191920
MZ382546 alpha_MZ382546
MZ004730 alpha_MZ004730
MZ216960 alpha_MZ216960
HG996986 alpha_HG996986
MZ192320 alpha_MZ192320
MZ246692 alpha_MZ246692
MZ002655 alpha_MZ002655
MZ405316.1 alpha_MZ405316.1
MZ454708.1 alpha_MZ454708.1
MZ048518 alpha_MZ048518
MZ029317 alpha_MZ029317
MZ180466 alpha_MZ180466
MZ217385 alpha_MZ217385
MZ319354 alpha_MZ319354
MZ471934.1 alpha_MZ471934.1
MZ341788 alpha_MZ341788
MZ462392.1 alpha_MZ462392.1
MW864805 alpha_MW864805
MZ167141 alpha_MZ167141
MZ315008 alpha_MZ315008
MZ206426 alpha_MZ206426
MZ399064.1 alpha_MZ399064.1
MZ172893 alpha_MZ172893
MZ307455 alpha_MZ307455
MZ201778 alpha_MZ201778
MZ412175.1 alpha_MZ412175.1
MZ167528 alpha_MZ167528
MW992800 alpha_MW992800
MZ186400 alpha_MZ186400
MZ372092 alpha_MZ372092
MZ290657 alpha_MZ290657
MZ009521 alpha_MZ009521
MZ533162.1 alpha_MZ533162.1
MZ337110 alpha_MZ337110
MZ059231 alpha_MZ059231
MZ259886 alpha_MZ259886
MZ280440 alpha_MZ280440
MW874868 alpha_MW874868
MZ086753 alpha_MZ086753
MZ100868 alpha_MZ100868
MZ449094.1 alpha_MZ449094.1
MW799744 alpha_MW799744
MZ294555 alpha_MZ294555
MZ293565 alpha_MZ293565
MZ450200.1 alpha_MZ450200.1
MZ035242 alpha_MZ035242
MW914164 alpha_MW914164
MZ424250.1 alpha_MZ424250.1
MZ056139 alpha_MZ056139
MZ061315 alpha_MZ061315
MW965032 alpha_MW965032
MZ059504 alpha_MZ059504
MZ282907 alpha_MZ282907
MZ003160 alpha_MZ003160
MZ500771.1 alpha_MZ500771.1
MW964663 alpha_MW964663
MZ049930 alpha_MZ049930
MZ053732 alpha_MZ053732
MZ173122 alpha_MZ173122
FR991333 alpha_FR991333
MZ073826 alpha_MZ073826
MZ254584 alpha_MZ254584
MZ142380 alpha_MZ142380
MZ022263 alpha_MZ022263
MZ143503 alpha_MZ143503
MZ337226 alpha_MZ337226
MW964713 alpha_MW964713
MZ538072.1 alpha_MZ538072.1
MZ161520 alpha_MZ161520
MZ367757 alpha_MZ367757
MZ185509 alpha_MZ185509
MZ171599 alpha_MZ171599
MZ228877 alpha_MZ228877
MZ217353 alpha_MZ217353
MZ354581 alpha_MZ354581
MZ475664.1 alpha_MZ475664.1
MZ401823.1 alpha_MZ401823.1
MZ164335 alpha_MZ164335
MZ166544 alpha_MZ166544
MW586636 alpha_MW586636
MW907334 alpha_MW907334
MZ331030 alpha_MZ331030
MZ194077 alpha_MZ194077
MZ058354 alpha_MZ058354
MW967437 alpha_MW967437
MZ030252 alpha_MZ030252
MZ390514 alpha_MZ390514
MW904577 alpha_MW904577
MW907322 alpha_MW907322
MZ166146 alpha_MZ166146
MZ214253 alpha_MZ214253
MZ237625 alpha_MZ237625
MZ342406 alpha_MZ342406
MZ212738 alpha_MZ212738
MZ188262 alpha_MZ188262
MW849804 alpha_MW849804
MZ163255 alpha_MZ163255
MZ071503 alpha_MZ071503
MZ163224 alpha_MZ163224
MW773799 alpha_MW773799
MZ164639 alpha_MZ164639
MZ434003.1 alpha_MZ434003.1
MZ000590 alpha_MZ000590
MZ283031 alpha_MZ283031
MZ012453 alpha_MZ012453
MZ074037 alpha_MZ074037
MZ132265 alpha_MZ132265
MZ133270 alpha_MZ133270
MZ167552 alpha_MZ167552
MZ279479 alpha_MZ279479
MZ316367 alpha_MZ316367
MZ317712 alpha_MZ317712
MW966734 alpha_MW966734
MZ025372 alpha_MZ025372
MZ202057 alpha_MZ202057
MZ342304 alpha_MZ342304
MZ451918.1 alpha_MZ451918.1
MZ083533 alpha_MZ083533
MZ294501 alpha_MZ294501
MZ414645.1 alpha_MZ414645.1
MZ153977 alpha_MZ153977
MZ255854 alpha_MZ255854
MZ202045 alpha_MZ202045
MZ193427 alpha_MZ193427
MZ072367 alpha_MZ072367
MZ089644 alpha_MZ089644
MZ472030.1 alpha_MZ472030.1
MZ143007 alpha_MZ143007
MZ386299 alpha_MZ386299
MZ167117 alpha_MZ167117
MZ319029 alpha_MZ319029
MW930102 alpha_MW930102
MZ307811 alpha_MZ307811
MZ282068 alpha_MZ282068
MW964641 alpha_MW964641
MZ195241 alpha_MZ195241
MZ334649 alpha_MZ334649
MZ006051 alpha_MZ006051
MW964751 alpha_MW964751
FR992215 alpha_FR992215
MZ163788 alpha_MZ163788
MZ278296 alpha_MZ278296
MZ281863 alpha_MZ281863
MZ259526 alpha_MZ259526
MW842301 alpha_MW842301
MW892509 alpha_MW892509
MZ193444 alpha_MZ193444
MZ084880 alpha_MZ084880
MZ058178 alpha_MZ058178
MZ342232 alpha_MZ342232
MW907631 alpha_MW907631
MZ039239 alpha_MZ039239
MW909024 alpha_MW909024
MW963276 alpha_MW963276
MZ242644 alpha_MZ242644
MZ280547 alpha_MZ280547
MZ341890 alpha_MZ341890
MZ436570.1 alpha_MZ436570.1
MZ530346.1 alpha_MZ530346.1
MZ133179 alpha_MZ133179
MZ166915 alpha_MZ166915
MZ075685 alpha_MZ075685
MW699915 alpha_MW699915
MZ065060 alpha_MZ065060
MZ073380 alpha_MZ073380
MZ239466 alpha_MZ239466
MZ167030 alpha_MZ167030
MZ231408 alpha_MZ231408
MZ193524 alpha_MZ193524
MW864792 alpha_MW864792
MZ073504 alpha_MZ073504
MZ373007 alpha_MZ373007
MZ404476.1 alpha_MZ404476.1
MZ320107 alpha_MZ320107
MZ286722 alpha_MZ286722
MZ086172 alpha_MZ086172
MW876968 alpha_MW876968
MZ141025 alpha_MZ141025
MZ281116 alpha_MZ281116
MW988636 alpha_MW988636
HG994453 alpha_HG994453
MW689690 alpha_MW689690
MZ493595.1 alpha_MZ493595.1
MZ212254 alpha_MZ212254
MW964016 alpha_MW964016
MZ341512 alpha_MZ341512
MZ340678 alpha_MZ340678
MZ278935 alpha_MZ278935
MZ141817 alpha_MZ141817
MZ058723 alpha_MZ058723
MW769739 alpha_MW769739
MZ215480 alpha_MZ215480
MW906115 alpha_MW906115
MZ228999 alpha_MZ228999
MZ187721 alpha_MZ187721
MZ489918.1 alpha_MZ489918.1
MZ453478.1 alpha_MZ453478.1
MW877249 alpha_MW877249
MW907630 alpha_MW907630
MZ167391 alpha_MZ167391
MZ412263.1 alpha_MZ412263.1
MW808075 alpha_MW808075
MW893587 alpha_MW893587
MZ196172 alpha_MZ196172
MZ195396 alpha_MZ195396
MZ244699 alpha_MZ244699
MW485323 alpha_MW485323
MZ284328 alpha_MZ284328
MZ535514.1 alpha_MZ535514.1
MZ316078 alpha_MZ316078
MZ498411.1 alpha_MZ498411.1
MZ039358 alpha_MZ039358
MW586607 alpha_MW586607
MZ100273 alpha_MZ100273
MZ211389 alpha_MZ211389
MZ245259 alpha_MZ245259
MW912035 alpha_MW912035
MZ037727 alpha_MZ037727
MZ083722 alpha_MZ083722
MZ278342 alpha_MZ278342
MZ321249 alpha_MZ321249
MZ023826 alpha_MZ023826
MZ471996.1 alpha_MZ471996.1
MZ414728.1 alpha_MZ414728.1
MZ069178 alpha_MZ069178
MZ194389 alpha_MZ194389
MZ048509 alpha_MZ048509
MZ060857 alpha_MZ060857
MW906446 alpha_MW906446
MW808013 alpha_MW808013
MW931131 alpha_MW931131
MZ214504 alpha_MZ214504
MW803607 alpha_MW803607
MZ238895 alpha_MZ238895
MW869307 alpha_MW869307
MZ194843 alpha_MZ194843
MZ499643.1 alpha_MZ499643.1
MZ375585 alpha_MZ375585
MW908686 alpha_MW908686
MZ433965.1 alpha_MZ433965.1
MZ159243 alpha_MZ159243
MZ282481 alpha_MZ282481
MZ074103 alpha_MZ074103
MZ154488 alpha_MZ154488
MZ035511 alpha_MZ035511
MW908458 alpha_MW908458
MW935676 alpha_MW935676
MZ030392 alpha_MZ030392
MW904694 alpha_MW904694
MW803522 alpha_MW803522
MW932337 alpha_MW932337
MW944023 alpha_MW944023
MZ131781 alpha_MZ131781
MZ152032 alpha_MZ152032
MZ194071 alpha_MZ194071
MZ226020 alpha_MZ226020
MZ238376 alpha_MZ238376
MZ454866.1 alpha_MZ454866.1
MW909122 alpha_MW909122
MZ022934 alpha_MZ022934
MZ291108 alpha_MZ291108
MZ414680.1 alpha_MZ414680.1
MZ024440 alpha_MZ024440
MZ295131 alpha_MZ295131
MZ294400 alpha_MZ294400
MZ153769 alpha_MZ153769
MW907848 alpha_MW907848
MZ530541.1 alpha_MZ530541.1
MZ187013 alpha_MZ187013
MZ317678 alpha_MZ317678
MZ472509.1 alpha_MZ472509.1
MZ385954 alpha_MZ385954
MZ232800 alpha_MZ232800
MZ491411.1 alpha_MZ491411.1
MW864782 alpha_MW864782
MZ166861 alpha_MZ166861
MZ167128 alpha_MZ167128
MW894590 alpha_MW894590
MZ086629 alpha_MZ086629
MZ217205 alpha_MZ217205
MW877170 alpha_MW877170
MW837419 alpha_MW837419
MZ053812 alpha_MZ053812
MZ499900.1 alpha_MZ499900.1
MZ415950.1 alpha_MZ415950.1
MW808099 alpha_MW808099
MZ160325 alpha_MZ160325
MW907224 alpha_MW907224
MW967069 alpha_MW967069
MZ085628 alpha_MZ085628
MZ261470 alpha_MZ261470
MZ390214 alpha_MZ390214
MZ214445 alpha_MZ214445
MW981409 alpha_MW981409
MW807784 alpha_MW807784
MW904033 alpha_MW904033
MW720705 alpha_MW720705
MZ416118.1 alpha_MZ416118.1
MZ498785.1 alpha_MZ498785.1
MZ213806 alpha_MZ213806
MW869087 alpha_MW869087
MZ142170 alpha_MZ142170
MZ212862 alpha_MZ212862
MZ076279 alpha_MZ076279
MZ212489 alpha_MZ212489
MZ281249 alpha_MZ281249
MZ132271 alpha_MZ132271
MZ316994 alpha_MZ316994
MZ207367 alpha_MZ207367
MZ343289 alpha_MZ343289
MZ566625.1 alpha_MZ566625.1
MZ161542 alpha_MZ161542
MZ058648 alpha_MZ058648
MZ345885 alpha_MZ345885
MZ378100 alpha_MZ378100
MZ184447 alpha_MZ184447
MZ236973 alpha_MZ236973
MZ020688 alpha_MZ020688
MZ294058 alpha_MZ294058
MZ280672 alpha_MZ280672
MZ415252.1 alpha_MZ415252.1
MZ100218 alpha_MZ100218
MZ022339 alpha_MZ022339
MZ358693 alpha_MZ358693
MZ038703 alpha_MZ038703
MW883138 alpha_MW883138
MW912477 alpha_MW912477
MZ179724 alpha_MZ179724
MZ049734 alpha_MZ049734
MZ132729 alpha_MZ132729
MW273856 alpha_MW273856
MZ083372 alpha_MZ083372
MZ131717 alpha_MZ131717
MZ142857 alpha_MZ142857
MZ149814 alpha_MZ149814
MZ184745 alpha_MZ184745
MZ286719 alpha_MZ286719
MZ143322 alpha_MZ143322
MZ477954.1 alpha_MZ477954.1
MZ353909 alpha_MZ353909
MZ433453.1 alpha_MZ433453.1
MZ499625.1 alpha_MZ499625.1
MZ155991 alpha_MZ155991
MZ317231 alpha_MZ317231
MZ011041 alpha_MZ011041
MZ037339 alpha_MZ037339
MZ073792 alpha_MZ073792
MZ010550 alpha_MZ010550
MZ228557 alpha_MZ228557
MZ358801 alpha_MZ358801
MZ008964 alpha_MZ008964
MZ244917 alpha_MZ244917
MZ354158 alpha_MZ354158
MZ538590.1 alpha_MZ538590.1
MZ252797 alpha_MZ252797
MZ256564 alpha_MZ256564
MZ361971 alpha_MZ361971
MZ432036.1 alpha_MZ432036.1
MZ057986 alpha_MZ057986
MZ061293 alpha_MZ061293
MZ213803 alpha_MZ213803
MZ213848 alpha_MZ213848
MZ173221 alpha_MZ173221
MZ021847 alpha_MZ021847
MW807990 alpha_MW807990
MW874036 alpha_MW874036
MZ000767 alpha_MZ000767
MZ281844 alpha_MZ281844
MZ294599 alpha_MZ294599
FR991727 alpha_FR991727
MZ211647 alpha_MZ211647
MW905651 alpha_MW905651
MZ035156 alpha_MZ035156
MZ341931 alpha_MZ341931
MZ086626 alpha_MZ086626
MZ237531 alpha_MZ237531
MZ284787 alpha_MZ284787
MZ315922 alpha_MZ315922
FR993464 alpha_FR993464
MZ451544.1 alpha_MZ451544.1
MZ217450 alpha_MZ217450
MZ432255.1 alpha_MZ432255.1
MZ498392.1 alpha_MZ498392.1
MZ149970 alpha_MZ149970
MW967577 alpha_MW967577
MZ196037 alpha_MZ196037
MW699175 alpha_MW699175
MZ059471 alpha_MZ059471
MZ278300 alpha_MZ278300
MZ015422 alpha_MZ015422
MZ070087 alpha_MZ070087
MW912522 alpha_MW912522
MZ036822 alpha_MZ036822
MW913840 alpha_MW913840
MZ206470 alpha_MZ206470
MZ064985 alpha_MZ064985
MZ161264 alpha_MZ161264
MW877726 alpha_MW877726
MW994821 alpha_MW994821
MZ076456 alpha_MZ076456
MZ294150 alpha_MZ294150
MZ245288 alpha_MZ245288
MZ002968 alpha_MZ002968
MZ384249 alpha_MZ384249
MZ284666 alpha_MZ284666
MW911852 alpha_MW911852
MZ296644 alpha_MZ296644
MW969324 alpha_MW969324
MZ168469 alpha_MZ168469
MZ384259 alpha_MZ384259
MZ172373 alpha_MZ172373
MZ184271 alpha_MZ184271
MW796798 alpha_MW796798
MZ284371 alpha_MZ284371
MW913941 alpha_MW913941
MZ059051 alpha_MZ059051
MZ317847 alpha_MZ317847
MZ210108 alpha_MZ210108
MZ270493 alpha_MZ270493
MZ477899.1 alpha_MZ477899.1
MZ023813 alpha_MZ023813
MZ133036 alpha_MZ133036
MZ375716 alpha_MZ375716
MZ213852 alpha_MZ213852
MZ242597 alpha_MZ242597
MZ180163 alpha_MZ180163
MZ321655 alpha_MZ321655
MZ201497 alpha_MZ201497
MZ497700.1 alpha_MZ497700.1
MZ288324 alpha_MZ288324
MZ532353.1 alpha_MZ532353.1
MW968768 alpha_MW968768
MZ161611 alpha_MZ161611
MZ341675 alpha_MZ341675
MZ360641 alpha_MZ360641
MZ532972.1 alpha_MZ532972.1
MZ212960 alpha_MZ212960
MZ257612 alpha_MZ257612
MZ454706.1 alpha_MZ454706.1
MW938615 alpha_MW938615
MZ454959.1 alpha_MZ454959.1
MZ185264 alpha_MZ185264
MZ253479 alpha_MZ253479
MZ455373.1 alpha_MZ455373.1
MZ414664.1 alpha_MZ414664.1
MZ132596 alpha_MZ132596
MW905584 alpha_MW905584
MZ186273 alpha_MZ186273
MZ294510 alpha_MZ294510
MW894035 alpha_MW894035
MZ184130 alpha_MZ184130
MZ497663.1 alpha_MZ497663.1
MZ153067 alpha_MZ153067
MZ211468 alpha_MZ211468
MZ293570 alpha_MZ293570
MW931431 alpha_MW931431
MZ060762 alpha_MZ060762
MZ212832 alpha_MZ212832
MZ192432 alpha_MZ192432
MZ009131 alpha_MZ009131
MZ059636 alpha_MZ059636
MZ060562 alpha_MZ060562
MZ002600 alpha_MZ002600
MZ165788 alpha_MZ165788
MZ390626 alpha_MZ390626
MW990565 alpha_MW990565
MZ132919 alpha_MZ132919
MZ082497 alpha_MZ082497
MZ267423 alpha_MZ267423
MZ132034 alpha_MZ132034
MZ287945 alpha_MZ287945
MW932208 alpha_MW932208
MZ004742 alpha_MZ004742
MZ015516 alpha_MZ015516
MW807927 alpha_MW807927
MW965922 alpha_MW965922
MZ000402 alpha_MZ000402
MZ141559 alpha_MZ141559
MZ201452 alpha_MZ201452
MZ210192 alpha_MZ210192
MW907645 alpha_MW907645
MZ520067.1 alpha_MZ520067.1
MZ306330 alpha_MZ306330
MZ304967 alpha_MZ304967
MZ410219.1 alpha_MZ410219.1
MZ283774 alpha_MZ283774
MZ291409 alpha_MZ291409
MZ386455 alpha_MZ386455
MZ499161.1 alpha_MZ499161.1
MW781883 alpha_MW781883
FR992166 alpha_FR992166
MZ228593 alpha_MZ228593
MW803499 alpha_MW803499
MZ072801 alpha_MZ072801
MZ149704 alpha_MZ149704
MZ181917 alpha_MZ181917
MZ242658 alpha_MZ242658
MW932321 alpha_MW932321
MZ416156.1 alpha_MZ416156.1
MZ566051.1 alpha_MZ566051.1
MZ083340 alpha_MZ083340
MZ188588 alpha_MZ188588
MZ434540.1 alpha_MZ434540.1
MZ171877 alpha_MZ171877
MZ284629 alpha_MZ284629
MW739847 alpha_MW739847
MW993147 alpha_MW993147
MZ167261 alpha_MZ167261
MZ253515 alpha_MZ253515
MZ168363 alpha_MZ168363
MZ060939 alpha_MZ060939
MZ308156 alpha_MZ308156
HG994466 alpha_HG994466
MZ035638 alpha_MZ035638
MZ215029 alpha_MZ215029
MZ448714.1 alpha_MZ448714.1
MW906688 alpha_MW906688
MZ181967 alpha_MZ181967
MZ025610 alpha_MZ025610
MZ140786 alpha_MZ140786
MZ254356 alpha_MZ254356
MZ341988 alpha_MZ341988
MW840419 alpha_MW840419
MZ187103 alpha_MZ187103
MW773561 alpha_MW773561
MZ232714 alpha_MZ232714
MZ321314 alpha_MZ321314
HG998969 alpha_HG998969
MZ254540 alpha_MZ254540
MZ037596 alpha_MZ037596
MZ181785 alpha_MZ181785
MZ294134 alpha_MZ294134
MZ271488 alpha_MZ271488
MW869074 alpha_MW869074
MZ011524 alpha_MZ011524
MZ193086 alpha_MZ193086
MZ038610 alpha_MZ038610
MZ082970 alpha_MZ082970
MZ252777 alpha_MZ252777
MZ100122 alpha_MZ100122
MZ072227 alpha_MZ072227
MW773650 alpha_MW773650
MZ290245 alpha_MZ290245
MZ009889 alpha_MZ009889
MZ030568 alpha_MZ030568
MZ280721 alpha_MZ280721
MZ037556 alpha_MZ037556
MZ153723 alpha_MZ153723
MZ166027 alpha_MZ166027
MZ239370 alpha_MZ239370
MZ201923 alpha_MZ201923
MZ291199 alpha_MZ291199
MZ342375 alpha_MZ342375
MZ238362 alpha_MZ238362
MZ375618 alpha_MZ375618
MZ375602 alpha_MZ375602
MZ217442 alpha_MZ217442
MZ201761 alpha_MZ201761
MZ544694.1 alpha_MZ544694.1
MZ192065 alpha_MZ192065
MZ429102.1 alpha_MZ429102.1
MZ280250 alpha_MZ280250
MZ270364 alpha_MZ270364
MZ360667 alpha_MZ360667
MZ278896 alpha_MZ278896
MZ281976 alpha_MZ281976
MZ170597 alpha_MZ170597
MW993227 alpha_MW993227
MZ025658 alpha_MZ025658
MZ084805 alpha_MZ084805
MZ567292.1 alpha_MZ567292.1
MZ166851 alpha_MZ166851
MZ271039 alpha_MZ271039
MZ472049.1 alpha_MZ472049.1
MW964893 alpha_MW964893
MZ535144.1 alpha_MZ535144.1
MW842345 alpha_MW842345
MZ025811 alpha_MZ025811
MZ072764 alpha_MZ072764
MW704464 alpha_MW704464
MZ058213 alpha_MZ058213
MW907774 alpha_MW907774
MZ378675 alpha_MZ378675
MZ075610 alpha_MZ075610
MZ284218 alpha_MZ284218
MZ072486 alpha_MZ072486
MZ252905 alpha_MZ252905
MZ271764 alpha_MZ271764
MZ398998.1 alpha_MZ398998.1
MZ056528 alpha_MZ056528
MZ069593 alpha_MZ069593
MZ071444 alpha_MZ071444
MW864939 alpha_MW864939
MZ181663 alpha_MZ181663
MW904714 alpha_MW904714
MW842029 alpha_MW842029
MZ194310 alpha_MZ194310
MZ271757 alpha_MZ271757
MW904588 alpha_MW904588
MZ149887 alpha_MZ149887
MZ386151 alpha_MZ386151
MZ270975 alpha_MZ270975
MZ007235 alpha_MZ007235
MZ331207 alpha_MZ331207
MZ184445 alpha_MZ184445
MZ246784 alpha_MZ246784
MZ278902 alpha_MZ278902
MZ321802 alpha_MZ321802
MW876883 alpha_MW876883
MZ217509 alpha_MZ217509
MZ375696 alpha_MZ375696
MZ237846 alpha_MZ237846
MZ073256 alpha_MZ073256
MZ083460 alpha_MZ083460
MZ214760 alpha_MZ214760
MZ168012 alpha_MZ168012
MZ342210 alpha_MZ342210
MZ140628 alpha_MZ140628
MZ255494 alpha_MZ255494
MZ376363 alpha_MZ376363
MZ341775 alpha_MZ341775
MZ354826 alpha_MZ354826
MW844796 alpha_MW844796
MZ009324 alpha_MZ009324
MZ279256 alpha_MZ279256
