Virus Strain Name	Accession ID	Data Source	Related ID	Lineage	Nuc.Completeness	Sequence Length	Sequence Quality	Quality Assessment	Host	Sample Collection Date	Location	Originating Lab	Submission Date	Submitting Lab	Create Time	Last Update Time
SARS-CoV-2/human/MEX/SEARCH-1470-TIJ/2020	MT810753	GenBank	EPI_ISL_496340	B.1	Complete	29409	Low	393/0/NA/NA/NA	Homo sapiens	2020-04-28	Mexico / Tijuana / BajaCalifornia	 	2020-07-29	Department of Immunology, The Scripps Research Institute, 10550 N Torrey Pines Rd, San Diego, CA 92122, USA	2020-07-31 06:28:56	2021-03-16 10:46:59
SARS-CoV-2/human/MEX/SEARCH-1471-TIJ/2020	MT810754	GenBank	EPI_ISL_496341	B.1	Complete	29409	Low	282/0/NA/NA/NA	Homo sapiens	2020-04-28	Mexico / Tijuana / BajaCalifornia	 	2020-07-29	Department of Immunology, The Scripps Research Institute, 10550 N Torrey Pines Rd, San Diego, CA 92122, USA	2020-07-31 06:28:56	2021-03-16 10:46:59
SARS-CoV-2/human/MEX/SEARCH-1473-TIJ/2020	MT810755	GenBank	EPI_ISL_496342	B.1	Complete	29409	Low	473/0/NA/NA/NA	Homo sapiens	2020-04-28	Mexico / Tijuana / BajaCalifornia	 	2020-07-29	Department of Immunology, The Scripps Research Institute, 10550 N Torrey Pines Rd, San Diego, CA 92122, USA	2020-07-31 06:28:56	2021-03-16 10:46:59
SARS-CoV-2/human/MEX/SEARCH-1474-TIJ/2020	MT810756	GenBank	EPI_ISL_496343	B.1	Complete	29409	Low	215/0/NA/NA/NA	Homo sapiens	2020-04-28	Mexico / Tijuana / BajaCalifornia	 	2020-07-29	Department of Immunology, The Scripps Research Institute, 10550 N Torrey Pines Rd, San Diego, CA 92122, USA	2020-07-31 06:28:56	2021-03-16 10:46:59
SARS-CoV-2/human/MEX/SEARCH-1475-TIJ/2020	MT810757	GenBank	EPI_ISL_496344	B.1	Complete	29409	Low	264/0/NA/NA/NA	Homo sapiens	2020-04-28	Mexico / Tijuana / BajaCalifornia	 	2020-07-29	Department of Immunology, The Scripps Research Institute, 10550 N Torrey Pines Rd, San Diego, CA 92122, USA	2020-07-31 06:28:56	2021-03-16 10:46:59
SARS-CoV-2/human/MEX/SEARCH-1476-TIJ/2020	MT810758	GenBank	EPI_ISL_496345	B.1	Complete	29409	High	0/0/-/-/-	Homo sapiens	2020-04-28	Mexico / Tijuana / BajaCalifornia	 	2020-07-29	Department of Immunology, The Scripps Research Institute, 10550 N Torrey Pines Rd, San Diego, CA 92122, USA	2020-07-31 06:28:56	2021-03-16 10:46:59
SARS-CoV-2/human/MEX/SEARCH-1477-TIJ/2020	MT810759	GenBank	EPI_ISL_496346	B.1.1	Complete	29409	Low	630/0/NA/NA/NA	Homo sapiens	2020-04-28	Mexico / Tijuana / BajaCalifornia	 	2020-07-29	Department of Immunology, The Scripps Research Institute, 10550 N Torrey Pines Rd, San Diego, CA 92122, USA	2020-07-31 06:28:56	2021-03-16 10:46:59
SARS-CoV-2/human/MEX/SEARCH-1478-TIJ/2020	MT810760	GenBank	EPI_ISL_496347	B.1	Complete	29409	Low	81/0/NA/NA/NA	Homo sapiens	2020-04-28	Mexico / Tijuana / BajaCalifornia	 	2020-07-29	Department of Immunology, The Scripps Research Institute, 10550 N Torrey Pines Rd, San Diego, CA 92122, USA	2020-07-31 06:28:56	2021-03-16 10:46:59
SARS-CoV-2/human/MEX/SEARCH-1479-TIJ/2020	MT810761	GenBank	EPI_ISL_496348	B.1	Complete	29409	High	0/0/-/-/-	Homo sapiens	2020-04-28	Mexico / Tijuana / BajaCalifornia	 	2020-07-29	Department of Immunology, The Scripps Research Institute, 10550 N Torrey Pines Rd, San Diego, CA 92122, USA	2020-07-31 06:28:56	2021-03-16 10:46:59
SARS-CoV-2/human/MEX/SEARCH-1485-TIJ/2020	MT810762	GenBank	EPI_ISL_496349	B.1.241	Complete	29409	Low	103/0/NA/NA/NA	Homo sapiens	2020-04-28	Mexico / Tijuana / BajaCalifornia	 	2020-07-29	Department of Immunology, The Scripps Research Institute, 10550 N Torrey Pines Rd, San Diego, CA 92122, USA	2020-07-31 06:28:56	2021-03-16 10:46:59
SARS-CoV-2/human/MEX/SEARCH-1486-TIJ/2020	MT810763	GenBank	EPI_ISL_496350	B.1.245	Complete	29409	Low	134/0/NA/NA/NA	Homo sapiens	2020-04-28	Mexico / Tijuana / BajaCalifornia	 	2020-07-29	Department of Immunology, The Scripps Research Institute, 10550 N Torrey Pines Rd, San Diego, CA 92122, USA	2020-07-31 06:28:56	2021-03-16 10:46:59
SARS-CoV-2/human/MEX/SEARCH-1690-TIJ/2020	MT810764	GenBank	EPI_ISL_496351	B.1	Complete	29409	High	0/0/-/-/-	Homo sapiens	2020-04-28	Mexico / Tijuana / BajaCalifornia	 	2020-07-29	Department of Immunology, The Scripps Research Institute, 10550 N Torrey Pines Rd, San Diego, CA 92122, USA	2020-07-31 06:28:56	2021-03-16 10:46:59
SARS-CoV-2/human/MEX/SEARCH-1691-TIJ/2020	MT810765	GenBank	EPI_ISL_496352	B.1.397	Complete	29409	High	0/0/-/-/-	Homo sapiens	2020-04-27	Mexico / Tijuana / BajaCalifornia	 	2020-07-29	Department of Immunology, The Scripps Research Institute, 10550 N Torrey Pines Rd, San Diego, CA 92122, USA	2020-07-31 06:28:56	2021-03-16 10:46:59
SARS-CoV-2/human/MEX/SEARCH-1692-TIJ/2020	MT810766	GenBank	EPI_ISL_496353	B.1	Complete	29409	High	12/0/-/-/-	Homo sapiens	2020-04-27	Mexico / Tijuana / BajaCalifornia	 	2020-07-29	Department of Immunology, The Scripps Research Institute, 10550 N Torrey Pines Rd, San Diego, CA 92122, USA	2020-07-31 06:28:56	2021-03-16 10:46:59
SARS-CoV-2/human/MEX/SEARCH-1693-TIJ/2020	MT810767	GenBank	EPI_ISL_496354	B.1	Complete	29409	High	0/0/-/-/-	Homo sapiens	2020-04-27	Mexico / Tijuana / BajaCalifornia	 	2020-07-29	Department of Immunology, The Scripps Research Institute, 10550 N Torrey Pines Rd, San Diego, CA 92122, USA	2020-07-31 06:28:56	2021-03-16 10:46:59
SARS-CoV-2/human/MEX/SEARCH-1694-TIJ/2020	MT810768	GenBank	EPI_ISL_496355	B.1	Complete	29409	High	0/0/-/-/-	Homo sapiens	2020-04-27	Mexico / Tijuana / BajaCalifornia	 	2020-07-29	Department of Immunology, The Scripps Research Institute, 10550 N Torrey Pines Rd, San Diego, CA 92122, USA	2020-07-31 06:28:56	2021-03-16 10:46:59
SARS-CoV-2/human/MEX/SEARCH-1695-TIJ/2020	MT810769	GenBank	EPI_ISL_496356	B.1	Complete	29409	High	0/0/-/-/-	Homo sapiens	2020-04-25	Mexico / Tijuana / BajaCalifornia	 	2020-07-29	Department of Immunology, The Scripps Research Institute, 10550 N Torrey Pines Rd, San Diego, CA 92122, USA	2020-07-31 06:28:56	2021-03-16 10:46:59
SARS-CoV-2/human/MEX/SEARCH-1696-TIJ/2020	MT810770	GenBank	EPI_ISL_496357	B.1.241	Complete	29409	Low	127/0/NA/NA/NA	Homo sapiens	2020-04-24	Mexico / Tijuana / BajaCalifornia	 	2020-07-29	Department of Immunology, The Scripps Research Institute, 10550 N Torrey Pines Rd, San Diego, CA 92122, USA	2020-07-31 06:28:56	2021-03-16 10:46:59
SARS-CoV-2/human/MEX/SEARCH-1697-TIJ/2020	MT810771	GenBank	EPI_ISL_496358	B.1	Complete	29409	High	0/0/-/-/-	Homo sapiens	2020-04-24	Mexico / Tijuana / BajaCalifornia	 	2020-07-29	Department of Immunology, The Scripps Research Institute, 10550 N Torrey Pines Rd, San Diego, CA 92122, USA	2020-07-31 06:28:56	2021-03-16 10:46:59
SARS-CoV-2/human/MEX/SEARCH-1698-TIJ/2020	MT810772	GenBank	EPI_ISL_496359	B.1	Complete	29409	High	2/0/-/-/-	Homo sapiens	2020-04-22	Mexico / Tijuana / BajaCalifornia	 	2020-07-29	Department of Immunology, The Scripps Research Institute, 10550 N Torrey Pines Rd, San Diego, CA 92122, USA	2020-07-31 06:28:56	2021-03-16 10:46:59
SARS-CoV-2/human/MEX/SEARCH-1699-TIJ/2020	MT810773	GenBank	EPI_ISL_496360	B.1.245	Complete	29409	High	0/0/-/-/-	Homo sapiens	2020-04-22	Mexico / Tijuana / BajaCalifornia	 	2020-07-29	Department of Immunology, The Scripps Research Institute, 10550 N Torrey Pines Rd, San Diego, CA 92122, USA	2020-07-31 06:28:56	2021-03-16 10:46:59
SARS-CoV-2/human/MEX/SEARCH-1700-TIJ/2020	MT810774	GenBank	EPI_ISL_496361	B.1	Complete	29409	High	0/0/-/-/-	Homo sapiens	2020-04-22	Mexico / Tijuana / BajaCalifornia	 	2020-07-29	Department of Immunology, The Scripps Research Institute, 10550 N Torrey Pines Rd, San Diego, CA 92122, USA	2020-07-31 06:28:56	2021-03-16 10:46:59
SARS-CoV-2/human/MEX/SEARCH-1701-TIJ/2020	MT810775	GenBank	EPI_ISL_496362	B.1.558	Complete	29409	High	0/0/-/-/-	Homo sapiens	2020-04-22	Mexico / Tijuana / BajaCalifornia	 	2020-07-29	Department of Immunology, The Scripps Research Institute, 10550 N Torrey Pines Rd, San Diego, CA 92122, USA	2020-07-31 06:28:56	2021-03-16 10:46:59
SARS-CoV-2/human/MEX/SEARCH-1702-TIJ/2020	MT810776	GenBank	EPI_ISL_496363	B.1.241	Complete	29409	High	0/0/-/-/-	Homo sapiens	2020-04-22	Mexico / Tijuana / BajaCalifornia	 	2020-07-29	Department of Immunology, The Scripps Research Institute, 10550 N Torrey Pines Rd, San Diego, CA 92122, USA	2020-07-31 06:28:56	2021-03-16 10:46:59
SARS-CoV-2/human/MEX/SEARCH-1703-TIJ/2020	MT810777	GenBank	EPI_ISL_496364	B.1	Complete	29409	Low	281/0/NA/NA/NA	Homo sapiens	2020-04-22	Mexico / Tijuana / BajaCalifornia	 	2020-07-29	Department of Immunology, The Scripps Research Institute, 10550 N Torrey Pines Rd, San Diego, CA 92122, USA	2020-07-31 06:28:56	2021-03-16 10:46:59
SARS-CoV-2/human/MEX/SEARCH-1704-TIJ/2020	MT810778	GenBank	EPI_ISL_496365	B.1	Complete	29409	High	0/0/-/-/-	Homo sapiens	2020-04-22	Mexico / Tijuana / BajaCalifornia	 	2020-07-29	Department of Immunology, The Scripps Research Institute, 10550 N Torrey Pines Rd, San Diego, CA 92122, USA	2020-07-31 06:28:56	2021-03-16 10:46:59
SARS-CoV-2/human/MEX/SEARCH-1705-TIJ/2020	MT810779	GenBank	EPI_ISL_496366	B.1	Complete	29409	High	0/0/-/-/-	Homo sapiens	2020-04-22	Mexico / Tijuana / BajaCalifornia	 	2020-07-29	Department of Immunology, The Scripps Research Institute, 10550 N Torrey Pines Rd, San Diego, CA 92122, USA	2020-07-31 06:28:56	2021-03-16 10:46:59
SARS-CoV-2/human/MEX/SEARCH-1706-TIJ/2020	MT810780	GenBank	EPI_ISL_496367	B.1	Complete	29409	High	0/0/-/-/-	Homo sapiens	2020-04-22	Mexico / Tijuana / BajaCalifornia	 	2020-07-29	Department of Immunology, The Scripps Research Institute, 10550 N Torrey Pines Rd, San Diego, CA 92122, USA	2020-07-31 06:28:56	2021-03-16 10:46:59
SARS-CoV-2/human/MEX/SEARCH-1707-TIJ/2020	MT810781	GenBank	EPI_ISL_496368	B.1	Complete	29409	High	0/0/-/-/-	Homo sapiens	2020-04-21	Mexico / Tijuana / BajaCalifornia	 	2020-07-29	Department of Immunology, The Scripps Research Institute, 10550 N Torrey Pines Rd, San Diego, CA 92122, USA	2020-07-31 06:28:56	2021-03-16 10:46:59
SARS-CoV-2/human/MEX/SEARCH-1708-TIJ/2020	MT810782	GenBank	EPI_ISL_496369	B.1.241	Complete	29409	High	0/0/-/-/-	Homo sapiens	2020-04-20	Mexico / Tijuana / BajaCalifornia	 	2020-07-29	Department of Immunology, The Scripps Research Institute, 10550 N Torrey Pines Rd, San Diego, CA 92122, USA	2020-07-31 06:28:56	2021-03-16 10:46:59
SARS-CoV-2/human/MEX/SEARCH-1709-TIJ/2020	MT810783	GenBank	EPI_ISL_496370	B.1.267	Complete	29409	High	0/0/-/-/-	Homo sapiens	2020-03-27	Mexico / Tijuana / BajaCalifornia	 	2020-07-29	Department of Immunology, The Scripps Research Institute, 10550 N Torrey Pines Rd, San Diego, CA 92122, USA	2020-07-31 06:28:56	2021-03-16 10:46:59
SARS-CoV-2/human/MEX/SEARCH-1710-TIJ/2020	MT810784	GenBank	EPI_ISL_496371	B.1	Complete	29409	High	2/0/-/-/-	Homo sapiens	2020-03-26	Mexico / Tijuana / BajaCalifornia	 	2020-07-29	Department of Immunology, The Scripps Research Institute, 10550 N Torrey Pines Rd, San Diego, CA 92122, USA	2020-07-31 06:28:56	2021-03-16 10:46:59
SARS-CoV-2/human/MEX/SEARCH-1711-TIJ/2020	MT810785	GenBank	EPI_ISL_496372	B.1	Partial	29389	Low	70/0/NA/NA/NA	Homo sapiens	2020-03-26	Mexico / Tijuana / BajaCalifornia	 	2020-07-29	Department of Immunology, The Scripps Research Institute, 10550 N Torrey Pines Rd, San Diego, CA 92122, USA	2020-07-31 06:28:56	2021-03-16 10:46:59
SARS-CoV-2/human/MEX/SEARCH-1712-TIJ/2020	MT810786	GenBank	EPI_ISL_496373	B.1	Complete	29409	High	0/0/-/-/-	Homo sapiens	2020-03-25	Mexico / Tijuana / BajaCalifornia	 	2020-07-29	Department of Immunology, The Scripps Research Institute, 10550 N Torrey Pines Rd, San Diego, CA 92122, USA	2020-07-31 06:28:56	2021-03-16 10:46:59
SARS-CoV-2/human/MEX/SEARCH-1713-TIJ/2020	MT810787	GenBank	EPI_ISL_496374	B.1	Complete	29409	High	0/0/-/-/-	Homo sapiens	2020-04-29	Mexico / Tijuana / BajaCalifornia	 	2020-07-29	Department of Immunology, The Scripps Research Institute, 10550 N Torrey Pines Rd, San Diego, CA 92122, USA	2020-07-31 06:28:56	2021-03-16 10:46:59
SARS-CoV-2/human/MEX/SEARCH-1714-TIJ/2020	MT810788	GenBank	EPI_ISL_496375	B.1.241	Complete	29409	High	0/0/-/-/-	Homo sapiens	2020-04-29	Mexico / Tijuana / BajaCalifornia	 	2020-07-29	Department of Immunology, The Scripps Research Institute, 10550 N Torrey Pines Rd, San Diego, CA 92122, USA	2020-07-31 06:28:56	2021-03-16 10:46:59
SARS-CoV-2/human/MEX/SEARCH-1715-TIJ/2020	MT810789	GenBank	EPI_ISL_496376	B.1.241	Complete	29409	High	0/0/-/-/-	Homo sapiens	2020-04-29	Mexico / Tijuana / BajaCalifornia	 	2020-07-29	Department of Immunology, The Scripps Research Institute, 10550 N Torrey Pines Rd, San Diego, CA 92122, USA	2020-07-31 06:28:56	2021-03-16 10:46:59
hCoV-19/Mexico/BC-InDRE_44/2020	EPI_ISL_516608	GISAID	 	B.1	Complete	29820	Low	863/0/NA/NA/NA	Homo Sapiens	2020-06-26	Mexico / BC	Instituto de Diagnostico y Referencia Epidemiologicos (INDRE)	2020-08-21	Instituto de Diagnostico y Referencia Epidemiologicos (INDRE)	2020-08-22 05:40:47	2021-03-16 10:46:59
hCoV-19/Mexico/BC-InDRE_45/2020	EPI_ISL_516609	GISAID	 	B.1.243	Complete	29820	High	0/0/-/-/-	Homo Sapiens	2020-06-27	Mexico / BC	Instituto de Diagnostico y Referencia Epidemiologicos (INDRE)	2020-08-21	Instituto de Diagnostico y Referencia Epidemiologicos (INDRE)	2020-08-22 05:40:47	2021-03-16 10:46:59
hCoV-19/Mexico/BC-InDRE_50/2020	EPI_ISL_516610	GISAID	 	B.1.400	Complete	29820	Low	709/0/NA/NA/NA	Homo Sapiens	2020-06-30	Mexico / BC	Instituto de Diagnostico y Referencia Epidemiologicos (INDRE)	2020-08-21	Instituto de Diagnostico y Referencia Epidemiologicos (INDRE)	2020-08-22 05:40:47	2021-03-16 10:46:59
hCoV-19/Mexico/BC-InDRE_51/2020	EPI_ISL_516611	GISAID	 	B.1	Complete	29820	High	0/0/-/-/-	Homo Sapiens	2020-07-05	Mexico / BC	Instituto de Diagnostico y Referencia Epidemiologicos (INDRE)	2020-08-21	Instituto de Diagnostico y Referencia Epidemiologicos (INDRE)	2020-08-22 05:40:47	2021-03-16 10:46:59
hCoV-19/Mexico/BC-InDRE_52/2020	EPI_ISL_516612	GISAID	 	B.1.243	Complete	29820	Low	2191/0/NA/NA/NA	Homo Sapiens	2020-07-06	Mexico / BC	Instituto de Diagnostico y Referencia Epidemiologicos (INDRE)	2020-08-21	Instituto de Diagnostico y Referencia Epidemiologicos (INDRE)	2020-08-22 05:40:47	2021-03-16 10:46:59
hCoV-19/Mexico/Chihuahua-InDRE_43/2020	EPI_ISL_516613	GISAID	 	B.1.567	Complete	29820	High	0/0/-/-/-	Homo Sapiens	2020-06-26	Mexico / Chihuahua	Instituto de Diagnostico y Referencia Epidemiologicos (INDRE)	2020-08-21	Instituto de Diagnostico y Referencia Epidemiologicos (INDRE)	2020-08-22 05:40:47	2021-03-16 10:46:59
hCoV-19/Mexico/Chihuahua-InDRE_46/2020	EPI_ISL_516614	GISAID	 	B.1.609	Complete	29820	Low	791/1/NA/NA/NA	Homo Sapiens	2020-06-28	Mexico / Chihuahua	Instituto de Diagnostico y Referencia Epidemiologicos (INDRE)	2020-08-21	Instituto de Diagnostico y Referencia Epidemiologicos (INDRE)	2020-08-22 05:40:47	2021-03-16 10:46:59
hCoV-19/Mexico/Chihuahua-InDRE_47/2020	EPI_ISL_516615	GISAID	 	B.1	Complete	29820	Low	879/0/NA/NA/NA	Homo Sapiens	2020-06-27	Mexico / Chihuahua	Instituto de Diagnostico y Referencia Epidemiologicos (INDRE)	2020-08-21	Instituto de Diagnostico y Referencia Epidemiologicos (INDRE)	2020-08-22 05:40:47	2021-03-16 10:46:59
hCoV-19/Mexico/Chihuahua-InDRE_48/2020	EPI_ISL_516616	GISAID	 	B.1.609	Complete	29820	Low	595/1/NA/NA/NA	Homo Sapiens	2020-06-30	Mexico / Chihuahua	Instituto de Diagnostico y Referencia Epidemiologicos (INDRE)	2020-08-21	Instituto de Diagnostico y Referencia Epidemiologicos (INDRE)	2020-08-22 05:40:47	2021-03-16 10:46:59
hCoV-19/Mexico/Chihuahua-InDRE_49/2020	EPI_ISL_516617	GISAID	 	B.1.609	Complete	29820	Low	712/0/NA/NA/NA	Homo Sapiens	2020-07-01	Mexico / Chihuahua	Instituto de Diagnostico y Referencia Epidemiologicos (INDRE)	2020-08-21	Instituto de Diagnostico y Referencia Epidemiologicos (INDRE)	2020-08-22 05:40:47	2021-03-16 10:46:59
hCoV-19/Mexico/Coahuila-InDRE_36/2020	EPI_ISL_516618	GISAID	 	B.1.1	Complete	29820	Low	134/0/NA/NA/NA	Homo Sapiens	2020-06-13	Mexico / Coahuila	Instituto de Diagnostico y Referencia Epidemiologicos (INDRE)	2020-08-21	Instituto de Diagnostico y Referencia Epidemiologicos (INDRE)	2020-08-22 05:40:47	2021-03-16 10:46:59
hCoV-19/Mexico/Coahuila-InDRE_37/2020	EPI_ISL_516619	GISAID	 	B.1.1	Complete	29820	Low	843/0/NA/NA/NA	Homo Sapiens	2020-06-13	Mexico / Coahuila	Instituto de Diagnostico y Referencia Epidemiologicos (INDRE)	2020-08-21	Instituto de Diagnostico y Referencia Epidemiologicos (INDRE)	2020-08-22 05:40:47	2021-03-16 10:46:59
hCoV-19/Mexico/Coahuila-InDRE_40/2020	EPI_ISL_516620	GISAID	 	B.1.1	Complete	29820	High	0/0/-/-/-	Homo Sapiens	2020-06-19	Mexico / Coahuila	Instituto de Diagnostico y Referencia Epidemiologicos (INDRE)	2020-08-21	Instituto de Diagnostico y Referencia Epidemiologicos (INDRE)	2020-08-22 05:40:47	2021-03-16 10:46:59
hCoV-19/Mexico/Coahuila-InDRE_41/2020	EPI_ISL_516621	GISAID	 	B.1	Complete	29820	Low	1727/0/NA/NA/NA	Homo Sapiens	2020-06-26	Mexico / Coahuila	Instituto de Diagnostico y Referencia Epidemiologicos (INDRE)	2020-08-21	Instituto de Diagnostico y Referencia Epidemiologicos (INDRE)	2020-08-22 05:40:47	2021-03-16 10:46:59
hCoV-19/Mexico/Sonora-InDRE_35/2020	EPI_ISL_516622	GISAID	 	B.1	Complete	29820	Low	54/0/NA/NA/NA	Homo Sapiens	2020-05-15	Mexico / Sonora	Instituto de Diagnostico y Referencia Epidemiologicos (INDRE)	2020-08-21	Instituto de Diagnostico y Referencia Epidemiologicos (INDRE)	2020-08-22 05:40:47	2021-03-16 10:46:59
hCoV-19/Mexico/Sonora-InDRE_42/2020	EPI_ISL_516623	GISAID	 	B.1.243	Complete	29820	Low	456/0/NA/NA/NA	Homo Sapiens	2020-06-06	Mexico / Sonora	Instituto de Diagnostico y Referencia Epidemiologicos (INDRE)	2020-08-21	Instituto de Diagnostico y Referencia Epidemiologicos (INDRE)	2020-08-22 05:40:47	2021-03-16 10:46:59
hCoV-19/Mexico/Tamaulipas-InDRE_38/2020	EPI_ISL_516624	GISAID	 	B.1	Complete	29820	Low	80/0/NA/NA/NA	Homo Sapiens	2020-06-19	Mexico / Tamaulipas	Instituto de Diagnostico y Referencia Epidemiologicos (INDRE)	2020-08-21	Instituto de Diagnostico y Referencia Epidemiologicos (INDRE)	2020-08-22 05:40:47	2021-03-16 10:46:59
hCoV-19/Mexico/Tamaulipas-InDRE_39/2020	EPI_ISL_516625	GISAID	 	B.1	Complete	29820	High	0/0/-/-/-	Homo Sapiens	2020-06-15	Mexico / Tamaulipas	Instituto de Diagnostico y Referencia Epidemiologicos (INDRE)	2020-08-21	Instituto de Diagnostico y Referencia Epidemiologicos (INDRE)	2020-08-22 05:40:47	2021-03-16 10:46:59
hCoV-19/Mexico/CMX-INMEGEN-01/2020	EPI_ISL_522872	GISAID	 	B.1	Complete	29780	Low	497/0/NA/NA/NA	Homo Sapiens	2020-07-31	Mexico / Mexico City	Instituto Nacional de Medicina Genómica	2020-08-26	Instituto Nacional de Medicina Genómica	2020-08-27 06:39:57	2021-03-16 10:46:59
hCoV-19/Mexico/CMX-INMEGEN-02/2020	EPI_ISL_522873	GISAID	 	B.1.1	Complete	29782	Low	513/0/NA/NA/NA	Homo Sapiens	2020-07-31	Mexico / Mexico City	Instituto Nacional de Medicina Genomica	2020-08-26	Instituto Nacional de Medicina Genomica	2020-08-27 06:39:57	2021-03-16 10:46:59
hCoV-19/Mexico/CMX-INMEGEN-03/2020	EPI_ISL_522874	GISAID	 	B.1.1.518	Complete	29782	Low	218/0/NA/NA/NA	Homo Sapiens	2020-07-31	Mexico / Mexico City	Instituto Nacional de Medicina Genomica	2020-08-26	Instituto Nacional de Medicina Genomica	2020-08-27 06:39:57	2021-03-16 10:46:59
hCoV-19/Mexico/CMX-INMEGEN-04/2020	EPI_ISL_522875	GISAID	 	B.1.1.222	Complete	29782	Low	308/0/NA/NA/NA	Homo Sapiens	2020-07-31	Mexico / Mexico City	Instituto Nacional de Medicina Genomica	2020-08-26	Instituto Nacional de Medicina Genomica	2020-08-27 06:39:57	2021-03-16 10:46:59
hCoV-19/Mexico/CMX-INMEGEN-05/2020	EPI_ISL_522876	GISAID	 	B.1	Complete	29782	Low	372/0/NA/NA/NA	Homo Sapiens	2020-07-31	Mexico / Mexico City	Instituto Nacional de Medicina Genomica	2020-08-26	Instituto Nacional de Medicina Genomica	2020-08-27 06:39:57	2021-03-16 10:46:59
hCoV-19/Mexico/CMX-INMEGEN-06/2020	EPI_ISL_522877	GISAID	 	B.1.243	Complete	29782	Low	218/0/NA/NA/NA	Homo Sapiens	2020-08-01	Mexico / Mexico City	Instituto Nacional de Medicina Genomica	2020-08-26	Instituto Nacional de Medicina Genomica	2020-08-27 06:39:57	2021-03-16 10:46:59
hCoV-19/Mexico/CMX-INMEGEN-07/2020	EPI_ISL_522878	GISAID	 	B.1.1	Complete	29782	Low	219/0/NA/NA/NA	Homo Sapiens	2020-08-01	Mexico / Mexico City	Instituto Nacional de Medicina Genomica	2020-08-26	Instituto Nacional de Medicina Genomica	2020-08-27 06:39:57	2021-03-16 10:46:59
hCoV-19/Mexico/CMX-INMEGEN-08/2020	EPI_ISL_522879	GISAID	 	B.1	Complete	29782	Low	824/0/NA/NA/NA	Homo Sapiens	2020-07-31	Mexico / Mexico City	Instituto Nacional de Medicina Genómica	2020-08-26	Instituto Nacional de Medicina Genómica	2020-08-27 06:39:57	2021-03-16 10:46:59
hCoV-19/Mexico/CMX-INMEGEN-09/2020	EPI_ISL_522880	GISAID	 	B.1.243	Complete	29782	Low	246/0/NA/NA/NA	Homo Sapiens	2020-08-01	Mexico / Mexico City	Instituto Nacional de Medicina Genómica	2020-08-26	Instituto Nacional de Medicina Genómica	2020-08-27 06:39:57	2021-03-16 10:46:59
hCoV-19/Mexico/CMX-INMEGEN-10/2020	EPI_ISL_522940	GISAID	 	B.1.243	Complete	29782	Low	218/0/NA/NA/NA	Homo Sapiens	2020-08-01	Mexico / Mexico City	Instituto Nacional de Medicina Genómica	2020-08-26	Instituto Nacional de Medicina Genómica	2020-08-28 06:30:04	2021-03-16 10:46:59
hCoV-19/Mexico/CMX-INMEGEN-11/2020	EPI_ISL_522941	GISAID	 	B.1	Complete	29782	Low	218/0/NA/NA/NA	Homo Sapiens	2020-07-31	Mexico / Mexico City	Instituto Nacional de Medicina Genómica	2020-08-26	Instituto Nacional de Medicina Genómica	2020-08-28 06:30:04	2021-03-16 10:46:59
hCoV-19/Mexico/CMX-INMEGEN-12/2020	EPI_ISL_522942	GISAID	 	A	Complete	29782	Low	247/0/NA/NA/NA	Homo Sapiens	2020-08-06	Mexico / Mexico City	Instituto Nacional de Medicina Genómica	2020-08-26	Instituto Nacional de Medicina Genómica	2020-08-28 06:30:04	2021-03-16 10:46:59
hCoV-19/Mexico/CMX-INMEGEN-13/2020	EPI_ISL_522978	GISAID	 	B.1.1	Complete	29782	Low	218/0/NA/NA/NA	Homo Sapiens	2020-08-06	Mexico / Mexico City	Instituto Nacional de Medicina Genómica	2020-08-26	Instituto Nacional de Medicina Genómica	2020-08-28 06:30:04	2021-03-16 10:46:59
hCoV-19/Mexico/CMX-INMEGEN-14/2020	EPI_ISL_522979	GISAID	 	B.1.1.344	Complete	29782	Low	487/0/NA/NA/NA	Homo Sapiens	2020-08-06	Mexico / Mexico City	Instituto Nacional de Medicina Genómica	2020-08-26	Instituto Nacional de Medicina Genómica	2020-08-28 06:30:04	2021-03-16 10:46:59
hCoV-19/Mexico/CMX-INMEGEN-15/2020	EPI_ISL_522980	GISAID	 	B.1.369	Complete	29782	Low	218/0/NA/NA/NA	Homo Sapiens	2020-08-06	Mexico / Mexico City	Instituto Nacional de Medicina Genómica	2020-08-26	Instituto Nacional de Medicina Genómica	2020-08-28 06:30:04	2021-03-16 10:46:59
hCoV-19/Mexico/CMX-INMEGEN-16/2020	EPI_ISL_522981	GISAID	 	B.1.1	Complete	29782	Low	218/0/NA/NA/NA	Homo Sapiens	2020-08-06	Mexico / Mexico City	Instituto Nacional de Medicina Genómica	2020-08-26	Instituto Nacional de Medicina Genómica	2020-08-28 06:30:04	2021-03-16 10:46:59
hCoV-19/Mexico/CMX-INMEGEN-17/2020	EPI_ISL_522982	GISAID	 	B.1	Complete	29782	Low	218/0/NA/NA/NA	Homo Sapiens	2020-08-06	Mexico / Mexico City	Instituto Nacional de Medicina Genómica	2020-08-26	Instituto Nacional de Medicina Genómica	2020-08-28 06:30:04	2021-03-16 10:46:59
